Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,2866,2130,1883.27,1917.81
"Revenue 2866 2130.26 1883.27 1917.81  Other Revenue, Total - - - -","Revenue 2866 2130.26 1883.27 1917.81  Other Revenue, Total - - - -","Revenue 2866 2130.26 1883.27 1917.81  Other Revenue, Total - - - -","Revenue 2866 2130.26 1883.27 1917.81  Other Revenue, Total - - - -","Revenue 2866 2130.26 1883.27 1917.81  Other Revenue, Total - - - -"
Revenue,2866,2130.26,1883.27,1917.81
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",143,126.86,110.19,92.99
Gross Profit,2723,2003.4,1773.07,1824.82
Total Operating Expenses,2229,2207.98,1867.05,1723.45
"Selling/General/Admin. Expenses, Total 2070 2011.49 1737.36 1612.55  Research & Development - - - -  Depreciation / Amortization 16 24.37 19.5 17.91  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 45.25 - -  Other Operating Expenses, Total 4 - - -","Selling/General/Admin. Expenses, Total 2070 2011.49 1737.36 1612.55  Research & Development - - - -  Depreciation / Amortization 16 24.37 19.5 17.91  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 45.25 - -  Other Operating Expenses, Total 4 - - -","Selling/General/Admin. Expenses, Total 2070 2011.49 1737.36 1612.55  Research & Development - - - -  Depreciation / Amortization 16 24.37 19.5 17.91  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 45.25 - -  Other Operating Expenses, Total 4 - - -","Selling/General/Admin. Expenses, Total 2070 2011.49 1737.36 1612.55  Research & Development - - - -  Depreciation / Amortization 16 24.37 19.5 17.91  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 45.25 - -  Other Operating Expenses, Total 4 - - -","Selling/General/Admin. Expenses, Total 2070 2011.49 1737.36 1612.55  Research & Development - - - -  Depreciation / Amortization 16 24.37 19.5 17.91  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 45.25 - -  Other Operating Expenses, Total 4 - - -"
"Selling/General/Admin. Expenses, Total",2070,2011.49,1737.36,1612.55
Research & Development,-,-,-,-
Depreciation / Amortization,16,24.37,19.5,17.91
Interest Expense (Income) - Net Operating,-4,-,-,-
Unusual Expense (Income),-,45.25,-,-
"Other Operating Expenses, Total",4,-,-,-
Operating Income,637,-77.72,16.21,194.36
"Interest Income (Expense), Net Non-Operating",-,-4.34,-4.6,-3.22
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",4,1.51,20.4,0.91
Net Income Before Taxes,633,-80.55,32.02,192.04
Provision for Income Taxes,221,-1.42,14.96,59.08
Net Income After Taxes,412,-79.13,17.05,132.97
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,412,-79.13,17.05,132.97
Total Extraordinary Items,-,-,-,-
Net Income,412,-79.13,17.05,132.97
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,412,-79.13,17.05,132.97
Dilution Adjustment,-0.314,-,-,-
Diluted Net Income,412.31,-79.13,17.05,132.97
Diluted Weighted Average Shares,3.78,3.56,3.78,1.76
Diluted EPS Excluding Extraordinary Items,108.98,-22.17,4.51,-
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,104.57,-6.14,-,-
