Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2180817,1902124,1479008,1363037
"Revenue 2180817 1902124 1479008 1363037  Other Revenue, Total - - - -","Revenue 2180817 1902124 1479008 1363037  Other Revenue, Total - - - -","Revenue 2180817 1902124 1479008 1363037  Other Revenue, Total - - - -","Revenue 2180817 1902124 1479008 1363037  Other Revenue, Total - - - -","Revenue 2180817 1902124 1479008 1363037  Other Revenue, Total - - - -"
Revenue,2180817,1902124,1479008,1363037
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1596295,1338276,1044690,959714
Gross Profit,584522,563848,434318,403323
Total Operating Expenses,2011990,1741482,1367473,1266472
"Selling/General/Admin. Expenses, Total 434803 410568 195737 289771  Research & Development 179467 165250 127046 -  Depreciation / Amortization 206285 177031 140285 -  Interest Expense (Income) - Net Operating -20772 -7114 -3526 -  Unusual Expense (Income) - - 5481 16987  Other Operating Expenses, Total -382430 -342529 -136759 15682","Selling/General/Admin. Expenses, Total 434803 410568 195737 289771  Research & Development 179467 165250 127046 -  Depreciation / Amortization 206285 177031 140285 -  Interest Expense (Income) - Net Operating -20772 -7114 -3526 -  Unusual Expense (Income) - - 5481 16987  Other Operating Expenses, Total -382430 -342529 -136759 15682","Selling/General/Admin. Expenses, Total 434803 410568 195737 289771  Research & Development 179467 165250 127046 -  Depreciation / Amortization 206285 177031 140285 -  Interest Expense (Income) - Net Operating -20772 -7114 -3526 -  Unusual Expense (Income) - - 5481 16987  Other Operating Expenses, Total -382430 -342529 -136759 15682","Selling/General/Admin. Expenses, Total 434803 410568 195737 289771  Research & Development 179467 165250 127046 -  Depreciation / Amortization 206285 177031 140285 -  Interest Expense (Income) - Net Operating -20772 -7114 -3526 -  Unusual Expense (Income) - - 5481 16987  Other Operating Expenses, Total -382430 -342529 -136759 15682","Selling/General/Admin. Expenses, Total 434803 410568 195737 289771  Research & Development 179467 165250 127046 -  Depreciation / Amortization 206285 177031 140285 -  Interest Expense (Income) - Net Operating -20772 -7114 -3526 -  Unusual Expense (Income) - - 5481 16987  Other Operating Expenses, Total -382430 -342529 -136759 15682"
"Selling/General/Admin. Expenses, Total",434803,410568,195737,289771
Research & Development,179467,165250,127046,-
Depreciation / Amortization,206285,177031,140285,-
Interest Expense (Income) - Net Operating,-20772,-7114,-3526,-
Unusual Expense (Income),-,-,5481,16987
"Other Operating Expenses, Total",-382430,-342529,-136759,15682
Operating Income,168827,160642,111535,96565
"Interest Income (Expense), Net Non-Operating",-,65918,14132,3147
Gain (Loss) on Sale of Assets,-,554,10123,-
"Other, Net",1608,-12402,-20492,-3836
Net Income Before Taxes,167219,172490,121904,95876
Provision for Income Taxes,52918,40675,42699,38719
Net Income After Taxes,114301,131815,79205,57157
Minority Interest,4421,3438,2759,623
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,114187,131298,79340,57780
Total Extraordinary Items,-,-,-,-
Net Income,114187,131298,79340,57780
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,114187,131298,79340,57780
Dilution Adjustment,-0.882,-1.3,0.295,-
Diluted Net Income,114187.88,131299.3,79339.71,57780
Diluted Weighted Average Shares,379.82,379.86,379.75,379.77
Diluted EPS Excluding Extraordinary Items,300.64,345.65,208.93,152.14
DPS - Common Stock Primary Issue,106,78.33,60,60
Diluted Normalized EPS,274.86,281.53,184.33,178.81
