Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1076,951,831.35,745.68
"Revenue 1076 951.14 831.35 745.68  Other Revenue, Total - - - -","Revenue 1076 951.14 831.35 745.68  Other Revenue, Total - - - -","Revenue 1076 951.14 831.35 745.68  Other Revenue, Total - - - -","Revenue 1076 951.14 831.35 745.68  Other Revenue, Total - - - -","Revenue 1076 951.14 831.35 745.68  Other Revenue, Total - - - -"
Revenue,1076,951.14,831.35,745.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",347,260.23,243.57,248.58
Gross Profit,729,690.91,587.78,497.1
Total Operating Expenses,920,772.21,693.23,649.65
"Selling/General/Admin. Expenses, Total 570 488.45 427.92 348.4  Research & Development 41 19.82 18.19 46.83  Depreciation / Amortization 87 3.71 3.55 2.83  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 3.01  Other Operating Expenses, Total -125 - - -","Selling/General/Admin. Expenses, Total 570 488.45 427.92 348.4  Research & Development 41 19.82 18.19 46.83  Depreciation / Amortization 87 3.71 3.55 2.83  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 3.01  Other Operating Expenses, Total -125 - - -","Selling/General/Admin. Expenses, Total 570 488.45 427.92 348.4  Research & Development 41 19.82 18.19 46.83  Depreciation / Amortization 87 3.71 3.55 2.83  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 3.01  Other Operating Expenses, Total -125 - - -","Selling/General/Admin. Expenses, Total 570 488.45 427.92 348.4  Research & Development 41 19.82 18.19 46.83  Depreciation / Amortization 87 3.71 3.55 2.83  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 3.01  Other Operating Expenses, Total -125 - - -","Selling/General/Admin. Expenses, Total 570 488.45 427.92 348.4  Research & Development 41 19.82 18.19 46.83  Depreciation / Amortization 87 3.71 3.55 2.83  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 3.01  Other Operating Expenses, Total -125 - - -"
"Selling/General/Admin. Expenses, Total",570,488.45,427.92,348.4
Research & Development,41,19.82,18.19,46.83
Depreciation / Amortization,87,3.71,3.55,2.83
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,3.01
"Other Operating Expenses, Total",-125,-,-,-
Operating Income,156,178.93,138.12,96.03
"Interest Income (Expense), Net Non-Operating",-,-4.04,-7.27,-4.58
Gain (Loss) on Sale of Assets,1,-,-,-
"Other, Net",-2,-4.05,-15.36,-2.96
Net Income Before Taxes,157,170.84,115.5,88.49
Provision for Income Taxes,57,50.53,-14.54,-26
Net Income After Taxes,100,120.31,130.03,114.49
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,100,120.31,130.03,114.49
Total Extraordinary Items,-,-,-,-
Net Income,100,120.31,130.03,114.49
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,100,120.31,130.03,114.49
Dilution Adjustment,-,-,-,-
Diluted Net Income,100,120.31,130.03,114.49
Diluted Weighted Average Shares,2.74,2.85,2.6,2.34
Diluted EPS Excluding Extraordinary Items,36.5,42.26,49.97,48.99
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,34.9,42.26,49.97,49.82
