Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,8587,7750,6836.18,8569.5
"Revenue 7549 7750.16 6836.18 8569.5  Other Revenue, Total 1038 812 - -","Revenue 7549 7750.16 6836.18 8569.5  Other Revenue, Total 1038 812 - -","Revenue 7549 7750.16 6836.18 8569.5  Other Revenue, Total 1038 812 - -","Revenue 7549 7750.16 6836.18 8569.5  Other Revenue, Total 1038 812 - -","Revenue 7549 7750.16 6836.18 8569.5  Other Revenue, Total 1038 812 - -"
Revenue,7549,7750.16,6836.18,8569.5
"Other Revenue, Total",1038,812,-,-
"Cost of Revenue, Total",2358,2065.88,2398.68,4553.57
Gross Profit,6229,5684.28,4437.5,4015.93
Total Operating Expenses,8087,7319.63,8333.67,8139.07
"Selling/General/Admin. Expenses, Total 5729 5165.97 4223.44 3586.15  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 87.78 1711.54 -0.65  Other Operating Expenses, Total -133 - - -","Selling/General/Admin. Expenses, Total 5729 5165.97 4223.44 3586.15  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 87.78 1711.54 -0.65  Other Operating Expenses, Total -133 - - -","Selling/General/Admin. Expenses, Total 5729 5165.97 4223.44 3586.15  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 87.78 1711.54 -0.65  Other Operating Expenses, Total -133 - - -","Selling/General/Admin. Expenses, Total 5729 5165.97 4223.44 3586.15  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 87.78 1711.54 -0.65  Other Operating Expenses, Total -133 - - -","Selling/General/Admin. Expenses, Total 5729 5165.97 4223.44 3586.15  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 87.78 1711.54 -0.65  Other Operating Expenses, Total -133 - - -"
"Selling/General/Admin. Expenses, Total",5729,5165.97,4223.44,3586.15
Research & Development,-,-,-,-
Depreciation / Amortization,161,-,-,-
Interest Expense (Income) - Net Operating,-28,-,-,-
Unusual Expense (Income),-,87.78,1711.54,-0.65
"Other Operating Expenses, Total",-133,-,-,-
Operating Income,500,430.52,-1497.48,430.44
"Interest Income (Expense), Net Non-Operating",-,-15.91,14.54,-72.56
Gain (Loss) on Sale of Assets,-34,3.48,0.08,-
"Other, Net",18,-1.15,13.04,29.02
Net Income Before Taxes,516,416.95,-1469.82,386.9
Provision for Income Taxes,13,216.55,158.11,143.03
Net Income After Taxes,503,200.4,-1627.93,243.87
Minority Interest,3,-,25.36,3.39
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,500,200.4,-1602.57,247.26
Total Extraordinary Items,-,-,-,-
Net Income,500,200.4,-1602.57,247.26
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,500,200.4,-1602.57,247.26
Dilution Adjustment,-0.826,-,-,-
Diluted Net Income,500.83,200.4,-1602.57,247.26
Diluted Weighted Average Shares,12.32,12.61,10.76,10.65
Diluted EPS Excluding Extraordinary Items,40.65,15.9,-148.98,23.23
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,42.42,21.14,-43.38,24.92
