Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,35799,31578,26802,44931
"Revenue 35799 31578 26802 44931  Other Revenue, Total - - - -","Revenue 35799 31578 26802 44931  Other Revenue, Total - - - -","Revenue 35799 31578 26802 44931  Other Revenue, Total - - - -","Revenue 35799 31578 26802 44931  Other Revenue, Total - - - -","Revenue 35799 31578 26802 44931  Other Revenue, Total - - - -"
Revenue,35799,31578,26802,44931
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25950,23539,19673,24703
Gross Profit,9849,8039,7129,20228
Total Operating Expenses,31154,28223,24505,31144
"Selling/General/Admin. Expenses, Total 4782 4035 3753 5055  Research & Development 276 297 360 346  Depreciation / Amortization 2484 149 148 120  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 202 570 920  Other Operating Expenses, Total -2286 1 1 -","Selling/General/Admin. Expenses, Total 4782 4035 3753 5055  Research & Development 276 297 360 346  Depreciation / Amortization 2484 149 148 120  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 202 570 920  Other Operating Expenses, Total -2286 1 1 -","Selling/General/Admin. Expenses, Total 4782 4035 3753 5055  Research & Development 276 297 360 346  Depreciation / Amortization 2484 149 148 120  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 202 570 920  Other Operating Expenses, Total -2286 1 1 -","Selling/General/Admin. Expenses, Total 4782 4035 3753 5055  Research & Development 276 297 360 346  Depreciation / Amortization 2484 149 148 120  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 202 570 920  Other Operating Expenses, Total -2286 1 1 -","Selling/General/Admin. Expenses, Total 4782 4035 3753 5055  Research & Development 276 297 360 346  Depreciation / Amortization 2484 149 148 120  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 202 570 920  Other Operating Expenses, Total -2286 1 1 -"
"Selling/General/Admin. Expenses, Total",4782,4035,3753,5055
Research & Development,276,297,360,346
Depreciation / Amortization,2484,149,148,120
Interest Expense (Income) - Net Operating,-52,-,-,-
Unusual Expense (Income),-,202,570,920
"Other Operating Expenses, Total",-2286,1,1,-
Operating Income,4645,3355,2297,13787
"Interest Income (Expense), Net Non-Operating",-,409,32,10
Gain (Loss) on Sale of Assets,27,-,-,-
"Other, Net",-606,667,931,653
Net Income Before Taxes,5224,4431,3260,14450
Provision for Income Taxes,1579,1370,980,4300
Net Income After Taxes,3645,3061,2280,10150
Minority Interest,7647,-331,-469,-449
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3194,2730,1811,9701
Total Extraordinary Items,-,-,-,-
Net Income,3194,2730,1811,9701
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,3194,2729,1810,9700
Dilution Adjustment,-,-,-,-
Diluted Net Income,3194,2729,1810,9700
Diluted Weighted Average Shares,11.04,11.05,11.07,11.06
Diluted EPS Excluding Extraordinary Items,289.22,246.99,163.58,876.77
DPS - Common Stock Primary Issue,200,200,200,200
Diluted Normalized EPS,253.28,259.62,199.6,935.18
