Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,67227,66183,70451,58324
"Revenue 67227 66183 70451 58324  Other Revenue, Total - - - -","Revenue 67227 66183 70451 58324  Other Revenue, Total - - - -","Revenue 67227 66183 70451 58324  Other Revenue, Total - - - -","Revenue 67227 66183 70451 58324  Other Revenue, Total - - - -","Revenue 67227 66183 70451 58324  Other Revenue, Total - - - -"
Revenue,67227,66183,70451,58324
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",52032,52209,59068,48897
Gross Profit,15195,13974,11383,9427
Total Operating Expenses,61669,61030,66799,55350
"Selling/General/Admin. Expenses, Total 9380 8572 7301 6236  Research & Development - 175 95 -  Depreciation / Amortization 1403 1300 226 155  Interest Expense (Income) - Net Operating -9 -16 - -  Unusual Expense (Income) - 362 203 61  Other Operating Expenses, Total -1310 -1210 1 1","Selling/General/Admin. Expenses, Total 9380 8572 7301 6236  Research & Development - 175 95 -  Depreciation / Amortization 1403 1300 226 155  Interest Expense (Income) - Net Operating -9 -16 - -  Unusual Expense (Income) - 362 203 61  Other Operating Expenses, Total -1310 -1210 1 1","Selling/General/Admin. Expenses, Total 9380 8572 7301 6236  Research & Development - 175 95 -  Depreciation / Amortization 1403 1300 226 155  Interest Expense (Income) - Net Operating -9 -16 - -  Unusual Expense (Income) - 362 203 61  Other Operating Expenses, Total -1310 -1210 1 1","Selling/General/Admin. Expenses, Total 9380 8572 7301 6236  Research & Development - 175 95 -  Depreciation / Amortization 1403 1300 226 155  Interest Expense (Income) - Net Operating -9 -16 - -  Unusual Expense (Income) - 362 203 61  Other Operating Expenses, Total -1310 -1210 1 1","Selling/General/Admin. Expenses, Total 9380 8572 7301 6236  Research & Development - 175 95 -  Depreciation / Amortization 1403 1300 226 155  Interest Expense (Income) - Net Operating -9 -16 - -  Unusual Expense (Income) - 362 203 61  Other Operating Expenses, Total -1310 -1210 1 1"
"Selling/General/Admin. Expenses, Total",9380,8572,7301,6236
Research & Development,-,175,95,-
Depreciation / Amortization,1403,1300,226,155
Interest Expense (Income) - Net Operating,-9,-16,-,-
Unusual Expense (Income),-,362,203,61
"Other Operating Expenses, Total",-1310,-1210,1,1
Operating Income,5558,5153,3652,2974
"Interest Income (Expense), Net Non-Operating",-,843,103,-10
Gain (Loss) on Sale of Assets,-,862,-,-
"Other, Net",104,-1340,125,10
Net Income Before Taxes,5454,5631,3880,2974
Provision for Income Taxes,1656,1778,1364,1027
Net Income After Taxes,3799,3853,2516,1947
Minority Interest,2371,2037,-88,-91
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3497,3630,2428,1856
Total Extraordinary Items,-,-,-,-
Net Income,3497,3630,2428,1856
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,3497,3630,2428,1856
Dilution Adjustment,-,23,-,-
Diluted Net Income,3497,3607,2428,1856
Diluted Weighted Average Shares,19.99,20.33,20.33,20.28
Diluted EPS Excluding Extraordinary Items,173.52,177.43,119.45,91.52
DPS - Common Stock Primary Issue,60,50,40,30
Diluted Normalized EPS,156.79,146.78,137.04,101.13
