Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,113270,105534,102904,109983
"Revenue 113270 105534 102904 109983  Other Revenue, Total - - - -","Revenue 113270 105534 102904 109983  Other Revenue, Total - - - -","Revenue 113270 105534 102904 109983  Other Revenue, Total - - - -","Revenue 113270 105534 102904 109983  Other Revenue, Total - - - -","Revenue 113270 105534 102904 109983  Other Revenue, Total - - - -"
Revenue,113270,105534,102904,109983
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",63102,56093,51276,52950
Gross Profit,50168,49441,51628,57033
Total Operating Expenses,108149,100851,96056,102495
"Selling/General/Admin. Expenses, Total 45043 44433 36138 38541  Research & Development - - 9703 10987  Depreciation / Amortization 3840 4 12 15  Interest Expense (Income) - Net Operating -66 - - -  Unusual Expense (Income) - 320 -1074 -  Other Operating Expenses, Total -3770 1 1 2","Selling/General/Admin. Expenses, Total 45043 44433 36138 38541  Research & Development - - 9703 10987  Depreciation / Amortization 3840 4 12 15  Interest Expense (Income) - Net Operating -66 - - -  Unusual Expense (Income) - 320 -1074 -  Other Operating Expenses, Total -3770 1 1 2","Selling/General/Admin. Expenses, Total 45043 44433 36138 38541  Research & Development - - 9703 10987  Depreciation / Amortization 3840 4 12 15  Interest Expense (Income) - Net Operating -66 - - -  Unusual Expense (Income) - 320 -1074 -  Other Operating Expenses, Total -3770 1 1 2","Selling/General/Admin. Expenses, Total 45043 44433 36138 38541  Research & Development - - 9703 10987  Depreciation / Amortization 3840 4 12 15  Interest Expense (Income) - Net Operating -66 - - -  Unusual Expense (Income) - 320 -1074 -  Other Operating Expenses, Total -3770 1 1 2","Selling/General/Admin. Expenses, Total 45043 44433 36138 38541  Research & Development - - 9703 10987  Depreciation / Amortization 3840 4 12 15  Interest Expense (Income) - Net Operating -66 - - -  Unusual Expense (Income) - 320 -1074 -  Other Operating Expenses, Total -3770 1 1 2"
"Selling/General/Admin. Expenses, Total",45043,44433,36138,38541
Research & Development,-,-,9703,10987
Depreciation / Amortization,3840,4,12,15
Interest Expense (Income) - Net Operating,-66,-,-,-
Unusual Expense (Income),-,320,-1074,-
"Other Operating Expenses, Total",-3770,1,1,2
Operating Income,5121,4683,6848,7488
"Interest Income (Expense), Net Non-Operating",-,467,1018,581
Gain (Loss) on Sale of Assets,55,-32,342,-24
"Other, Net",-1839,98,144,210
Net Income Before Taxes,6905,5216,8352,8255
Provision for Income Taxes,2182,1284,2222,2106
Net Income After Taxes,4723,3932,6130,6149
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4723,3932,6130,6149
Total Extraordinary Items,-,-,-,-
Net Income,4723,3932,6130,6149
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,4723,3932,6130,6149
Dilution Adjustment,-,-,-,-
Diluted Net Income,4723,3932,6130,6149
Diluted Weighted Average Shares,57.3,57.3,57.3,57.29
Diluted EPS Excluding Extraordinary Items,82.42,68.62,106.99,107.34
DPS - Common Stock Primary Issue,52,52,75,75
Diluted Normalized EPS,63.54,73.25,88.85,107.65
