Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,17595,18379,12587,10849.93
"Revenue 17595 18379 12587 10849.93  Other Revenue, Total - - - -","Revenue 17595 18379 12587 10849.93  Other Revenue, Total - - - -","Revenue 17595 18379 12587 10849.93  Other Revenue, Total - - - -","Revenue 17595 18379 12587 10849.93  Other Revenue, Total - - - -","Revenue 17595 18379 12587 10849.93  Other Revenue, Total - - - -"
Revenue,17595,18379,12587,10849.93
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",12128,11059,7134,6658.16
Gross Profit,5467,7320,5453,4191.77
Total Operating Expenses,17520,16862,11256,9952.58
"Selling/General/Admin. Expenses, Total 5061 5802 4135 3119.91  Research & Development 331 - - -  Depreciation / Amortization 544 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 1 -14 174.51  Other Operating Expenses, Total -528 - 1 -","Selling/General/Admin. Expenses, Total 5061 5802 4135 3119.91  Research & Development 331 - - -  Depreciation / Amortization 544 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 1 -14 174.51  Other Operating Expenses, Total -528 - 1 -","Selling/General/Admin. Expenses, Total 5061 5802 4135 3119.91  Research & Development 331 - - -  Depreciation / Amortization 544 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 1 -14 174.51  Other Operating Expenses, Total -528 - 1 -","Selling/General/Admin. Expenses, Total 5061 5802 4135 3119.91  Research & Development 331 - - -  Depreciation / Amortization 544 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 1 -14 174.51  Other Operating Expenses, Total -528 - 1 -","Selling/General/Admin. Expenses, Total 5061 5802 4135 3119.91  Research & Development 331 - - -  Depreciation / Amortization 544 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 1 -14 174.51  Other Operating Expenses, Total -528 - 1 -"
"Selling/General/Admin. Expenses, Total",5061,5802,4135,3119.91
Research & Development,331,-,-,-
Depreciation / Amortization,544,-,-,-
Interest Expense (Income) - Net Operating,-16,-,-,-
Unusual Expense (Income),-,1,-14,174.51
"Other Operating Expenses, Total",-528,-,1,-
Operating Income,75,1517,1331,897.35
"Interest Income (Expense), Net Non-Operating",-,-44,-29,-15.98
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",61,-12,-35,-8.01
Net Income Before Taxes,14,1461,1267,873.36
Provision for Income Taxes,11,445,432,240.38
Net Income After Taxes,3,1016,835,632.98
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3,1016,835,632.98
Total Extraordinary Items,-,-,-,-
Net Income,3,1016,835,632.98
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,3,1015,834,632.98
Dilution Adjustment,-0.052,-,-,-
Diluted Net Income,3.05,1015,834,632.98
Diluted Weighted Average Shares,8.48,8.47,6.68,6.5
Diluted EPS Excluding Extraordinary Items,0.358,119.86,124.82,97.38
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,1.03,119.94,123.44,116.84
