Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,56460,43851,37854,64356
"Revenue 56460 43851 37854 64356  Other Revenue, Total - - - -","Revenue 56460 43851 37854 64356  Other Revenue, Total - - - -","Revenue 56460 43851 37854 64356  Other Revenue, Total - - - -","Revenue 56460 43851 37854 64356  Other Revenue, Total - - - -","Revenue 56460 43851 37854 64356  Other Revenue, Total - - - -"
Revenue,56460,43851,37854,64356
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",43907,34344,29990,51189
Gross Profit,12553,9507,7864,13167
Total Operating Expenses,55617,44759,40289,64563
"Selling/General/Admin. Expenses, Total 11537 10234 10009 13067  Research & Development - - - -  Depreciation / Amortization 319 328 191 155  Interest Expense (Income) - Net Operating -55 -49 - -  Unusual Expense (Income) - 51 99 152  Other Operating Expenses, Total -91 -98 - -","Selling/General/Admin. Expenses, Total 11537 10234 10009 13067  Research & Development - - - -  Depreciation / Amortization 319 328 191 155  Interest Expense (Income) - Net Operating -55 -49 - -  Unusual Expense (Income) - 51 99 152  Other Operating Expenses, Total -91 -98 - -","Selling/General/Admin. Expenses, Total 11537 10234 10009 13067  Research & Development - - - -  Depreciation / Amortization 319 328 191 155  Interest Expense (Income) - Net Operating -55 -49 - -  Unusual Expense (Income) - 51 99 152  Other Operating Expenses, Total -91 -98 - -","Selling/General/Admin. Expenses, Total 11537 10234 10009 13067  Research & Development - - - -  Depreciation / Amortization 319 328 191 155  Interest Expense (Income) - Net Operating -55 -49 - -  Unusual Expense (Income) - 51 99 152  Other Operating Expenses, Total -91 -98 - -","Selling/General/Admin. Expenses, Total 11537 10234 10009 13067  Research & Development - - - -  Depreciation / Amortization 319 328 191 155  Interest Expense (Income) - Net Operating -55 -49 - -  Unusual Expense (Income) - 51 99 152  Other Operating Expenses, Total -91 -98 - -"
"Selling/General/Admin. Expenses, Total",11537,10234,10009,13067
Research & Development,-,-,-,-
Depreciation / Amortization,319,328,191,155
Interest Expense (Income) - Net Operating,-55,-49,-,-
Unusual Expense (Income),-,51,99,152
"Other Operating Expenses, Total",-91,-98,-,-
Operating Income,843,-908,-2435,-207
"Interest Income (Expense), Net Non-Operating",-,46,219,78
Gain (Loss) on Sale of Assets,-,34,-,-
"Other, Net",-45,-224,264,102
Net Income Before Taxes,888,-718,-1952,-27
Provision for Income Taxes,56,9,-91,259
Net Income After Taxes,832,-727,-1861,-286
Minority Interest,-,-,-,-3
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,832,-727,-1861,-289
Total Extraordinary Items,-,-,-,-
Net Income,832,-727,-1861,-289
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,832,-727,-1861,-290
Dilution Adjustment,-,-,-,-
Diluted Net Income,832,-727,-1861,-290
Diluted Weighted Average Shares,4.6,3.7,3.7,3.7
Diluted EPS Excluding Extraordinary Items,180.93,-196.41,-502.79,-78.35
DPS - Common Stock Primary Issue,12,-,-,6
Diluted Normalized EPS,122.32,-125.97,-474.32,-40.31
