Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,15923,17097,11247.36,10913.55
"Revenue 15923 17097.8 11247.36 10913.55  Other Revenue, Total - - - -","Revenue 15923 17097.8 11247.36 10913.55  Other Revenue, Total - - - -","Revenue 15923 17097.8 11247.36 10913.55  Other Revenue, Total - - - -","Revenue 15923 17097.8 11247.36 10913.55  Other Revenue, Total - - - -","Revenue 15923 17097.8 11247.36 10913.55  Other Revenue, Total - - - -"
Revenue,15923,17097.8,11247.36,10913.55
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13998,13814.96,9129.88,9528.84
Gross Profit,1925,3282.84,2117.48,1384.71
Total Operating Expenses,15120,14910.33,10078.34,10466.76
"Selling/General/Admin. Expenses, Total 984 1075.71 908.41 927.62  Research & Development 113 - - -  Depreciation / Amortization 531 15.58 14.25 8.65  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 4.07 25.8 1.65  Other Operating Expenses, Total -489 - - -","Selling/General/Admin. Expenses, Total 984 1075.71 908.41 927.62  Research & Development 113 - - -  Depreciation / Amortization 531 15.58 14.25 8.65  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 4.07 25.8 1.65  Other Operating Expenses, Total -489 - - -","Selling/General/Admin. Expenses, Total 984 1075.71 908.41 927.62  Research & Development 113 - - -  Depreciation / Amortization 531 15.58 14.25 8.65  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 4.07 25.8 1.65  Other Operating Expenses, Total -489 - - -","Selling/General/Admin. Expenses, Total 984 1075.71 908.41 927.62  Research & Development 113 - - -  Depreciation / Amortization 531 15.58 14.25 8.65  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 4.07 25.8 1.65  Other Operating Expenses, Total -489 - - -","Selling/General/Admin. Expenses, Total 984 1075.71 908.41 927.62  Research & Development 113 - - -  Depreciation / Amortization 531 15.58 14.25 8.65  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 4.07 25.8 1.65  Other Operating Expenses, Total -489 - - -"
"Selling/General/Admin. Expenses, Total",984,1075.71,908.41,927.62
Research & Development,113,-,-,-
Depreciation / Amortization,531,15.58,14.25,8.65
Interest Expense (Income) - Net Operating,-17,-,-,-
Unusual Expense (Income),-,4.07,25.8,1.65
"Other Operating Expenses, Total",-489,-,-,-
Operating Income,803,2187.48,1169.02,446.8
"Interest Income (Expense), Net Non-Operating",-,8.03,-3.56,-18.39
Gain (Loss) on Sale of Assets,-,1.39,1.92,0.01
"Other, Net",14,47,16.61,3.62
Net Income Before Taxes,789,2243.89,1183.99,432.03
Provision for Income Taxes,308,702.9,370.31,145.86
Net Income After Taxes,481,1540.99,813.68,286.17
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,481,1540.99,813.68,286.17
Total Extraordinary Items,-,-,-,-
Net Income,481,1540.99,813.68,286.17
Total Adjustments to Net Income,-,-0,-,-0
Income Available to Common Excluding Extraordinary Items,481,1540.99,813.68,286.17
Dilution Adjustment,-,-,-,-
Diluted Net Income,481,1540.99,813.68,286.17
Diluted Weighted Average Shares,2.44,2.44,2.44,2.44
Diluted EPS Excluding Extraordinary Items,197.1,631.45,333.4,117.25
DPS - Common Stock Primary Issue,120,140,65,75
Diluted Normalized EPS,202.33,632.2,340.13,117.69
