Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,115480,104024,84720,100159
"Revenue 115480 104024 84720 100159  Other Revenue, Total - - - -","Revenue 115480 104024 84720 100159  Other Revenue, Total - - - -","Revenue 115480 104024 84720 100159  Other Revenue, Total - - - -","Revenue 115480 104024 84720 100159  Other Revenue, Total - - - -","Revenue 115480 104024 84720 100159  Other Revenue, Total - - - -"
Revenue,115480,104024,84720,100159
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",89312,77266,65200,74702
Gross Profit,26168,26758,19520,25457
Total Operating Expenses,112654,99660,83405,98228
"Selling/General/Admin. Expenses, Total 19585 18407 15344 18367  Research & Development 2139 1881 1916 2060  Depreciation / Amortization 9190 1427 945 860  Interest Expense (Income) - Net Operating -980 - - -  Unusual Expense (Income) - 678 - 2237  Other Operating Expenses, Total -6592 1 - 2","Selling/General/Admin. Expenses, Total 19585 18407 15344 18367  Research & Development 2139 1881 1916 2060  Depreciation / Amortization 9190 1427 945 860  Interest Expense (Income) - Net Operating -980 - - -  Unusual Expense (Income) - 678 - 2237  Other Operating Expenses, Total -6592 1 - 2","Selling/General/Admin. Expenses, Total 19585 18407 15344 18367  Research & Development 2139 1881 1916 2060  Depreciation / Amortization 9190 1427 945 860  Interest Expense (Income) - Net Operating -980 - - -  Unusual Expense (Income) - 678 - 2237  Other Operating Expenses, Total -6592 1 - 2","Selling/General/Admin. Expenses, Total 19585 18407 15344 18367  Research & Development 2139 1881 1916 2060  Depreciation / Amortization 9190 1427 945 860  Interest Expense (Income) - Net Operating -980 - - -  Unusual Expense (Income) - 678 - 2237  Other Operating Expenses, Total -6592 1 - 2","Selling/General/Admin. Expenses, Total 19585 18407 15344 18367  Research & Development 2139 1881 1916 2060  Depreciation / Amortization 9190 1427 945 860  Interest Expense (Income) - Net Operating -980 - - -  Unusual Expense (Income) - 678 - 2237  Other Operating Expenses, Total -6592 1 - 2"
"Selling/General/Admin. Expenses, Total",19585,18407,15344,18367
Research & Development,2139,1881,1916,2060
Depreciation / Amortization,9190,1427,945,860
Interest Expense (Income) - Net Operating,-980,-,-,-
Unusual Expense (Income),-,678,-,2237
"Other Operating Expenses, Total",-6592,1,-,2
Operating Income,2826,4364,1315,1931
"Interest Income (Expense), Net Non-Operating",-,-131,-649,-498
Gain (Loss) on Sale of Assets,-54,-,571,3909
"Other, Net",1986,146,208,-11
Net Income Before Taxes,894,4379,1445,5331
Provision for Income Taxes,2434,1884,848,2790
Net Income After Taxes,-1540,2495,597,2541
Minority Interest,9317,-597,-493,199
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-2208,1898,104,2740
Total Extraordinary Items,-,-,-,-
Net Income,-2208,1898,104,2740
Total Adjustments to Net Income,-,-1,-,-
Income Available to Common Excluding Extraordinary Items,-2208,1897,104,2740
Dilution Adjustment,-,-,-,-
Diluted Net Income,-2208,1897,104,2740
Diluted Weighted Average Shares,46.94,46.63,46.32,47.07
Diluted EPS Excluding Extraordinary Items,-47.04,40.68,2.25,58.21
DPS - Common Stock Primary Issue,12,25,20,30
Diluted Normalized EPS,25.21,64.5,12.46,57.37
