Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,516085,510643,457051,509660
"Revenue 516085 510643 457051 509660  Other Revenue, Total - - - -","Revenue 516085 510643 457051 509660  Other Revenue, Total - - - -","Revenue 516085 510643 457051 509660  Other Revenue, Total - - - -","Revenue 516085 510643 457051 509660  Other Revenue, Total - - - -","Revenue 516085 510643 457051 509660  Other Revenue, Total - - - -"
Revenue,516085,510643,457051,509660
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",400737,395161,365434,409013
Gross Profit,115348,115482,91617,100647
Total Operating Expenses,500650,488854,459487,521288
"Selling/General/Admin. Expenses, Total 82832 78906 76173 80294  Research & Development 17081 14787 14195 13870  Depreciation / Amortization 25087 23165 - -  Interest Expense (Income) - Net Operating -1680 -1144 - -  Unusual Expense (Income) - 5871 3684 18110  Other Operating Expenses, Total -23407 -22021 1 1","Selling/General/Admin. Expenses, Total 82832 78906 76173 80294  Research & Development 17081 14787 14195 13870  Depreciation / Amortization 25087 23165 - -  Interest Expense (Income) - Net Operating -1680 -1144 - -  Unusual Expense (Income) - 5871 3684 18110  Other Operating Expenses, Total -23407 -22021 1 1","Selling/General/Admin. Expenses, Total 82832 78906 76173 80294  Research & Development 17081 14787 14195 13870  Depreciation / Amortization 25087 23165 - -  Interest Expense (Income) - Net Operating -1680 -1144 - -  Unusual Expense (Income) - 5871 3684 18110  Other Operating Expenses, Total -23407 -22021 1 1","Selling/General/Admin. Expenses, Total 82832 78906 76173 80294  Research & Development 17081 14787 14195 13870  Depreciation / Amortization 25087 23165 - -  Interest Expense (Income) - Net Operating -1680 -1144 - -  Unusual Expense (Income) - 5871 3684 18110  Other Operating Expenses, Total -23407 -22021 1 1","Selling/General/Admin. Expenses, Total 82832 78906 76173 80294  Research & Development 17081 14787 14195 13870  Depreciation / Amortization 25087 23165 - -  Interest Expense (Income) - Net Operating -1680 -1144 - -  Unusual Expense (Income) - 5871 3684 18110  Other Operating Expenses, Total -23407 -22021 1 1"
"Selling/General/Admin. Expenses, Total",82832,78906,76173,80294
Research & Development,17081,14787,14195,13870
Depreciation / Amortization,25087,23165,-,-
Interest Expense (Income) - Net Operating,-1680,-1144,-,-
Unusual Expense (Income),-,5871,3684,18110
"Other Operating Expenses, Total",-23407,-22021,1,1
Operating Income,15435,21789,-2436,-11628
"Interest Income (Expense), Net Non-Operating",-,7849,21293,8654
Gain (Loss) on Sale of Assets,8085,3372,1046,730
"Other, Net",-18407,-4479,127,-13
Net Income Before Taxes,25757,22896,20030,-2257
Provision for Income Taxes,5844,-3291,7368,4612
Net Income After Taxes,19913,26187,12662,-6869
Minority Interest,14678,13446,879,266
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,19740,24816,13541,-6603
Total Extraordinary Items,-,-,-,-
Net Income,19740,24816,13541,-6603
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,19740,24816,13540,-6604
Dilution Adjustment,-0.763,-,-,-
Diluted Net Income,19740,24816,13540,-6604
Diluted Weighted Average Shares,163.07,166.46,166.4,167.39
Diluted EPS Excluding Extraordinary Items,121.06,149.08,81.37,-39.45
DPS - Common Stock Primary Issue,34,30,30,30
Diluted Normalized EPS,77.11,86.98,102.4,39.9
