Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,79341,65978,54004,70477
"Revenue 79341 65978 54004 70477  Other Revenue, Total - - - -","Revenue 79341 65978 54004 70477  Other Revenue, Total - - - -","Revenue 79341 65978 54004 70477  Other Revenue, Total - - - -","Revenue 79341 65978 54004 70477  Other Revenue, Total - - - -","Revenue 79341 65978 54004 70477  Other Revenue, Total - - - -"
Revenue,79341,65978,54004,70477
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",63961,51617,43389,70197
Gross Profit,15380,14361,10615,280
Total Operating Expenses,70525,58711,49701,83749
"Selling/General/Admin. Expenses, Total 6005 5571 4834 5430  Research & Development 559 353 345 423  Depreciation / Amortization 2463 - - -  Interest Expense (Income) - Net Operating -485 - - -  Unusual Expense (Income) - 1169 1131 7700  Other Operating Expenses, Total -1978 1 2 -1","Selling/General/Admin. Expenses, Total 6005 5571 4834 5430  Research & Development 559 353 345 423  Depreciation / Amortization 2463 - - -  Interest Expense (Income) - Net Operating -485 - - -  Unusual Expense (Income) - 1169 1131 7700  Other Operating Expenses, Total -1978 1 2 -1","Selling/General/Admin. Expenses, Total 6005 5571 4834 5430  Research & Development 559 353 345 423  Depreciation / Amortization 2463 - - -  Interest Expense (Income) - Net Operating -485 - - -  Unusual Expense (Income) - 1169 1131 7700  Other Operating Expenses, Total -1978 1 2 -1","Selling/General/Admin. Expenses, Total 6005 5571 4834 5430  Research & Development 559 353 345 423  Depreciation / Amortization 2463 - - -  Interest Expense (Income) - Net Operating -485 - - -  Unusual Expense (Income) - 1169 1131 7700  Other Operating Expenses, Total -1978 1 2 -1","Selling/General/Admin. Expenses, Total 6005 5571 4834 5430  Research & Development 559 353 345 423  Depreciation / Amortization 2463 - - -  Interest Expense (Income) - Net Operating -485 - - -  Unusual Expense (Income) - 1169 1131 7700  Other Operating Expenses, Total -1978 1 2 -1"
"Selling/General/Admin. Expenses, Total",6005,5571,4834,5430
Research & Development,559,353,345,423
Depreciation / Amortization,2463,-,-,-
Interest Expense (Income) - Net Operating,-485,-,-,-
Unusual Expense (Income),-,1169,1131,7700
"Other Operating Expenses, Total",-1978,1,2,-1
Operating Income,8816,7267,4303,-13272
"Interest Income (Expense), Net Non-Operating",-,-217,-1456,-581
Gain (Loss) on Sale of Assets,-402,-218,185,-436
"Other, Net",-1196,-686,-644,-74
Net Income Before Taxes,10414,6146,2388,-14363
Provision for Income Taxes,2453,-1626,-230,-125
Net Income After Taxes,7961,7772,2618,-14238
Minority Interest,37,-3,-2,-2
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7949,7769,2616,-14240
Total Extraordinary Items,-,-,-,-
Net Income,7949,7769,2616,-14240
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,7949,7768,2615,-14240
Dilution Adjustment,-,-,-,-
Diluted Net Income,7949,7768,2615,-14240
Diluted Weighted Average Shares,145.98,146.81,146.69,146.51
Diluted EPS Excluding Extraordinary Items,54.45,52.91,17.83,-97.19
DPS - Common Stock Primary Issue,-,16,5,-
Diluted Normalized EPS,46.4,59.05,22.02,-61.1
