Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,61712,52729,48532.2,44485.94
"Revenue 61712 52729 48532.2 44485.94  Other Revenue, Total - - - -","Revenue 61712 52729 48532.2 44485.94  Other Revenue, Total - - - -","Revenue 61712 52729 48532.2 44485.94  Other Revenue, Total - - - -","Revenue 61712 52729 48532.2 44485.94  Other Revenue, Total - - - -","Revenue 61712 52729 48532.2 44485.94  Other Revenue, Total - - - -"
Revenue,61712,52729,48532.2,44485.94
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",43971,37065,32958.86,31391.48
Gross Profit,17741,15664,15573.34,13094.46
Total Operating Expenses,59818,50546,45059.25,42753.61
"Selling/General/Admin. Expenses, Total 15375 13177 11741.71 11037.65  Research & Development - 992 - -  Depreciation / Amortization 1463 1224 254.01 264.88  Interest Expense (Income) - Net Operating -83 -42 - -  Unusual Expense (Income) - 26 87.67 53.36  Other Operating Expenses, Total -908 -1870 17.01 6.24","Selling/General/Admin. Expenses, Total 15375 13177 11741.71 11037.65  Research & Development - 992 - -  Depreciation / Amortization 1463 1224 254.01 264.88  Interest Expense (Income) - Net Operating -83 -42 - -  Unusual Expense (Income) - 26 87.67 53.36  Other Operating Expenses, Total -908 -1870 17.01 6.24","Selling/General/Admin. Expenses, Total 15375 13177 11741.71 11037.65  Research & Development - 992 - -  Depreciation / Amortization 1463 1224 254.01 264.88  Interest Expense (Income) - Net Operating -83 -42 - -  Unusual Expense (Income) - 26 87.67 53.36  Other Operating Expenses, Total -908 -1870 17.01 6.24","Selling/General/Admin. Expenses, Total 15375 13177 11741.71 11037.65  Research & Development - 992 - -  Depreciation / Amortization 1463 1224 254.01 264.88  Interest Expense (Income) - Net Operating -83 -42 - -  Unusual Expense (Income) - 26 87.67 53.36  Other Operating Expenses, Total -908 -1870 17.01 6.24","Selling/General/Admin. Expenses, Total 15375 13177 11741.71 11037.65  Research & Development - 992 - -  Depreciation / Amortization 1463 1224 254.01 264.88  Interest Expense (Income) - Net Operating -83 -42 - -  Unusual Expense (Income) - 26 87.67 53.36  Other Operating Expenses, Total -908 -1870 17.01 6.24"
"Selling/General/Admin. Expenses, Total",15375,13177,11741.71,11037.65
Research & Development,-,992,-,-
Depreciation / Amortization,1463,1224,254.01,264.88
Interest Expense (Income) - Net Operating,-83,-42,-,-
Unusual Expense (Income),-,26,87.67,53.36
"Other Operating Expenses, Total",-908,-1870,17.01,6.24
Operating Income,1894,2183,3472.95,1732.33
"Interest Income (Expense), Net Non-Operating",-,281,196,154.83
Gain (Loss) on Sale of Assets,1,123,-19.29,-19.54
"Other, Net",179,-604,100.23,79.36
Net Income Before Taxes,1714,2664,3749.89,1946.97
Provision for Income Taxes,759,966,1120.99,912.95
Net Income After Taxes,955,1698,2628.9,1034.02
Minority Interest,2186,1805,-307.2,-263.94
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,668,1391,2321.7,770.08
Total Extraordinary Items,-,-,-,-
Net Income,668,1391,2321.7,770.08
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,668,1391,2321.7,770.08
Dilution Adjustment,-,-,-,-
Diluted Net Income,668,1391,2321.7,770.08
Diluted Weighted Average Shares,16.48,16.48,16.48,16.48
Diluted EPS Excluding Extraordinary Items,40.53,84.4,140.86,46.72
DPS - Common Stock Primary Issue,22,22,20,20
Diluted Normalized EPS,70.34,77.7,148.84,52.61
