Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,710575,666460,478566,453611
"Revenue 710575 666460 478566 453611  Other Revenue, Total - - - -","Revenue 710575 666460 478566 453611  Other Revenue, Total - - - -","Revenue 710575 666460 478566 453611  Other Revenue, Total - - - -","Revenue 710575 666460 478566 453611  Other Revenue, Total - - - -","Revenue 710575 666460 478566 453611  Other Revenue, Total - - - -"
Revenue,710575,666460,478566,453611
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",491417,434465,337918,320311
Gross Profit,219158,231995,140648,133300
Total Operating Expenses,641461,567629,450303,435400
"Selling/General/Admin. Expenses, Total 150044 121593 102070 98953  Research & Development 7243 6020 4698 3521  Depreciation / Amortization 8685 - - -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 5550 5617 12614  Other Operating Expenses, Total -15874 1 - 1","Selling/General/Admin. Expenses, Total 150044 121593 102070 98953  Research & Development 7243 6020 4698 3521  Depreciation / Amortization 8685 - - -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 5550 5617 12614  Other Operating Expenses, Total -15874 1 - 1","Selling/General/Admin. Expenses, Total 150044 121593 102070 98953  Research & Development 7243 6020 4698 3521  Depreciation / Amortization 8685 - - -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 5550 5617 12614  Other Operating Expenses, Total -15874 1 - 1","Selling/General/Admin. Expenses, Total 150044 121593 102070 98953  Research & Development 7243 6020 4698 3521  Depreciation / Amortization 8685 - - -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 5550 5617 12614  Other Operating Expenses, Total -15874 1 - 1","Selling/General/Admin. Expenses, Total 150044 121593 102070 98953  Research & Development 7243 6020 4698 3521  Depreciation / Amortization 8685 - - -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 5550 5617 12614  Other Operating Expenses, Total -15874 1 - 1"
"Selling/General/Admin. Expenses, Total",150044,121593,102070,98953
Research & Development,7243,6020,4698,3521
Depreciation / Amortization,8685,-,-,-
Interest Expense (Income) - Net Operating,-54,-,-,-
Unusual Expense (Income),-,5550,5617,12614
"Other Operating Expenses, Total",-15874,1,-,1
Operating Income,69114,98831,28263,18211
"Interest Income (Expense), Net Non-Operating",-,295,-199,-366
Gain (Loss) on Sale of Assets,1540,1578,88,1633
"Other, Net",4776,18,50,-58
Net Income Before Taxes,62798,100722,28202,19420
Provision for Income Taxes,23385,34051,13945,13357
Net Income After Taxes,39413,66671,14257,6063
Minority Interest,76903,-25117,-7648,-4368
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,24219,41554,6609,1695
Total Extraordinary Items,-,-,-,-
Net Income,24219,41554,6609,1695
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,24219,41553,6608,1694
Dilution Adjustment,71,-73,-76,-71
Diluted Net Income,24148,41480,6532,1623
Diluted Weighted Average Shares,532.66,532.48,531.74,531.4
Diluted EPS Excluding Extraordinary Items,45.33,77.9,12.28,3.05
DPS - Common Stock Primary Issue,14,11,8.5,8.25
Diluted Normalized EPS,53.08,82.84,17.54,16.49
