Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,42778,37149,38932,48748
"Revenue 42778 37149 38932 48748  Other Revenue, Total - - - -","Revenue 42778 37149 38932 48748  Other Revenue, Total - - - -","Revenue 42778 37149 38932 48748  Other Revenue, Total - - - -","Revenue 42778 37149 38932 48748  Other Revenue, Total - - - -","Revenue 42778 37149 38932 48748  Other Revenue, Total - - - -"
Revenue,42778,37149,38932,48748
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",27423,22936,24566,30580
Gross Profit,15355,14213,14366,18168
Total Operating Expenses,40253,34442,37447,44862
"Selling/General/Admin. Expenses, Total 11668 10401 11510 12795  Research & Development 4 3 27 5  Depreciation / Amortization 1250 1188 1208 1302  Interest Expense (Income) - Net Operating -223 -191 - -  Unusual Expense (Income) - 68 135 179  Other Operating Expenses, Total 131 105 1 1","Selling/General/Admin. Expenses, Total 11668 10401 11510 12795  Research & Development 4 3 27 5  Depreciation / Amortization 1250 1188 1208 1302  Interest Expense (Income) - Net Operating -223 -191 - -  Unusual Expense (Income) - 68 135 179  Other Operating Expenses, Total 131 105 1 1","Selling/General/Admin. Expenses, Total 11668 10401 11510 12795  Research & Development 4 3 27 5  Depreciation / Amortization 1250 1188 1208 1302  Interest Expense (Income) - Net Operating -223 -191 - -  Unusual Expense (Income) - 68 135 179  Other Operating Expenses, Total 131 105 1 1","Selling/General/Admin. Expenses, Total 11668 10401 11510 12795  Research & Development 4 3 27 5  Depreciation / Amortization 1250 1188 1208 1302  Interest Expense (Income) - Net Operating -223 -191 - -  Unusual Expense (Income) - 68 135 179  Other Operating Expenses, Total 131 105 1 1","Selling/General/Admin. Expenses, Total 11668 10401 11510 12795  Research & Development 4 3 27 5  Depreciation / Amortization 1250 1188 1208 1302  Interest Expense (Income) - Net Operating -223 -191 - -  Unusual Expense (Income) - 68 135 179  Other Operating Expenses, Total 131 105 1 1"
"Selling/General/Admin. Expenses, Total",11668,10401,11510,12795
Research & Development,4,3,27,5
Depreciation / Amortization,1250,1188,1208,1302
Interest Expense (Income) - Net Operating,-223,-191,-,-
Unusual Expense (Income),-,68,135,179
"Other Operating Expenses, Total",131,105,1,1
Operating Income,2525,2707,1485,3886
"Interest Income (Expense), Net Non-Operating",-,-167,-148,-182
Gain (Loss) on Sale of Assets,-,-59,-42,-
"Other, Net",208,237,55,-43
Net Income Before Taxes,2317,2529,1350,3661
Provision for Income Taxes,822,903,538,1134
Net Income After Taxes,1495,1626,812,2527
Minority Interest,324,302,-19,-23
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1474,1606,793,2504
Total Extraordinary Items,-,-,-,-
Net Income,1474,1606,793,2504
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,1474,1606,791,2503
Dilution Adjustment,-,-,-,-
Diluted Net Income,1474,1606,791,2503
Diluted Weighted Average Shares,40,42.12,45.87,45.87
Diluted EPS Excluding Extraordinary Items,36.85,38.13,17.24,54.57
DPS - Common Stock Primary Issue,20,13,5,20
Diluted Normalized EPS,35.85,38.94,19.56,57.26
