Period Ending:,202320/03,202220/03,202120/03,202020/03
Total Revenue,4377,4427,4885.68,4674.08
"Revenue 4377 4427 4885.68 4674.08  Other Revenue, Total - - - -","Revenue 4377 4427 4885.68 4674.08  Other Revenue, Total - - - -","Revenue 4377 4427 4885.68 4674.08  Other Revenue, Total - - - -","Revenue 4377 4427 4885.68 4674.08  Other Revenue, Total - - - -","Revenue 4377 4427 4885.68 4674.08  Other Revenue, Total - - - -"
Revenue,4377,4427,4885.68,4674.08
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1461,1485,1888.18,1863.93
Gross Profit,2916,2942,2997.5,2810.15
Total Operating Expenses,4144,4036,4737.58,4863.31
"Selling/General/Admin. Expenses, Total 2683 2551 2704.57 2833.51  Research & Development - 173 - 161.26  Depreciation / Amortization 108 110 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.48 144.84 4.61  Other Operating Expenses, Total -289 -283 - -0","Selling/General/Admin. Expenses, Total 2683 2551 2704.57 2833.51  Research & Development - 173 - 161.26  Depreciation / Amortization 108 110 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.48 144.84 4.61  Other Operating Expenses, Total -289 -283 - -0","Selling/General/Admin. Expenses, Total 2683 2551 2704.57 2833.51  Research & Development - 173 - 161.26  Depreciation / Amortization 108 110 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.48 144.84 4.61  Other Operating Expenses, Total -289 -283 - -0","Selling/General/Admin. Expenses, Total 2683 2551 2704.57 2833.51  Research & Development - 173 - 161.26  Depreciation / Amortization 108 110 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.48 144.84 4.61  Other Operating Expenses, Total -289 -283 - -0","Selling/General/Admin. Expenses, Total 2683 2551 2704.57 2833.51  Research & Development - 173 - 161.26  Depreciation / Amortization 108 110 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.48 144.84 4.61  Other Operating Expenses, Total -289 -283 - -0"
"Selling/General/Admin. Expenses, Total",2683,2551,2704.57,2833.51
Research & Development,-,173,-,161.26
Depreciation / Amortization,108,110,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,1.48,144.84,4.61
"Other Operating Expenses, Total",-289,-283,-,-0
Operating Income,233,391,148.1,-189.23
"Interest Income (Expense), Net Non-Operating",-,19.52,10.17,27.76
Gain (Loss) on Sale of Assets,322,40,-0.33,-
"Other, Net",-676,-88,23.6,-0.84
Net Income Before Taxes,587,439,181.53,-162.3
Provision for Income Taxes,183,46,39.15,65.62
Net Income After Taxes,403,393,142.38,-227.93
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,403,393,142.38,-227.93
Total Extraordinary Items,-,-,-,-
Net Income,403,393,142.38,-227.93
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,403,393,142.38,-227.93
Dilution Adjustment,-,-0.17,-,-
Diluted Net Income,403,393.17,142.38,-227.93
Diluted Weighted Average Shares,8,8.01,8.02,7.96
Diluted EPS Excluding Extraordinary Items,50.38,49.08,17.76,-28.63
DPS - Common Stock Primary Issue,24,24,24,24
Diluted Normalized EPS,20.7,31.21,31.97,-28.25
