Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Revenue,6315,6484,5982.63,5932.86
"Revenue 6315 6484.03 5982.63 5932.86  Other Revenue, Total - 1 - -","Revenue 6315 6484.03 5982.63 5932.86  Other Revenue, Total - 1 - -","Revenue 6315 6484.03 5982.63 5932.86  Other Revenue, Total - 1 - -","Revenue 6315 6484.03 5982.63 5932.86  Other Revenue, Total - 1 - -","Revenue 6315 6484.03 5982.63 5932.86  Other Revenue, Total - 1 - -"
Revenue,6315,6484.03,5982.63,5932.86
"Other Revenue, Total",-,1,-,-
"Cost of Revenue, Total",5155,5234.92,4849.67,4955.64
Gross Profit,1160,1249.11,1132.96,977.22
Total Operating Expenses,5711,5775.91,5375.38,5476.49
"Selling/General/Admin. Expenses, Total 541 514.68 496.7 474.54  Research & Development 7 11.74 13.84 28.21  Depreciation / Amortization 72 14.67 15.21 18.29  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -0.1 -0.05 -0.19  Other Operating Expenses, Total -64 - - -","Selling/General/Admin. Expenses, Total 541 514.68 496.7 474.54  Research & Development 7 11.74 13.84 28.21  Depreciation / Amortization 72 14.67 15.21 18.29  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -0.1 -0.05 -0.19  Other Operating Expenses, Total -64 - - -","Selling/General/Admin. Expenses, Total 541 514.68 496.7 474.54  Research & Development 7 11.74 13.84 28.21  Depreciation / Amortization 72 14.67 15.21 18.29  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -0.1 -0.05 -0.19  Other Operating Expenses, Total -64 - - -","Selling/General/Admin. Expenses, Total 541 514.68 496.7 474.54  Research & Development 7 11.74 13.84 28.21  Depreciation / Amortization 72 14.67 15.21 18.29  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -0.1 -0.05 -0.19  Other Operating Expenses, Total -64 - - -","Selling/General/Admin. Expenses, Total 541 514.68 496.7 474.54  Research & Development 7 11.74 13.84 28.21  Depreciation / Amortization 72 14.67 15.21 18.29  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -0.1 -0.05 -0.19  Other Operating Expenses, Total -64 - - -"
"Selling/General/Admin. Expenses, Total",541,514.68,496.7,474.54
Research & Development,7,11.74,13.84,28.21
Depreciation / Amortization,72,14.67,15.21,18.29
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-0.1,-0.05,-0.19
"Other Operating Expenses, Total",-64,-,-,-
Operating Income,604,708.12,607.26,456.36
"Interest Income (Expense), Net Non-Operating",-,-3.83,15.41,9.29
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-12,10.24,9.33,-14.09
Net Income Before Taxes,616,714.53,631.99,451.56
Provision for Income Taxes,177,217.83,209.62,125.85
Net Income After Taxes,439,496.69,422.37,325.71
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,439,496.69,422.37,325.71
Total Extraordinary Items,-,-,-,-
Net Income,439,496.69,422.37,325.71
Total Adjustments to Net Income,-,-0,-,-0
Income Available to Common Excluding Extraordinary Items,439,496.69,422.37,325.7
Dilution Adjustment,-,-,-,-
Diluted Net Income,439,496.69,422.37,325.7
Diluted Weighted Average Shares,13.37,13.68,13.83,13.68
Diluted EPS Excluding Extraordinary Items,32.84,36.32,30.54,23.81
DPS - Common Stock Primary Issue,-,7,3.5,3.5
Diluted Normalized EPS,28.8,36.32,30.54,23.93
