Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,39893,12404,9781,15390
"Revenue 39893 12404 9781 15390  Other Revenue, Total - - - -","Revenue 39893 12404 9781 15390  Other Revenue, Total - - - -","Revenue 39893 12404 9781 15390  Other Revenue, Total - - - -","Revenue 39893 12404 9781 15390  Other Revenue, Total - - - -","Revenue 39893 12404 9781 15390  Other Revenue, Total - - - -"
Revenue,39893,12404,9781,15390
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",34728,8943,8502,13954
Gross Profit,5165,3461,1279,1436
Total Operating Expenses,36053,10061,9844,15441
"Selling/General/Admin. Expenses, Total 1325 1066 1284 1354  Research & Development - - - -  Depreciation / Amortization 106 105 151 59  Interest Expense (Income) - Net Operating -42 - -1 -  Unusual Expense (Income) - 86 16 72  Other Operating Expenses, Total -64 -53 -92 2","Selling/General/Admin. Expenses, Total 1325 1066 1284 1354  Research & Development - - - -  Depreciation / Amortization 106 105 151 59  Interest Expense (Income) - Net Operating -42 - -1 -  Unusual Expense (Income) - 86 16 72  Other Operating Expenses, Total -64 -53 -92 2","Selling/General/Admin. Expenses, Total 1325 1066 1284 1354  Research & Development - - - -  Depreciation / Amortization 106 105 151 59  Interest Expense (Income) - Net Operating -42 - -1 -  Unusual Expense (Income) - 86 16 72  Other Operating Expenses, Total -64 -53 -92 2","Selling/General/Admin. Expenses, Total 1325 1066 1284 1354  Research & Development - - - -  Depreciation / Amortization 106 105 151 59  Interest Expense (Income) - Net Operating -42 - -1 -  Unusual Expense (Income) - 86 16 72  Other Operating Expenses, Total -64 -53 -92 2","Selling/General/Admin. Expenses, Total 1325 1066 1284 1354  Research & Development - - - -  Depreciation / Amortization 106 105 151 59  Interest Expense (Income) - Net Operating -42 - -1 -  Unusual Expense (Income) - 86 16 72  Other Operating Expenses, Total -64 -53 -92 2"
"Selling/General/Admin. Expenses, Total",1325,1066,1284,1354
Research & Development,-,-,-,-
Depreciation / Amortization,106,105,151,59
Interest Expense (Income) - Net Operating,-42,-,-1,-
Unusual Expense (Income),-,86,16,72
"Other Operating Expenses, Total",-64,-53,-92,2
Operating Income,3840,2343,-63,-51
"Interest Income (Expense), Net Non-Operating",-,-11,-4,1254
Gain (Loss) on Sale of Assets,-4,44,-15,-6
"Other, Net",178,-14,17,-13
Net Income Before Taxes,3666,2313,-65,1184
Provision for Income Taxes,-1,46,29,162
Net Income After Taxes,3667,2267,-94,1022
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3667,2267,-94,1022
Total Extraordinary Items,-,-,-,-
Net Income,3667,2267,-94,1022
Total Adjustments to Net Income,-,-14,-14,-15
Income Available to Common Excluding Extraordinary Items,3667,2253,-108,1007
Dilution Adjustment,-,-,14,14
Diluted Net Income,3667,2267,-108,1007
Diluted Weighted Average Shares,62.05,63.27,54.16,63.02
Diluted EPS Excluding Extraordinary Items,59.1,35.83,-1.99,15.98
DPS - Common Stock Primary Issue,-,5,3,3
Diluted Normalized EPS,37.47,23.26,-0.392,17.05
