Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,559240,510439,452043,441956
"Revenue 559240 510439 452043 441956  Other Revenue, Total - - - -","Revenue 559240 510439 452043 441956  Other Revenue, Total - - - -","Revenue 559240 510439 452043 441956  Other Revenue, Total - - - -","Revenue 559240 510439 452043 441956  Other Revenue, Total - - - -","Revenue 559240 510439 452043 441956  Other Revenue, Total - - - -"
Revenue,559240,510439,452043,441956
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",405463,347748,329061,313458
Gross Profit,153777,162691,122982,128498
Total Operating Expenses,493217,426911,402534,399275
"Selling/General/Admin. Expenses, Total 87015 68705 61987 63411  Research & Development - 10458 10171 10085  Depreciation / Amortization 53729 49270 - -  Interest Expense (Income) - Net Operating -3861 -3590 - -  Unusual Expense (Income) - -2900 1314 12319  Other Operating Expenses, Total -49129 -45680 1 2","Selling/General/Admin. Expenses, Total 87015 68705 61987 63411  Research & Development - 10458 10171 10085  Depreciation / Amortization 53729 49270 - -  Interest Expense (Income) - Net Operating -3861 -3590 - -  Unusual Expense (Income) - -2900 1314 12319  Other Operating Expenses, Total -49129 -45680 1 2","Selling/General/Admin. Expenses, Total 87015 68705 61987 63411  Research & Development - 10458 10171 10085  Depreciation / Amortization 53729 49270 - -  Interest Expense (Income) - Net Operating -3861 -3590 - -  Unusual Expense (Income) - -2900 1314 12319  Other Operating Expenses, Total -49129 -45680 1 2","Selling/General/Admin. Expenses, Total 87015 68705 61987 63411  Research & Development - 10458 10171 10085  Depreciation / Amortization 53729 49270 - -  Interest Expense (Income) - Net Operating -3861 -3590 - -  Unusual Expense (Income) - -2900 1314 12319  Other Operating Expenses, Total -49129 -45680 1 2","Selling/General/Admin. Expenses, Total 87015 68705 61987 63411  Research & Development - 10458 10171 10085  Depreciation / Amortization 53729 49270 - -  Interest Expense (Income) - Net Operating -3861 -3590 - -  Unusual Expense (Income) - -2900 1314 12319  Other Operating Expenses, Total -49129 -45680 1 2"
"Selling/General/Admin. Expenses, Total",87015,68705,61987,63411
Research & Development,-,10458,10171,10085
Depreciation / Amortization,53729,49270,-,-
Interest Expense (Income) - Net Operating,-3861,-3590,-,-
Unusual Expense (Income),-,-2900,1314,12319
"Other Operating Expenses, Total",-49129,-45680,1,2
Operating Income,66023,83528,49509,42681
"Interest Income (Expense), Net Non-Operating",-,2130,1965,1148
Gain (Loss) on Sale of Assets,-502,834,-120,-229
"Other, Net",9005,-8124,1766,236
Net Income Before Taxes,57520,90818,53120,43836
Provision for Income Taxes,2270,19787,14464,17346
Net Income After Taxes,55250,71031,38656,26490
Minority Interest,6116,5505,-160,645
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,55048,70851,38496,27135
Total Extraordinary Items,-,-,-,-
Net Income,55048,70851,38496,27135
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,55048,70851,38496,27135
Dilution Adjustment,-1.2,-0.597,-,-
Diluted Net Income,55049.2,70851.6,38496,27135
Diluted Weighted Average Shares,310.71,313.27,317.05,320.76
Diluted EPS Excluding Extraordinary Items,177.17,226.17,121.42,84.6
DPS - Common Stock Primary Issue,66,63,30,50
Diluted Normalized EPS,134.23,173.17,124.71,108.24
