Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1551059,1418768,1381997,1502241
"Revenue 1551059 1418768 1381997 1502241  Other Revenue, Total - - - -","Revenue 1551059 1418768 1381997 1502241  Other Revenue, Total - - - -","Revenue 1551059 1418768 1381997 1502241  Other Revenue, Total - - - -","Revenue 1551059 1418768 1381997 1502241  Other Revenue, Total - - - -","Revenue 1551059 1418768 1381997 1502241  Other Revenue, Total - - - -"
Revenue,1551059,1418768,1381997,1502241
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1002717,845574,791304,848723
Gross Profit,548342,573194,590693,653518
Total Operating Expenses,1440988,1275258,1206434,1290518
"Selling/General/Admin. Expenses, Total 353805 341864 330099 357044  Research & Development 60601 58993 58509 59143  Depreciation / Amortization 89738 26188 27218 26725  Interest Expense (Income) - Net Operating -2354 - - -  Unusual Expense (Income) - 9233 3347 4352  Other Operating Expenses, Total -67177 -6594 -4043 -5469","Selling/General/Admin. Expenses, Total 353805 341864 330099 357044  Research & Development 60601 58993 58509 59143  Depreciation / Amortization 89738 26188 27218 26725  Interest Expense (Income) - Net Operating -2354 - - -  Unusual Expense (Income) - 9233 3347 4352  Other Operating Expenses, Total -67177 -6594 -4043 -5469","Selling/General/Admin. Expenses, Total 353805 341864 330099 357044  Research & Development 60601 58993 58509 59143  Depreciation / Amortization 89738 26188 27218 26725  Interest Expense (Income) - Net Operating -2354 - - -  Unusual Expense (Income) - 9233 3347 4352  Other Operating Expenses, Total -67177 -6594 -4043 -5469","Selling/General/Admin. Expenses, Total 353805 341864 330099 357044  Research & Development 60601 58993 58509 59143  Depreciation / Amortization 89738 26188 27218 26725  Interest Expense (Income) - Net Operating -2354 - - -  Unusual Expense (Income) - 9233 3347 4352  Other Operating Expenses, Total -67177 -6594 -4043 -5469","Selling/General/Admin. Expenses, Total 353805 341864 330099 357044  Research & Development 60601 58993 58509 59143  Depreciation / Amortization 89738 26188 27218 26725  Interest Expense (Income) - Net Operating -2354 - - -  Unusual Expense (Income) - 9233 3347 4352  Other Operating Expenses, Total -67177 -6594 -4043 -5469"
"Selling/General/Admin. Expenses, Total",353805,341864,330099,357044
Research & Development,60601,58993,58509,59143
Depreciation / Amortization,89738,26188,27218,26725
Interest Expense (Income) - Net Operating,-2354,-,-,-
Unusual Expense (Income),-,9233,3347,4352
"Other Operating Expenses, Total",-67177,-6594,-4043,-5469
Operating Income,113729,143510,175563,211723
"Interest Income (Expense), Net Non-Operating",-,6482,-2719,-1150
Gain (Loss) on Sale of Assets,-3624,-,-,-
"Other, Net",1505,10,1127,72
Net Income Before Taxes,115848,150002,173971,210645
Provision for Income Taxes,28106,38390,45759,60217
Net Income After Taxes,87742,111612,128212,150428
Minority Interest,23323,-1779,-1925,-2136
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,86038,109833,126287,148292
Total Extraordinary Items,-,-197,-145,-79
Net Income,86038,109636,126142,148213
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,86038,109833,126287,148292
Dilution Adjustment,0.249,-,-,-
Diluted Net Income,86037.75,109636,126142,148213
Diluted Weighted Average Shares,469.46,475.5,481,483.36
Diluted EPS Excluding Extraordinary Items,183.27,230.98,262.55,306.8
DPS - Common Stock Primary Issue,148,144,140,130
Diluted Normalized EPS,155.47,245.43,267.68,313.23
