Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,251574,215879,193399,226423
"Revenue 251574 215879 193399 226423  Other Revenue, Total - - - -","Revenue 251574 215879 193399 226423  Other Revenue, Total - - - -","Revenue 251574 215879 193399 226423  Other Revenue, Total - - - -","Revenue 251574 215879 193399 226423  Other Revenue, Total - - - -","Revenue 251574 215879 193399 226423  Other Revenue, Total - - - -"
Revenue,251574,215879,193399,226423
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",180321,153134,145764,166158
Gross Profit,71253,62745,47635,60265
Total Operating Expenses,232588,198036,184501,210164
"Selling/General/Admin. Expenses, Total 52267 42969 36853 42149  Research & Development - 5199 4288 -  Depreciation / Amortization 13299 12694 12682 1969  Interest Expense (Income) - Net Operating -283 -296 -320 -  Unusual Expense (Income) - 226 -573 -113  Other Operating Expenses, Total -13016 -15664 -14766 1","Selling/General/Admin. Expenses, Total 52267 42969 36853 42149  Research & Development - 5199 4288 -  Depreciation / Amortization 13299 12694 12682 1969  Interest Expense (Income) - Net Operating -283 -296 -320 -  Unusual Expense (Income) - 226 -573 -113  Other Operating Expenses, Total -13016 -15664 -14766 1","Selling/General/Admin. Expenses, Total 52267 42969 36853 42149  Research & Development - 5199 4288 -  Depreciation / Amortization 13299 12694 12682 1969  Interest Expense (Income) - Net Operating -283 -296 -320 -  Unusual Expense (Income) - 226 -573 -113  Other Operating Expenses, Total -13016 -15664 -14766 1","Selling/General/Admin. Expenses, Total 52267 42969 36853 42149  Research & Development - 5199 4288 -  Depreciation / Amortization 13299 12694 12682 1969  Interest Expense (Income) - Net Operating -283 -296 -320 -  Unusual Expense (Income) - 226 -573 -113  Other Operating Expenses, Total -13016 -15664 -14766 1","Selling/General/Admin. Expenses, Total 52267 42969 36853 42149  Research & Development - 5199 4288 -  Depreciation / Amortization 13299 12694 12682 1969  Interest Expense (Income) - Net Operating -283 -296 -320 -  Unusual Expense (Income) - 226 -573 -113  Other Operating Expenses, Total -13016 -15664 -14766 1"
"Selling/General/Admin. Expenses, Total",52267,42969,36853,42149
Research & Development,-,5199,4288,-
Depreciation / Amortization,13299,12694,12682,1969
Interest Expense (Income) - Net Operating,-283,-296,-320,-
Unusual Expense (Income),-,226,-573,-113
"Other Operating Expenses, Total",-13016,-15664,-14766,1
Operating Income,18986,17843,8898,16259
"Interest Income (Expense), Net Non-Operating",-,1988,1014,519
Gain (Loss) on Sale of Assets,164,-170,319,-
"Other, Net",531,-2067,-3579,31
Net Income Before Taxes,18291,20080,12158,16809
Provision for Income Taxes,4429,5418,3377,5123
Net Income After Taxes,13862,14662,8781,11686
Minority Interest,2184,2000,1703,-109
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,13742,14543,8706,11577
Total Extraordinary Items,-,-,-,-
Net Income,13742,14543,8706,11577
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,13742,14543,8706,11576
Dilution Adjustment,-,-,-,-
Diluted Net Income,13742,14543,8706,11576
Diluted Weighted Average Shares,37.03,37.02,37.01,37.5
Diluted EPS Excluding Extraordinary Items,371.11,392.87,235.21,308.7
DPS - Common Stock Primary Issue,130,120,75,120
Diluted Normalized EPS,343.68,341.42,188.21,311.43
