Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,91574,86292,85811.42,85989.82
"Revenue 91574 86292 85811.42 85989.82  Other Revenue, Total - - - -","Revenue 91574 86292 85811.42 85989.82  Other Revenue, Total - - - -","Revenue 91574 86292 85811.42 85989.82  Other Revenue, Total - - - -","Revenue 91574 86292 85811.42 85989.82  Other Revenue, Total - - - -","Revenue 91574 86292 85811.42 85989.82  Other Revenue, Total - - - -"
Revenue,91574,86292,85811.42,85989.82
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",68797,64491,62950.52,62529.69
Gross Profit,22777,21801,22860.91,23460.12
Total Operating Expenses,89472,83837,83558.42,84285.47
"Selling/General/Admin. Expenses, Total 20675 18877 19633.44 20924.22  Research & Development - - - -  Depreciation / Amortization 884 938 524.8 533.4  Interest Expense (Income) - Net Operating -29 -20 - -  Unusual Expense (Income) - 51.81 449.66 298.16  Other Operating Expenses, Total -855 -449 - -","Selling/General/Admin. Expenses, Total 20675 18877 19633.44 20924.22  Research & Development - - - -  Depreciation / Amortization 884 938 524.8 533.4  Interest Expense (Income) - Net Operating -29 -20 - -  Unusual Expense (Income) - 51.81 449.66 298.16  Other Operating Expenses, Total -855 -449 - -","Selling/General/Admin. Expenses, Total 20675 18877 19633.44 20924.22  Research & Development - - - -  Depreciation / Amortization 884 938 524.8 533.4  Interest Expense (Income) - Net Operating -29 -20 - -  Unusual Expense (Income) - 51.81 449.66 298.16  Other Operating Expenses, Total -855 -449 - -","Selling/General/Admin. Expenses, Total 20675 18877 19633.44 20924.22  Research & Development - - - -  Depreciation / Amortization 884 938 524.8 533.4  Interest Expense (Income) - Net Operating -29 -20 - -  Unusual Expense (Income) - 51.81 449.66 298.16  Other Operating Expenses, Total -855 -449 - -","Selling/General/Admin. Expenses, Total 20675 18877 19633.44 20924.22  Research & Development - - - -  Depreciation / Amortization 884 938 524.8 533.4  Interest Expense (Income) - Net Operating -29 -20 - -  Unusual Expense (Income) - 51.81 449.66 298.16  Other Operating Expenses, Total -855 -449 - -"
"Selling/General/Admin. Expenses, Total",20675,18877,19633.44,20924.22
Research & Development,-,-,-,-
Depreciation / Amortization,884,938,524.8,533.4
Interest Expense (Income) - Net Operating,-29,-20,-,-
Unusual Expense (Income),-,51.81,449.66,298.16
"Other Operating Expenses, Total",-855,-449,-,-
Operating Income,2102,2455,2253,1704.35
"Interest Income (Expense), Net Non-Operating",-,37.11,-8.57,-22.11
Gain (Loss) on Sale of Assets,-66,1,3.74,0.74
"Other, Net",-211,-207,559.46,146.89
Net Income Before Taxes,2379,2661,2807.64,1829.88
Provision for Income Taxes,927,1015,1367.77,981.44
Net Income After Taxes,1452,1646,1439.87,848.44
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1452,1646,1439.87,848.44
Total Extraordinary Items,-,-,-,-
Net Income,1452,1646,1439.87,848.44
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1452,1646,1439.87,848.44
Dilution Adjustment,-,-,-,-
Diluted Net Income,1452,1646,1439.87,848.44
Diluted Weighted Average Shares,10.88,10.88,10.88,10.88
Diluted EPS Excluding Extraordinary Items,133.48,151.31,132.36,78
DPS - Common Stock Primary Issue,27,30.5,26.5,16
Diluted Normalized EPS,144.56,155.65,157.83,98.56
