Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,28965,29499,24878.58,21709.74
"Revenue 28965 29499 24878.58 21709.74  Other Revenue, Total - - - -","Revenue 28965 29499 24878.58 21709.74  Other Revenue, Total - - - -","Revenue 28965 29499 24878.58 21709.74  Other Revenue, Total - - - -","Revenue 28965 29499 24878.58 21709.74  Other Revenue, Total - - - -","Revenue 28965 29499 24878.58 21709.74  Other Revenue, Total - - - -"
Revenue,28965,29499,24878.58,21709.74
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",21123,22617,19071.82,16304.07
Gross Profit,7842,6882,5806.76,5405.66
Total Operating Expenses,27634,28490,24880.83,24483.39
"Selling/General/Admin. Expenses, Total 6409 5747 5429.48 6269.38  Research & Development - - - -  Depreciation / Amortization 342 273 165.79 406.7  Interest Expense (Income) - Net Operating -93 -70 - -  Unusual Expense (Income) - 717.89 213.74 1503.24  Other Operating Expenses, Total -147 -77 - -","Selling/General/Admin. Expenses, Total 6409 5747 5429.48 6269.38  Research & Development - - - -  Depreciation / Amortization 342 273 165.79 406.7  Interest Expense (Income) - Net Operating -93 -70 - -  Unusual Expense (Income) - 717.89 213.74 1503.24  Other Operating Expenses, Total -147 -77 - -","Selling/General/Admin. Expenses, Total 6409 5747 5429.48 6269.38  Research & Development - - - -  Depreciation / Amortization 342 273 165.79 406.7  Interest Expense (Income) - Net Operating -93 -70 - -  Unusual Expense (Income) - 717.89 213.74 1503.24  Other Operating Expenses, Total -147 -77 - -","Selling/General/Admin. Expenses, Total 6409 5747 5429.48 6269.38  Research & Development - - - -  Depreciation / Amortization 342 273 165.79 406.7  Interest Expense (Income) - Net Operating -93 -70 - -  Unusual Expense (Income) - 717.89 213.74 1503.24  Other Operating Expenses, Total -147 -77 - -","Selling/General/Admin. Expenses, Total 6409 5747 5429.48 6269.38  Research & Development - - - -  Depreciation / Amortization 342 273 165.79 406.7  Interest Expense (Income) - Net Operating -93 -70 - -  Unusual Expense (Income) - 717.89 213.74 1503.24  Other Operating Expenses, Total -147 -77 - -"
"Selling/General/Admin. Expenses, Total",6409,5747,5429.48,6269.38
Research & Development,-,-,-,-
Depreciation / Amortization,342,273,165.79,406.7
Interest Expense (Income) - Net Operating,-93,-70,-,-
Unusual Expense (Income),-,717.89,213.74,1503.24
"Other Operating Expenses, Total",-147,-77,-,-
Operating Income,1331,1009,-2.25,-2773.66
"Interest Income (Expense), Net Non-Operating",-,118.03,-220.25,-106.34
Gain (Loss) on Sale of Assets,-191,920,108.76,0.03
"Other, Net",-879,-1318,-107.51,-93.09
Net Income Before Taxes,2401,1407,-221.25,-2973.05
Provision for Income Taxes,579,473,219.98,474.05
Net Income After Taxes,1822,934,-441.23,-3447.11
Minority Interest,1372,1052,-228.67,-65.76
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1364,580,-669.9,-3512.87
Total Extraordinary Items,-,-,-,-
Net Income,1364,580,-669.9,-3512.87
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1364,580,-669.9,-3512.87
Dilution Adjustment,1.37,0.377,-,-
Diluted Net Income,1362.63,579.62,-669.9,-3512.87
Diluted Weighted Average Shares,18.8,18.14,15.94,15.04
Diluted EPS Excluding Extraordinary Items,72.46,31.95,-42.04,-233.5
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,65.65,18.76,-27.35,-141.52
