Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5357,5419,5039.5,4670.7
"Revenue 5357 5418 5039.5 4670.7  Other Revenue, Total - 1 - -","Revenue 5357 5418 5039.5 4670.7  Other Revenue, Total - 1 - -","Revenue 5357 5418 5039.5 4670.7  Other Revenue, Total - 1 - -","Revenue 5357 5418 5039.5 4670.7  Other Revenue, Total - 1 - -","Revenue 5357 5418 5039.5 4670.7  Other Revenue, Total - 1 - -"
Revenue,5357,5418,5039.5,4670.7
"Other Revenue, Total",-,1,-,-
"Cost of Revenue, Total",3851,3898,3828.64,3484.93
Gross Profit,1506,1521,1210.85,1185.77
Total Operating Expenses,4407,4451,4345.12,3959.19
"Selling/General/Admin. Expenses, Total 495 491 503.58 471.04  Research & Development - - - -  Depreciation / Amortization - 12.89 12.89 3.22  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 61 62 - -","Selling/General/Admin. Expenses, Total 495 491 503.58 471.04  Research & Development - - - -  Depreciation / Amortization - 12.89 12.89 3.22  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 61 62 - -","Selling/General/Admin. Expenses, Total 495 491 503.58 471.04  Research & Development - - - -  Depreciation / Amortization - 12.89 12.89 3.22  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 61 62 - -","Selling/General/Admin. Expenses, Total 495 491 503.58 471.04  Research & Development - - - -  Depreciation / Amortization - 12.89 12.89 3.22  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 61 62 - -","Selling/General/Admin. Expenses, Total 495 491 503.58 471.04  Research & Development - - - -  Depreciation / Amortization - 12.89 12.89 3.22  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 61 62 - -"
"Selling/General/Admin. Expenses, Total",495,491,503.58,471.04
Research & Development,-,-,-,-
Depreciation / Amortization,-,12.89,12.89,3.22
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",61,62,-,-
Operating Income,950,968,694.37,711.51
"Interest Income (Expense), Net Non-Operating",-,27.5,25.13,20.69
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-35,-27,0.36,0.31
Net Income Before Taxes,985,995,719.87,732.51
Provision for Income Taxes,291,277,143.13,216.65
Net Income After Taxes,694,718,576.74,515.86
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,694,718,576.74,515.86
Total Extraordinary Items,-,-,-,-
Net Income,694,718,576.74,515.86
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,694,718,576.74,515.86
Dilution Adjustment,-,-,-,-
Diluted Net Income,694,718,576.74,515.86
Diluted Weighted Average Shares,8.26,8.26,8.26,8.26
Diluted EPS Excluding Extraordinary Items,84,86.91,69.81,62.44
DPS - Common Stock Primary Issue,-,28,28,28
Diluted Normalized EPS,74.52,75.27,69.81,62.44
