Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,23868,22635,20466,21465.2
"Revenue 23868 22635 20466 21465.2  Other Revenue, Total - - - -","Revenue 23868 22635 20466 21465.2  Other Revenue, Total - - - -","Revenue 23868 22635 20466 21465.2  Other Revenue, Total - - - -","Revenue 23868 22635 20466 21465.2  Other Revenue, Total - - - -","Revenue 23868 22635 20466 21465.2  Other Revenue, Total - - - -"
Revenue,23868,22635,20466,21465.2
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",12165,11257,10238,10403.12
Gross Profit,11703,11378,10228,11062.08
Total Operating Expenses,21023,19530,18245,19019.94
"Selling/General/Admin. Expenses, Total 7944 7347 7243 7674.54  Research & Development 887 926 764 902.26  Depreciation / Amortization 716 704 734 -  Interest Expense (Income) - Net Operating -2 -1 -1 -  Unusual Expense (Income) - 40.54 -125.06 40.01  Other Operating Expenses, Total -687 -703 -733 -","Selling/General/Admin. Expenses, Total 7944 7347 7243 7674.54  Research & Development 887 926 764 902.26  Depreciation / Amortization 716 704 734 -  Interest Expense (Income) - Net Operating -2 -1 -1 -  Unusual Expense (Income) - 40.54 -125.06 40.01  Other Operating Expenses, Total -687 -703 -733 -","Selling/General/Admin. Expenses, Total 7944 7347 7243 7674.54  Research & Development 887 926 764 902.26  Depreciation / Amortization 716 704 734 -  Interest Expense (Income) - Net Operating -2 -1 -1 -  Unusual Expense (Income) - 40.54 -125.06 40.01  Other Operating Expenses, Total -687 -703 -733 -","Selling/General/Admin. Expenses, Total 7944 7347 7243 7674.54  Research & Development 887 926 764 902.26  Depreciation / Amortization 716 704 734 -  Interest Expense (Income) - Net Operating -2 -1 -1 -  Unusual Expense (Income) - 40.54 -125.06 40.01  Other Operating Expenses, Total -687 -703 -733 -","Selling/General/Admin. Expenses, Total 7944 7347 7243 7674.54  Research & Development 887 926 764 902.26  Depreciation / Amortization 716 704 734 -  Interest Expense (Income) - Net Operating -2 -1 -1 -  Unusual Expense (Income) - 40.54 -125.06 40.01  Other Operating Expenses, Total -687 -703 -733 -"
"Selling/General/Admin. Expenses, Total",7944,7347,7243,7674.54
Research & Development,887,926,764,902.26
Depreciation / Amortization,716,704,734,-
Interest Expense (Income) - Net Operating,-2,-1,-1,-
Unusual Expense (Income),-,40.54,-125.06,40.01
"Other Operating Expenses, Total",-687,-703,-733,-
Operating Income,2845,3105,2221,2445.26
"Interest Income (Expense), Net Non-Operating",-,74.02,29.73,25.52
Gain (Loss) on Sale of Assets,55,-,-8,0.03
"Other, Net",406,-66,-194,66.75
Net Income Before Taxes,2384,3171,2423,2537.55
Provision for Income Taxes,585,942,787,757.92
Net Income After Taxes,1799,2229,1636,1779.64
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1799,2229,1636,1779.64
Total Extraordinary Items,-,-,-,-
Net Income,1799,2229,1636,1779.64
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1799,2229,1636,1779.64
Dilution Adjustment,-,-,-,-
Diluted Net Income,1799,2229,1636,1779.64
Diluted Weighted Average Shares,12.3,12.29,12.28,12.28
Diluted EPS Excluding Extraordinary Items,146.28,181.38,133.19,144.96
DPS - Common Stock Primary Issue,-,45,43,43
Diluted Normalized EPS,152.81,163.31,116.83,147.24
