Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,255857,226562,217423,224170
"Revenue 255857 226562 217423 224170  Other Revenue, Total - - - -","Revenue 255857 226562 217423 224170  Other Revenue, Total - - - -","Revenue 255857 226562 217423 224170  Other Revenue, Total - - - -","Revenue 255857 226562 217423 224170  Other Revenue, Total - - - -","Revenue 255857 226562 217423 224170  Other Revenue, Total - - - -"
Revenue,255857,226562,217423,224170
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",164630,136800,131962,137109
Gross Profit,91227,89762,85461,87061
Total Operating Expenses,255335,216264,204721,207136
"Selling/General/Admin. Expenses, Total 90705 67311 60194 59479  Research & Development - 14743 - -  Depreciation / Amortization 11762 11952 11065 9655  Interest Expense (Income) - Net Operating -1138 -638 - -  Unusual Expense (Income) - 1475 1499 893  Other Operating Expenses, Total -10077 -13904 1 -","Selling/General/Admin. Expenses, Total 90705 67311 60194 59479  Research & Development - 14743 - -  Depreciation / Amortization 11762 11952 11065 9655  Interest Expense (Income) - Net Operating -1138 -638 - -  Unusual Expense (Income) - 1475 1499 893  Other Operating Expenses, Total -10077 -13904 1 -","Selling/General/Admin. Expenses, Total 90705 67311 60194 59479  Research & Development - 14743 - -  Depreciation / Amortization 11762 11952 11065 9655  Interest Expense (Income) - Net Operating -1138 -638 - -  Unusual Expense (Income) - 1475 1499 893  Other Operating Expenses, Total -10077 -13904 1 -","Selling/General/Admin. Expenses, Total 90705 67311 60194 59479  Research & Development - 14743 - -  Depreciation / Amortization 11762 11952 11065 9655  Interest Expense (Income) - Net Operating -1138 -638 - -  Unusual Expense (Income) - 1475 1499 893  Other Operating Expenses, Total -10077 -13904 1 -","Selling/General/Admin. Expenses, Total 90705 67311 60194 59479  Research & Development - 14743 - -  Depreciation / Amortization 11762 11952 11065 9655  Interest Expense (Income) - Net Operating -1138 -638 - -  Unusual Expense (Income) - 1475 1499 893  Other Operating Expenses, Total -10077 -13904 1 -"
"Selling/General/Admin. Expenses, Total",90705,67311,60194,59479
Research & Development,-,14743,-,-
Depreciation / Amortization,11762,11952,11065,9655
Interest Expense (Income) - Net Operating,-1138,-638,-,-
Unusual Expense (Income),-,1475,1499,893
"Other Operating Expenses, Total",-10077,-13904,1,-
Operating Income,522,10298,12702,17034
"Interest Income (Expense), Net Non-Operating",-,156,-774,-2323
Gain (Loss) on Sale of Assets,-120,4702,3,214
"Other, Net",7303,-8186,659,-83
Net Income Before Taxes,-6661,13782,12590,14842
Provision for Income Taxes,2088,6239,6073,5326
Net Income After Taxes,-8749,7543,6517,9516
Minority Interest,2818,3289,-811,-1028
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-9538,6509,5706,8488
Total Extraordinary Items,-,-,-,-
Net Income,-9538,6509,5706,8488
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,-9538,6509,5705,8486
Dilution Adjustment,-,-,-,-
Diluted Net Income,-9538,6509,5705,8486
Diluted Weighted Average Shares,57.11,60.47,60.45,60.42
Diluted EPS Excluding Extraordinary Items,-167.02,107.65,94.38,140.44
DPS - Common Stock Primary Issue,68,68,66,66
Diluted Normalized EPS,-43.59,91.49,181.66,210.62
