Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,30401,22919,21299,35136
"Revenue 30401 22919 21299 35136  Other Revenue, Total - - - -","Revenue 30401 22919 21299 35136  Other Revenue, Total - - - -","Revenue 30401 22919 21299 35136  Other Revenue, Total - - - -","Revenue 30401 22919 21299 35136  Other Revenue, Total - - - -","Revenue 30401 22919 21299 35136  Other Revenue, Total - - - -"
Revenue,30401,22919,21299,35136
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",20167,16505,15679,17986
Gross Profit,10234,6414,5620,17150
Total Operating Expenses,23911,19697,18254,21715
"Selling/General/Admin. Expenses, Total 3744 2800 2388 3205  Research & Development - 260 151 121  Depreciation / Amortization 1117 1201 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 36 402  Other Operating Expenses, Total -1117 -1069 - 1","Selling/General/Admin. Expenses, Total 3744 2800 2388 3205  Research & Development - 260 151 121  Depreciation / Amortization 1117 1201 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 36 402  Other Operating Expenses, Total -1117 -1069 - 1","Selling/General/Admin. Expenses, Total 3744 2800 2388 3205  Research & Development - 260 151 121  Depreciation / Amortization 1117 1201 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 36 402  Other Operating Expenses, Total -1117 -1069 - 1","Selling/General/Admin. Expenses, Total 3744 2800 2388 3205  Research & Development - 260 151 121  Depreciation / Amortization 1117 1201 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 36 402  Other Operating Expenses, Total -1117 -1069 - 1","Selling/General/Admin. Expenses, Total 3744 2800 2388 3205  Research & Development - 260 151 121  Depreciation / Amortization 1117 1201 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 36 402  Other Operating Expenses, Total -1117 -1069 - 1"
"Selling/General/Admin. Expenses, Total",3744,2800,2388,3205
Research & Development,-,260,151,121
Depreciation / Amortization,1117,1201,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,52,36,402
"Other Operating Expenses, Total",-1117,-1069,-,1
Operating Income,6490,3222,3045,13421
"Interest Income (Expense), Net Non-Operating",-,493,371,119
Gain (Loss) on Sale of Assets,-,1,-,101
"Other, Net",-1083,-506,93,54
Net Income Before Taxes,7573,3727,3509,13695
Provision for Income Taxes,2171,688,1012,4058
Net Income After Taxes,5402,3039,2497,9637
Minority Interest,10,9,-,-1
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5402,3039,2497,9636
Total Extraordinary Items,-,-,-,-
Net Income,5402,3039,2497,9636
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,5402,3039,2496,9635
Dilution Adjustment,-,-,-,-
Diluted Net Income,5402,3039,2496,9635
Diluted Weighted Average Shares,4.07,4.07,4.07,4.07
Diluted EPS Excluding Extraordinary Items,1328.88,747.55,613.96,2369.82
DPS - Common Stock Primary Issue,-,200,200,300
Diluted Normalized EPS,1169.72,580.84,620.26,2421.92
