Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,497213,393647,343764,377457
"Revenue 497213 393647 343764 377457  Other Revenue, Total - - - -","Revenue 497213 393647 343764 377457  Other Revenue, Total - - - -","Revenue 497213 393647 343764 377457  Other Revenue, Total - - - -","Revenue 497213 393647 343764 377457  Other Revenue, Total - - - -","Revenue 497213 393647 343764 377457  Other Revenue, Total - - - -"
Revenue,497213,393647,343764,377457
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",299237,232606,220524,246635
Gross Profit,197976,161041,123240,130822
Total Operating Expenses,453167,340566,323888,345122
"Selling/General/Admin. Expenses, Total 153930 107960 86911 92374  Research & Development 11320 11159 - -  Depreciation / Amortization 26748 21468 - -  Interest Expense (Income) - Net Operating -1278 -1458 - -  Unusual Expense (Income) - 3092 16452 6112  Other Operating Expenses, Total -36790 -31169 1 1","Selling/General/Admin. Expenses, Total 153930 107960 86911 92374  Research & Development 11320 11159 - -  Depreciation / Amortization 26748 21468 - -  Interest Expense (Income) - Net Operating -1278 -1458 - -  Unusual Expense (Income) - 3092 16452 6112  Other Operating Expenses, Total -36790 -31169 1 1","Selling/General/Admin. Expenses, Total 153930 107960 86911 92374  Research & Development 11320 11159 - -  Depreciation / Amortization 26748 21468 - -  Interest Expense (Income) - Net Operating -1278 -1458 - -  Unusual Expense (Income) - 3092 16452 6112  Other Operating Expenses, Total -36790 -31169 1 1","Selling/General/Admin. Expenses, Total 153930 107960 86911 92374  Research & Development 11320 11159 - -  Depreciation / Amortization 26748 21468 - -  Interest Expense (Income) - Net Operating -1278 -1458 - -  Unusual Expense (Income) - 3092 16452 6112  Other Operating Expenses, Total -36790 -31169 1 1","Selling/General/Admin. Expenses, Total 153930 107960 86911 92374  Research & Development 11320 11159 - -  Depreciation / Amortization 26748 21468 - -  Interest Expense (Income) - Net Operating -1278 -1458 - -  Unusual Expense (Income) - 3092 16452 6112  Other Operating Expenses, Total -36790 -31169 1 1"
"Selling/General/Admin. Expenses, Total",153930,107960,86911,92374
Research & Development,11320,11159,-,-
Depreciation / Amortization,26748,21468,-,-
Interest Expense (Income) - Net Operating,-1278,-1458,-,-
Unusual Expense (Income),-,3092,16452,6112
"Other Operating Expenses, Total",-36790,-31169,1,1
Operating Income,44046,53081,19876,32335
"Interest Income (Expense), Net Non-Operating",-,5793,-2895,2927
Gain (Loss) on Sale of Assets,18576,4546,-,28
"Other, Net",-41154,-8826,-1281,-1235
Net Income Before Taxes,66624,57361,15700,34055
Provision for Income Taxes,18668,15897,3824,8909
Net Income After Taxes,47956,41464,11876,25146
Minority Interest,231,201,-193,-663
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,47956,41350,11683,24483
Total Extraordinary Items,-,-,-,-
Net Income,47956,41350,11683,24483
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,47956,41350,11682,24482
Dilution Adjustment,-,-,-,-
Diluted Net Income,47956,41350,11682,24482
Diluted Weighted Average Shares,153.95,153.94,153.93,151.68
Diluted EPS Excluding Extraordinary Items,311.51,268.62,75.89,161.41
DPS - Common Stock Primary Issue,-,76,45,45
Diluted Normalized EPS,207.19,226.25,156.74,191.02
