Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,202642,206877,234578,217753
"Revenue 202259 206549 234578 217753  Other Revenue, Total 383 328 - -","Revenue 202259 206549 234578 217753  Other Revenue, Total 383 328 - -","Revenue 202259 206549 234578 217753  Other Revenue, Total 383 328 - -","Revenue 202259 206549 234578 217753  Other Revenue, Total 383 328 - -","Revenue 202259 206549 234578 217753  Other Revenue, Total 383 328 - -"
Revenue,202259,206549,234578,217753
"Other Revenue, Total",383,328,-,-
"Cost of Revenue, Total",132684,134739,153851,146047
Gross Profit,69958,72138,80727,71706
Total Operating Expenses,193423,194875,216610,210779
"Selling/General/Admin. Expenses, Total 60739 54145 56643 57261  Research & Development - - - -  Depreciation / Amortization 5928 5926 5861 6125  Interest Expense (Income) - Net Operating -107 -112 - -  Unusual Expense (Income) - 277 253 1345  Other Operating Expenses, Total 76 177 2 1","Selling/General/Admin. Expenses, Total 60739 54145 56643 57261  Research & Development - - - -  Depreciation / Amortization 5928 5926 5861 6125  Interest Expense (Income) - Net Operating -107 -112 - -  Unusual Expense (Income) - 277 253 1345  Other Operating Expenses, Total 76 177 2 1","Selling/General/Admin. Expenses, Total 60739 54145 56643 57261  Research & Development - - - -  Depreciation / Amortization 5928 5926 5861 6125  Interest Expense (Income) - Net Operating -107 -112 - -  Unusual Expense (Income) - 277 253 1345  Other Operating Expenses, Total 76 177 2 1","Selling/General/Admin. Expenses, Total 60739 54145 56643 57261  Research & Development - - - -  Depreciation / Amortization 5928 5926 5861 6125  Interest Expense (Income) - Net Operating -107 -112 - -  Unusual Expense (Income) - 277 253 1345  Other Operating Expenses, Total 76 177 2 1","Selling/General/Admin. Expenses, Total 60739 54145 56643 57261  Research & Development - - - -  Depreciation / Amortization 5928 5926 5861 6125  Interest Expense (Income) - Net Operating -107 -112 - -  Unusual Expense (Income) - 277 253 1345  Other Operating Expenses, Total 76 177 2 1"
"Selling/General/Admin. Expenses, Total",60739,54145,56643,57261
Research & Development,-,-,-,-
Depreciation / Amortization,5928,5926,5861,6125
Interest Expense (Income) - Net Operating,-107,-112,-,-
Unusual Expense (Income),-,277,253,1345
"Other Operating Expenses, Total",76,177,2,1
Operating Income,9219,12002,17968,6974
"Interest Income (Expense), Net Non-Operating",-,-101,-110,-129
Gain (Loss) on Sale of Assets,21,31,11,20
"Other, Net",195,-354,808,774
Net Income Before Taxes,9003,12325,18677,7639
Provision for Income Taxes,3364,4364,6988,2697
Net Income After Taxes,5639,7961,11689,4942
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5639,7961,11689,4942
Total Extraordinary Items,-,-,-,-
Net Income,5639,7961,11689,4942
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,5639,7961,11688,4941
Dilution Adjustment,-,-,-,-
Diluted Net Income,5639,7961,11688,4941
Diluted Weighted Average Shares,28.56,28.56,28.56,28.56
Diluted EPS Excluding Extraordinary Items,197.43,278.73,409.22,172.99
DPS - Common Stock Primary Issue,-,56,50,39
Diluted Normalized EPS,211.4,275.08,414.52,203
