Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,168351,152524,172976,174805
"Revenue 167676 151626 172976 174805  Other Revenue, Total 675 898 - -","Revenue 167676 151626 172976 174805  Other Revenue, Total 675 898 - -","Revenue 167676 151626 172976 174805  Other Revenue, Total 675 898 - -","Revenue 167676 151626 172976 174805  Other Revenue, Total 675 898 - -","Revenue 167676 151626 172976 174805  Other Revenue, Total 675 898 - -"
Revenue,167676,151626,172976,174805
"Other Revenue, Total",675,898,-,-
"Cost of Revenue, Total",148823,133483,149750,156699
Gross Profit,19528,19041,23226,18106
Total Operating Expenses,159354,142907,159273,166029
"Selling/General/Admin. Expenses, Total 10531 8457 8966 8836  Research & Development - 967 - -  Depreciation / Amortization 1652 1611 - -  Interest Expense (Income) - Net Operating -132 -96 - -  Unusual Expense (Income) - 622 556 492  Other Operating Expenses, Total -1520 -1515 1 2","Selling/General/Admin. Expenses, Total 10531 8457 8966 8836  Research & Development - 967 - -  Depreciation / Amortization 1652 1611 - -  Interest Expense (Income) - Net Operating -132 -96 - -  Unusual Expense (Income) - 622 556 492  Other Operating Expenses, Total -1520 -1515 1 2","Selling/General/Admin. Expenses, Total 10531 8457 8966 8836  Research & Development - 967 - -  Depreciation / Amortization 1652 1611 - -  Interest Expense (Income) - Net Operating -132 -96 - -  Unusual Expense (Income) - 622 556 492  Other Operating Expenses, Total -1520 -1515 1 2","Selling/General/Admin. Expenses, Total 10531 8457 8966 8836  Research & Development - 967 - -  Depreciation / Amortization 1652 1611 - -  Interest Expense (Income) - Net Operating -132 -96 - -  Unusual Expense (Income) - 622 556 492  Other Operating Expenses, Total -1520 -1515 1 2","Selling/General/Admin. Expenses, Total 10531 8457 8966 8836  Research & Development - 967 - -  Depreciation / Amortization 1652 1611 - -  Interest Expense (Income) - Net Operating -132 -96 - -  Unusual Expense (Income) - 622 556 492  Other Operating Expenses, Total -1520 -1515 1 2"
"Selling/General/Admin. Expenses, Total",10531,8457,8966,8836
Research & Development,-,967,-,-
Depreciation / Amortization,1652,1611,-,-
Interest Expense (Income) - Net Operating,-132,-96,-,-
Unusual Expense (Income),-,622,556,492
"Other Operating Expenses, Total",-1520,-1515,1,2
Operating Income,8997,9617,13703,8776
"Interest Income (Expense), Net Non-Operating",-,130,13,-19
Gain (Loss) on Sale of Assets,347,7,44,89
"Other, Net",-231,694,-271,-53
Net Income Before Taxes,8881,8916,13489,8793
Provision for Income Taxes,2918,2925,4130,2839
Net Income After Taxes,5963,5991,9359,5954
Minority Interest,2165,1780,-182,-187
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5656,5863,9177,5767
Total Extraordinary Items,-,-,-,-
Net Income,5656,5863,9177,5767
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,5656,5863,9176,5766
Dilution Adjustment,-,-,-,-
Diluted Net Income,5656,5863,9176,5766
Diluted Weighted Average Shares,94.01,93.97,93.97,94.05
Diluted EPS Excluding Extraordinary Items,60.16,62.39,97.65,61.31
DPS - Common Stock Primary Issue,25,20,20,15
Diluted Normalized EPS,53.57,59.41,101.43,64.21
