Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Revenue,3314.11,3008.08,3422.23,3338.71
"Revenue 3314.11 3008.08 3422.23 3338.71  Other Revenue, Total - - - -","Revenue 3314.11 3008.08 3422.23 3338.71  Other Revenue, Total - - - -","Revenue 3314.11 3008.08 3422.23 3338.71  Other Revenue, Total - - - -","Revenue 3314.11 3008.08 3422.23 3338.71  Other Revenue, Total - - - -","Revenue 3314.11 3008.08 3422.23 3338.71  Other Revenue, Total - - - -"
Revenue,3314.11,3008.08,3422.23,3338.71
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2702.9,2583.04,2655.21,2641.41
Gross Profit,611.22,425.04,767.02,697.3
Total Operating Expenses,3297.57,3197.24,3318.22,3264.35
"Selling/General/Admin. Expenses, Total 541.41 545.36 658.2 617.51  Research & Development 8.86 - - -  Depreciation / Amortization 3.96 4.1 5.12 5.32  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 40.44 64.75 -0.3 0.11  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 541.41 545.36 658.2 617.51  Research & Development 8.86 - - -  Depreciation / Amortization 3.96 4.1 5.12 5.32  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 40.44 64.75 -0.3 0.11  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 541.41 545.36 658.2 617.51  Research & Development 8.86 - - -  Depreciation / Amortization 3.96 4.1 5.12 5.32  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 40.44 64.75 -0.3 0.11  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 541.41 545.36 658.2 617.51  Research & Development 8.86 - - -  Depreciation / Amortization 3.96 4.1 5.12 5.32  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 40.44 64.75 -0.3 0.11  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 541.41 545.36 658.2 617.51  Research & Development 8.86 - - -  Depreciation / Amortization 3.96 4.1 5.12 5.32  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 40.44 64.75 -0.3 0.11  Other Operating Expenses, Total - - - -"
"Selling/General/Admin. Expenses, Total",541.41,545.36,658.2,617.51
Research & Development,8.86,-,-,-
Depreciation / Amortization,3.96,4.1,5.12,5.32
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),40.44,64.75,-0.3,0.11
"Other Operating Expenses, Total",-,-,-,-
Operating Income,16.54,-189.17,104,74.36
"Interest Income (Expense), Net Non-Operating",16.33,17.48,3.5,5.97
Gain (Loss) on Sale of Assets,2.84,-,-,-
"Other, Net",2.32,7.49,1.56,0.58
Net Income Before Taxes,38.04,-164.19,109.07,80.92
Provision for Income Taxes,18.93,13.83,24.81,46.89
Net Income After Taxes,19.11,-178.02,84.27,34.03
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,19.11,-178.02,84.27,34.03
Total Extraordinary Items,-,-,-,-
Net Income,19.11,-178.02,84.27,34.03
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,19.11,-178.02,84.26,34.03
Dilution Adjustment,-,-,-,-
Diluted Net Income,19.11,-178.02,84.26,34.03
Diluted Weighted Average Shares,5.29,5.29,5.29,5.21
Diluted EPS Excluding Extraordinary Items,3.62,-33.68,15.94,6.53
DPS - Common Stock Primary Issue,5,5,5,5
Diluted Normalized EPS,7.19,-25.72,15.9,6.53
