Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,541010,445985,397940,445148
"Revenue 541010 445985 397940 445148  Other Revenue, Total - - - -","Revenue 541010 445985 397940 445148  Other Revenue, Total - - - -","Revenue 541010 445985 397940 445148  Other Revenue, Total - - - -","Revenue 541010 445985 397940 445148  Other Revenue, Total - - - -","Revenue 541010 445985 397940 445148  Other Revenue, Total - - - -"
Revenue,541010,445985,397940,445148
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",464090,387085,340052,379614
Gross Profit,76920,58900,57888,65534
Total Operating Expenses,524472,440221,393085,436250
"Selling/General/Admin. Expenses, Total 59072 52614 49999 53974  Research & Development - 14302 13050 -  Depreciation / Amortization 31416 30535 31977 -  Interest Expense (Income) - Net Operating -2269 -1032 -877 239  Unusual Expense (Income) - 4992 2248 1263  Other Operating Expenses, Total -43324 -43283 -41116 1160","Selling/General/Admin. Expenses, Total 59072 52614 49999 53974  Research & Development - 14302 13050 -  Depreciation / Amortization 31416 30535 31977 -  Interest Expense (Income) - Net Operating -2269 -1032 -877 239  Unusual Expense (Income) - 4992 2248 1263  Other Operating Expenses, Total -43324 -43283 -41116 1160","Selling/General/Admin. Expenses, Total 59072 52614 49999 53974  Research & Development - 14302 13050 -  Depreciation / Amortization 31416 30535 31977 -  Interest Expense (Income) - Net Operating -2269 -1032 -877 239  Unusual Expense (Income) - 4992 2248 1263  Other Operating Expenses, Total -43324 -43283 -41116 1160","Selling/General/Admin. Expenses, Total 59072 52614 49999 53974  Research & Development - 14302 13050 -  Depreciation / Amortization 31416 30535 31977 -  Interest Expense (Income) - Net Operating -2269 -1032 -877 239  Unusual Expense (Income) - 4992 2248 1263  Other Operating Expenses, Total -43324 -43283 -41116 1160","Selling/General/Admin. Expenses, Total 59072 52614 49999 53974  Research & Development - 14302 13050 -  Depreciation / Amortization 31416 30535 31977 -  Interest Expense (Income) - Net Operating -2269 -1032 -877 239  Unusual Expense (Income) - 4992 2248 1263  Other Operating Expenses, Total -43324 -43283 -41116 1160"
"Selling/General/Admin. Expenses, Total",59072,52614,49999,53974
Research & Development,-,14302,13050,-
Depreciation / Amortization,31416,30535,31977,-
Interest Expense (Income) - Net Operating,-2269,-1032,-877,239
Unusual Expense (Income),-,4992,2248,1263
"Other Operating Expenses, Total",-43324,-43283,-41116,1160
Operating Income,16538,5764,4855,8898
"Interest Income (Expense), Net Non-Operating",-,-723,-835,-1463
Gain (Loss) on Sale of Assets,-487,-226,-526,-
"Other, Net",2604,5603,5989,-
Net Income Before Taxes,14908,387,-608,7435
Provision for Income Taxes,6218,4556,2835,4978
Net Income After Taxes,8690,-4169,-3443,2457
Minority Interest,22561,21154,18835,-1576
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6683,-6357,-4957,881
Total Extraordinary Items,-,-,-,-
Net Income,6683,-6357,-4957,881
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,6683,-6357,-4957,881
Dilution Adjustment,-,-,-,-
Diluted Net Income,6683,-6357,-4957,881
Diluted Weighted Average Shares,103.83,103.83,103.83,103.83
Diluted EPS Excluding Extraordinary Items,64.37,-61.23,-47.74,8.49
DPS - Common Stock Primary Issue,-,14,7,14
Diluted Normalized EPS,73.34,10.36,9.45,16.39
