Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,2651,2913,3474.51,4332.05
"Revenue 2651 2913.86 3474.51 4332.05  Other Revenue, Total - - - -","Revenue 2651 2913.86 3474.51 4332.05  Other Revenue, Total - - - -","Revenue 2651 2913.86 3474.51 4332.05  Other Revenue, Total - - - -","Revenue 2651 2913.86 3474.51 4332.05  Other Revenue, Total - - - -","Revenue 2651 2913.86 3474.51 4332.05  Other Revenue, Total - - - -"
Revenue,2651,2913.86,3474.51,4332.05
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1393,1639.31,1980.13,2590.59
Gross Profit,1258,1274.55,1494.38,1741.46
Total Operating Expenses,2687,2848.1,3323.27,4112.43
"Selling/General/Admin. Expenses, Total 1269 1093.03 1224.33 1350  Research & Development 116 71.11 65.95 70.89  Depreciation / Amortization 126 33.72 17.16 39.23  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 11.24 47.56 55.21  Other Operating Expenses, Total -217 -0.31 -11.86 6.51","Selling/General/Admin. Expenses, Total 1269 1093.03 1224.33 1350  Research & Development 116 71.11 65.95 70.89  Depreciation / Amortization 126 33.72 17.16 39.23  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 11.24 47.56 55.21  Other Operating Expenses, Total -217 -0.31 -11.86 6.51","Selling/General/Admin. Expenses, Total 1269 1093.03 1224.33 1350  Research & Development 116 71.11 65.95 70.89  Depreciation / Amortization 126 33.72 17.16 39.23  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 11.24 47.56 55.21  Other Operating Expenses, Total -217 -0.31 -11.86 6.51","Selling/General/Admin. Expenses, Total 1269 1093.03 1224.33 1350  Research & Development 116 71.11 65.95 70.89  Depreciation / Amortization 126 33.72 17.16 39.23  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 11.24 47.56 55.21  Other Operating Expenses, Total -217 -0.31 -11.86 6.51","Selling/General/Admin. Expenses, Total 1269 1093.03 1224.33 1350  Research & Development 116 71.11 65.95 70.89  Depreciation / Amortization 126 33.72 17.16 39.23  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 11.24 47.56 55.21  Other Operating Expenses, Total -217 -0.31 -11.86 6.51"
"Selling/General/Admin. Expenses, Total",1269,1093.03,1224.33,1350
Research & Development,116,71.11,65.95,70.89
Depreciation / Amortization,126,33.72,17.16,39.23
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,11.24,47.56,55.21
"Other Operating Expenses, Total",-217,-0.31,-11.86,6.51
Operating Income,-36,65.75,151.25,219.62
"Interest Income (Expense), Net Non-Operating",-,22.01,8.81,52.21
Gain (Loss) on Sale of Assets,-18,-0.03,-23.89,-
"Other, Net",-159,15.58,11.67,-4.99
Net Income Before Taxes,141,103.31,147.84,266.84
Provision for Income Taxes,89,65.95,99.33,139.15
Net Income After Taxes,52,37.37,48.51,127.69
Minority Interest,36,2.91,3.89,0.64
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,65,40.28,52.4,128.33
Total Extraordinary Items,-,-,-,-
Net Income,65,40.28,52.4,128.33
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,65,40.28,52.4,128.33
Dilution Adjustment,-,-,-,-
Diluted Net Income,65,40.28,52.4,128.33
Diluted Weighted Average Shares,5.11,5.14,5.14,5.13
Diluted EPS Excluding Extraordinary Items,12.73,7.84,10.19,24.99
DPS - Common Stock Primary Issue,6,6,6,13
Diluted Normalized EPS,26.53,9.26,19.23,30.14
