Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,798681,679736,679495,712180
"Revenue 798681 679736 679495 712180  Other Revenue, Total - - - -","Revenue 798681 679736 679495 712180  Other Revenue, Total - - - -","Revenue 798681 679736 679495 712180  Other Revenue, Total - - - -","Revenue 798681 679736 679495 712180  Other Revenue, Total - - - -","Revenue 798681 679736 679495 712180  Other Revenue, Total - - - -"
Revenue,798681,679736,679495,712180
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",638062,531660,490410,512356
Gross Profit,160619,148076,189085,199824
Total Operating Expenses,765848,650305,654271,683119
"Selling/General/Admin. Expenses, Total 127786 118645 161887 170971  Research & Development - 7018 - -  Depreciation / Amortization 22805 23054 - -  Interest Expense (Income) - Net Operating -3546 -2914 - -  Unusual Expense (Income) - 3499 1973 -209  Other Operating Expenses, Total -19259 -27158 1 1","Selling/General/Admin. Expenses, Total 127786 118645 161887 170971  Research & Development - 7018 - -  Depreciation / Amortization 22805 23054 - -  Interest Expense (Income) - Net Operating -3546 -2914 - -  Unusual Expense (Income) - 3499 1973 -209  Other Operating Expenses, Total -19259 -27158 1 1","Selling/General/Admin. Expenses, Total 127786 118645 161887 170971  Research & Development - 7018 - -  Depreciation / Amortization 22805 23054 - -  Interest Expense (Income) - Net Operating -3546 -2914 - -  Unusual Expense (Income) - 3499 1973 -209  Other Operating Expenses, Total -19259 -27158 1 1","Selling/General/Admin. Expenses, Total 127786 118645 161887 170971  Research & Development - 7018 - -  Depreciation / Amortization 22805 23054 - -  Interest Expense (Income) - Net Operating -3546 -2914 - -  Unusual Expense (Income) - 3499 1973 -209  Other Operating Expenses, Total -19259 -27158 1 1","Selling/General/Admin. Expenses, Total 127786 118645 161887 170971  Research & Development - 7018 - -  Depreciation / Amortization 22805 23054 - -  Interest Expense (Income) - Net Operating -3546 -2914 - -  Unusual Expense (Income) - 3499 1973 -209  Other Operating Expenses, Total -19259 -27158 1 1"
"Selling/General/Admin. Expenses, Total",127786,118645,161887,170971
Research & Development,-,7018,-,-
Depreciation / Amortization,22805,23054,-,-
Interest Expense (Income) - Net Operating,-3546,-2914,-,-
Unusual Expense (Income),-,3499,1973,-209
"Other Operating Expenses, Total",-19259,-27158,1,1
Operating Income,32833,29431,25224,29061
"Interest Income (Expense), Net Non-Operating",-,3961,3403,2201
Gain (Loss) on Sale of Assets,24393,1645,427,1440
"Other, Net",7561,-2985,708,594
Net Income Before Taxes,879,30771,29762,33296
Provision for Income Taxes,10343,12011,9807,9625
Net Income After Taxes,-9464,18760,19955,23671
Minority Interest,14621,11373,-943,-1263
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-10381,17509,19012,22408
Total Extraordinary Items,-,-,-,-
Net Income,-10381,17509,19012,22408
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,-10381,17509,19011,22407
Dilution Adjustment,-,-,-,-
Diluted Net Income,-10381,17509,19011,22407
Diluted Weighted Average Shares,297.36,297.37,297.32,297.37
Diluted EPS Excluding Extraordinary Items,-34.91,58.88,63.94,75.35
DPS - Common Stock Primary Issue,40,39,35,34
Diluted Normalized EPS,66.38,64.36,85.71,90.48
