Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,145725,141936,134470,139432
"Revenue 145725 141936 134470 139432  Other Revenue, Total - - - -","Revenue 145725 141936 134470 139432  Other Revenue, Total - - - -","Revenue 145725 141936 134470 139432  Other Revenue, Total - - - -","Revenue 145725 141936 134470 139432  Other Revenue, Total - - - -","Revenue 145725 141936 134470 139432  Other Revenue, Total - - - -"
Revenue,145725,141936,134470,139432
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",108415,102113,95456,100632
Gross Profit,37310,39823,39014,38800
Total Operating Expenses,139933,133967,127293,132956
"Selling/General/Admin. Expenses, Total 31518 31171 28276 29499  Research & Development - - 1134 1165  Depreciation / Amortization 5434 - 1092 763  Interest Expense (Income) - Net Operating -139 - - -  Unusual Expense (Income) - 682 1334 896  Other Operating Expenses, Total -5295 1 1 1","Selling/General/Admin. Expenses, Total 31518 31171 28276 29499  Research & Development - - 1134 1165  Depreciation / Amortization 5434 - 1092 763  Interest Expense (Income) - Net Operating -139 - - -  Unusual Expense (Income) - 682 1334 896  Other Operating Expenses, Total -5295 1 1 1","Selling/General/Admin. Expenses, Total 31518 31171 28276 29499  Research & Development - - 1134 1165  Depreciation / Amortization 5434 - 1092 763  Interest Expense (Income) - Net Operating -139 - - -  Unusual Expense (Income) - 682 1334 896  Other Operating Expenses, Total -5295 1 1 1","Selling/General/Admin. Expenses, Total 31518 31171 28276 29499  Research & Development - - 1134 1165  Depreciation / Amortization 5434 - 1092 763  Interest Expense (Income) - Net Operating -139 - - -  Unusual Expense (Income) - 682 1334 896  Other Operating Expenses, Total -5295 1 1 1","Selling/General/Admin. Expenses, Total 31518 31171 28276 29499  Research & Development - - 1134 1165  Depreciation / Amortization 5434 - 1092 763  Interest Expense (Income) - Net Operating -139 - - -  Unusual Expense (Income) - 682 1334 896  Other Operating Expenses, Total -5295 1 1 1"
"Selling/General/Admin. Expenses, Total",31518,31171,28276,29499
Research & Development,-,-,1134,1165
Depreciation / Amortization,5434,-,1092,763
Interest Expense (Income) - Net Operating,-139,-,-,-
Unusual Expense (Income),-,682,1334,896
"Other Operating Expenses, Total",-5295,1,1,1
Operating Income,5792,7969,7177,6476
"Interest Income (Expense), Net Non-Operating",-,170,349,46
Gain (Loss) on Sale of Assets,124,51,-77,12151
"Other, Net",1275,370,251,342
Net Income Before Taxes,4393,8560,7700,19015
Provision for Income Taxes,2100,1769,2189,5835
Net Income After Taxes,2293,6791,5511,13180
Minority Interest,1471,-130,-178,-88
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2460,6661,5333,13092
Total Extraordinary Items,-,-,-,-
Net Income,2460,6661,5333,13092
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,2460,6660,5332,13091
Dilution Adjustment,-,-,-,-
Diluted Net Income,2460,6660,5332,13091
Diluted Weighted Average Shares,97.26,97.28,97.36,97.36
Diluted EPS Excluding Extraordinary Items,25.29,68.46,54.77,134.46
DPS - Common Stock Primary Issue,-,27,22,27
Diluted Normalized EPS,39.78,73.61,65.14,54.33
