Period Ending:,202328/02,202231/08,202228/02,202131/08
Total Revenue,24670,12434,24203,23546.54
"Revenue 24670 12327 24202 23546.54  Other Revenue, Total - 214 1 -","Revenue 24670 12327 24202 23546.54  Other Revenue, Total - 214 1 -","Revenue 24670 12327 24202 23546.54  Other Revenue, Total - 214 1 -","Revenue 24670 12327 24202 23546.54  Other Revenue, Total - 214 1 -","Revenue 24670 12327 24202 23546.54  Other Revenue, Total - 214 1 -"
Revenue,24670,12327,24202,23546.54
"Other Revenue, Total",-,214,1,-
"Cost of Revenue, Total",8316,6250,8053,7962.1
Gross Profit,16354,6184,16150,15584.44
Total Operating Expenses,13210,6707,13040,12852.05
"Selling/General/Admin. Expenses, Total - 63 - 856.93  Research & Development - - - -  Depreciation / Amortization 3989 2031 4098 4033.01  Interest Expense (Income) - Net Operating -826 -426 -869 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1731 -1547 1758 0.01","Selling/General/Admin. Expenses, Total - 63 - 856.93  Research & Development - - - -  Depreciation / Amortization 3989 2031 4098 4033.01  Interest Expense (Income) - Net Operating -826 -426 -869 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1731 -1547 1758 0.01","Selling/General/Admin. Expenses, Total - 63 - 856.93  Research & Development - - - -  Depreciation / Amortization 3989 2031 4098 4033.01  Interest Expense (Income) - Net Operating -826 -426 -869 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1731 -1547 1758 0.01","Selling/General/Admin. Expenses, Total - 63 - 856.93  Research & Development - - - -  Depreciation / Amortization 3989 2031 4098 4033.01  Interest Expense (Income) - Net Operating -826 -426 -869 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1731 -1547 1758 0.01","Selling/General/Admin. Expenses, Total - 63 - 856.93  Research & Development - - - -  Depreciation / Amortization 3989 2031 4098 4033.01  Interest Expense (Income) - Net Operating -826 -426 -869 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1731 -1547 1758 0.01"
"Selling/General/Admin. Expenses, Total",-,63,-,856.93
Research & Development,-,-,-,-
Depreciation / Amortization,3989,2031,4098,4033.01
Interest Expense (Income) - Net Operating,-826,-426,-869,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",1731,-1547,1758,0.01
Operating Income,11460,5727,11163,10694.49
"Interest Income (Expense), Net Non-Operating",-,-,-,-862.79
Gain (Loss) on Sale of Assets,214,-,-,-
"Other, Net",528,1323,907,9.69
Net Income Before Taxes,10718,5292,10256,9841.39
Provision for Income Taxes,2,-,-,1.67
Net Income After Taxes,10718,5292,10256,9839.72
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10718,5292,10256,9839.72
Total Extraordinary Items,-,-,-,-
Net Income,10718,5292,10256,9839.72
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,10718,5292,10256,9839.72
Dilution Adjustment,-,-,-,-
Diluted Net Income,10718,5292,10256,9839.72
Diluted Weighted Average Shares,0.503,0.503,0.503,0.5
Diluted EPS Excluding Extraordinary Items,21288.17,20994.22,20370.55,19762.49
DPS - Common Stock Primary Issue,21077,-,20520,20115
Diluted Normalized EPS,13172.28,13127.59,12731.59,19762.49
