Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,52205,48731,41604,38801
"Revenue 52205 48731 41604 38801  Other Revenue, Total - - - -","Revenue 52205 48731 41604 38801  Other Revenue, Total - - - -","Revenue 52205 48731 41604 38801  Other Revenue, Total - - - -","Revenue 52205 48731 41604 38801  Other Revenue, Total - - - -","Revenue 52205 48731 41604 38801  Other Revenue, Total - - - -"
Revenue,52205,48731,41604,38801
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",36005,34330,29384,28563
Gross Profit,16200,14401,12220,10238
Total Operating Expenses,49523,46152,40607,37678
"Selling/General/Admin. Expenses, Total 13518 11706 10766 8713  Research & Development - 398 307 423  Depreciation / Amortization 1518 1287 - -  Interest Expense (Income) - Net Operating -121 -161 - -  Unusual Expense (Income) - 113 148 -23  Other Operating Expenses, Total -1746 -1408 2 2","Selling/General/Admin. Expenses, Total 13518 11706 10766 8713  Research & Development - 398 307 423  Depreciation / Amortization 1518 1287 - -  Interest Expense (Income) - Net Operating -121 -161 - -  Unusual Expense (Income) - 113 148 -23  Other Operating Expenses, Total -1746 -1408 2 2","Selling/General/Admin. Expenses, Total 13518 11706 10766 8713  Research & Development - 398 307 423  Depreciation / Amortization 1518 1287 - -  Interest Expense (Income) - Net Operating -121 -161 - -  Unusual Expense (Income) - 113 148 -23  Other Operating Expenses, Total -1746 -1408 2 2","Selling/General/Admin. Expenses, Total 13518 11706 10766 8713  Research & Development - 398 307 423  Depreciation / Amortization 1518 1287 - -  Interest Expense (Income) - Net Operating -121 -161 - -  Unusual Expense (Income) - 113 148 -23  Other Operating Expenses, Total -1746 -1408 2 2","Selling/General/Admin. Expenses, Total 13518 11706 10766 8713  Research & Development - 398 307 423  Depreciation / Amortization 1518 1287 - -  Interest Expense (Income) - Net Operating -121 -161 - -  Unusual Expense (Income) - 113 148 -23  Other Operating Expenses, Total -1746 -1408 2 2"
"Selling/General/Admin. Expenses, Total",13518,11706,10766,8713
Research & Development,-,398,307,423
Depreciation / Amortization,1518,1287,-,-
Interest Expense (Income) - Net Operating,-121,-161,-,-
Unusual Expense (Income),-,113,148,-23
"Other Operating Expenses, Total",-1746,-1408,2,2
Operating Income,2682,2579,997,1123
"Interest Income (Expense), Net Non-Operating",-,223,-137,-134
Gain (Loss) on Sale of Assets,-,1165,-,-
"Other, Net",255,-2590,210,165
Net Income Before Taxes,2427,4004,1070,1154
Provision for Income Taxes,615,1299,617,509
Net Income After Taxes,1812,2705,453,645
Minority Interest,1,218,145,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1835,2680,598,645
Total Extraordinary Items,-,-,-,-
Net Income,1835,2680,598,645
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,1835,2680,598,644
Dilution Adjustment,-,-0.347,-,-
Diluted Net Income,1835,2680.35,598,644
Diluted Weighted Average Shares,19.93,19.9,19.86,20.3
Diluted EPS Excluding Extraordinary Items,92.07,134.71,30.11,31.73
DPS - Common Stock Primary Issue,-,30,20,20
Diluted Normalized EPS,74.63,91.06,33.26,31.1
