Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,3551,3324,3432.57,3188.57
"Revenue 3551 3324.41 3432.57 3188.57  Other Revenue, Total - - - -","Revenue 3551 3324.41 3432.57 3188.57  Other Revenue, Total - - - -","Revenue 3551 3324.41 3432.57 3188.57  Other Revenue, Total - - - -","Revenue 3551 3324.41 3432.57 3188.57  Other Revenue, Total - - - -","Revenue 3551 3324.41 3432.57 3188.57  Other Revenue, Total - - - -"
Revenue,3551,3324.41,3432.57,3188.57
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1137,1294.88,1162.94,1127.28
Gross Profit,2414,2029.53,2269.63,2061.29
Total Operating Expenses,3107,3062.68,2870.29,2729.47
"Selling/General/Admin. Expenses, Total 1970 1717.01 1668.17 1557.67  Research & Development - 50.79 39.18 44.29  Depreciation / Amortization 349 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 0.24  Other Operating Expenses, Total -349 - - -","Selling/General/Admin. Expenses, Total 1970 1717.01 1668.17 1557.67  Research & Development - 50.79 39.18 44.29  Depreciation / Amortization 349 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 0.24  Other Operating Expenses, Total -349 - - -","Selling/General/Admin. Expenses, Total 1970 1717.01 1668.17 1557.67  Research & Development - 50.79 39.18 44.29  Depreciation / Amortization 349 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 0.24  Other Operating Expenses, Total -349 - - -","Selling/General/Admin. Expenses, Total 1970 1717.01 1668.17 1557.67  Research & Development - 50.79 39.18 44.29  Depreciation / Amortization 349 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 0.24  Other Operating Expenses, Total -349 - - -","Selling/General/Admin. Expenses, Total 1970 1717.01 1668.17 1557.67  Research & Development - 50.79 39.18 44.29  Depreciation / Amortization 349 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 0.24  Other Operating Expenses, Total -349 - - -"
"Selling/General/Admin. Expenses, Total",1970,1717.01,1668.17,1557.67
Research & Development,-,50.79,39.18,44.29
Depreciation / Amortization,349,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,0.24
"Other Operating Expenses, Total",-349,-,-,-
Operating Income,444,261.73,562.29,459.1
"Interest Income (Expense), Net Non-Operating",-,-5.02,-2.63,-1.99
Gain (Loss) on Sale of Assets,-,-,-,2.74
"Other, Net",8,-12.53,-48.27,2.46
Net Income Before Taxes,436,244.19,511.38,462.31
Provision for Income Taxes,132,81.27,182.06,130.23
Net Income After Taxes,304,162.92,329.32,332.07
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,304,162.92,329.32,332.07
Total Extraordinary Items,-,-,-,-
Net Income,304,162.92,329.32,332.07
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,304,162.92,329.31,332.07
Dilution Adjustment,-,-,-,-
Diluted Net Income,304,162.92,329.31,332.07
Diluted Weighted Average Shares,9.89,10.22,8.14,7.14
Diluted EPS Excluding Extraordinary Items,30.73,15.94,40.48,46.48
DPS - Common Stock Primary Issue,17,17,10,-
Diluted Normalized EPS,27.55,15.94,40.48,46.22
