Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,39639,37503,34895,36177
"Revenue 39639 37503 34895 36177  Other Revenue, Total - - - -","Revenue 39639 37503 34895 36177  Other Revenue, Total - - - -","Revenue 39639 37503 34895 36177  Other Revenue, Total - - - -","Revenue 39639 37503 34895 36177  Other Revenue, Total - - - -","Revenue 39639 37503 34895 36177  Other Revenue, Total - - - -"
Revenue,39639,37503,34895,36177
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",29675,27725,25839,27749
Gross Profit,9964,9778,9056,8428
Total Operating Expenses,38117,36115,34043,35712
"Selling/General/Admin. Expenses, Total 8233 8042 7915 7688  Research & Development 330 246 - -  Depreciation / Amortization 1045 1025 288 305  Interest Expense (Income) - Net Operating -36 -44 - -  Unusual Expense (Income) - 101 - -31  Other Operating Expenses, Total -1130 -879 1 1","Selling/General/Admin. Expenses, Total 8233 8042 7915 7688  Research & Development 330 246 - -  Depreciation / Amortization 1045 1025 288 305  Interest Expense (Income) - Net Operating -36 -44 - -  Unusual Expense (Income) - 101 - -31  Other Operating Expenses, Total -1130 -879 1 1","Selling/General/Admin. Expenses, Total 8233 8042 7915 7688  Research & Development 330 246 - -  Depreciation / Amortization 1045 1025 288 305  Interest Expense (Income) - Net Operating -36 -44 - -  Unusual Expense (Income) - 101 - -31  Other Operating Expenses, Total -1130 -879 1 1","Selling/General/Admin. Expenses, Total 8233 8042 7915 7688  Research & Development 330 246 - -  Depreciation / Amortization 1045 1025 288 305  Interest Expense (Income) - Net Operating -36 -44 - -  Unusual Expense (Income) - 101 - -31  Other Operating Expenses, Total -1130 -879 1 1","Selling/General/Admin. Expenses, Total 8233 8042 7915 7688  Research & Development 330 246 - -  Depreciation / Amortization 1045 1025 288 305  Interest Expense (Income) - Net Operating -36 -44 - -  Unusual Expense (Income) - 101 - -31  Other Operating Expenses, Total -1130 -879 1 1"
"Selling/General/Admin. Expenses, Total",8233,8042,7915,7688
Research & Development,330,246,-,-
Depreciation / Amortization,1045,1025,288,305
Interest Expense (Income) - Net Operating,-36,-44,-,-
Unusual Expense (Income),-,101,-,-31
"Other Operating Expenses, Total",-1130,-879,1,1
Operating Income,1522,1388,852,465
"Interest Income (Expense), Net Non-Operating",-,31,10,49
Gain (Loss) on Sale of Assets,-57,-80,20,-30
"Other, Net",-,247,-100,-44
Net Income Before Taxes,1579,1221,782,440
Provision for Income Taxes,418,366,134,139
Net Income After Taxes,1161,855,648,301
Minority Interest,78,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1158,855,648,301
Total Extraordinary Items,-,-,-,-
Net Income,1158,855,648,301
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1158,855,648,301
Dilution Adjustment,-,-,-,-
Diluted Net Income,1158,855,648,301
Diluted Weighted Average Shares,4.52,4.67,4.76,4.83
Diluted EPS Excluding Extraordinary Items,256.48,182.89,136.24,62.32
DPS - Common Stock Primary Issue,55,43,35,35
Diluted Normalized EPS,225.52,173.94,132.75,62.18
