Period Ending:,202231/12,202131/12,202131/03,202031/03
Total Revenue,13415,9697,49020.59,37304.59
"Revenue 13415 9697.58 49020.59 37304.59  Other Revenue, Total - - - -","Revenue 13415 9697.58 49020.59 37304.59  Other Revenue, Total - - - -","Revenue 13415 9697.58 49020.59 37304.59  Other Revenue, Total - - - -","Revenue 13415 9697.58 49020.59 37304.59  Other Revenue, Total - - - -","Revenue 13415 9697.58 49020.59 37304.59  Other Revenue, Total - - - -"
Revenue,13415,9697.58,49020.59,37304.59
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2609,1738.8,40253.16,30800.12
Gross Profit,10806,7958.78,8767.43,6504.47
Total Operating Expenses,12232,8331.71,47603.52,37259.93
"Selling/General/Admin. Expenses, Total 9623 6614.26 7053.14 6276.02  Research & Development 56 45.68 88.19 31.33  Depreciation / Amortization 227 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -67.03 209.02 152.45  Other Operating Expenses, Total -283 - - -","Selling/General/Admin. Expenses, Total 9623 6614.26 7053.14 6276.02  Research & Development 56 45.68 88.19 31.33  Depreciation / Amortization 227 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -67.03 209.02 152.45  Other Operating Expenses, Total -283 - - -","Selling/General/Admin. Expenses, Total 9623 6614.26 7053.14 6276.02  Research & Development 56 45.68 88.19 31.33  Depreciation / Amortization 227 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -67.03 209.02 152.45  Other Operating Expenses, Total -283 - - -","Selling/General/Admin. Expenses, Total 9623 6614.26 7053.14 6276.02  Research & Development 56 45.68 88.19 31.33  Depreciation / Amortization 227 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -67.03 209.02 152.45  Other Operating Expenses, Total -283 - - -","Selling/General/Admin. Expenses, Total 9623 6614.26 7053.14 6276.02  Research & Development 56 45.68 88.19 31.33  Depreciation / Amortization 227 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -67.03 209.02 152.45  Other Operating Expenses, Total -283 - - -"
"Selling/General/Admin. Expenses, Total",9623,6614.26,7053.14,6276.02
Research & Development,56,45.68,88.19,31.33
Depreciation / Amortization,227,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-67.03,209.02,152.45
"Other Operating Expenses, Total",-283,-,-,-
Operating Income,1183,1365.87,1417.07,44.66
"Interest Income (Expense), Net Non-Operating",-,235.4,498.02,343.62
Gain (Loss) on Sale of Assets,2724,-,19.98,9.06
"Other, Net",-5715,9.91,31.58,44.84
Net Income Before Taxes,4174,1611.18,1966.66,442.17
Provision for Income Taxes,1581,494.21,496.25,264.37
Net Income After Taxes,2593,1116.97,1470.41,177.8
Minority Interest,295,-87.87,-48.2,-13.08
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2536,1029.09,1422.21,164.72
Total Extraordinary Items,-,-,-,-
Net Income,2536,1029.09,1422.21,164.72
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,2536,1029.09,1422.21,164.72
Dilution Adjustment,-0.938,-,-,-
Diluted Net Income,2536.94,1029.09,1422.21,164.72
Diluted Weighted Average Shares,40,38.84,41.29,39.65
Diluted EPS Excluding Extraordinary Items,63.43,26.49,34.44,4.15
DPS - Common Stock Primary Issue,14.1,5.17,7.42,2.5
Diluted Normalized EPS,22.09,25.52,38.07,5.83
