Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,456479,389901,374206,404432
"Revenue 456479 389901 374206 404432  Other Revenue, Total - - - -","Revenue 456479 389901 374206 404432  Other Revenue, Total - - - -","Revenue 456479 389901 374206 404432  Other Revenue, Total - - - -","Revenue 456479 389901 374206 404432  Other Revenue, Total - - - -","Revenue 456479 389901 374206 404432  Other Revenue, Total - - - -"
Revenue,456479,389901,374206,404432
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",252019,217091,210036,227922
Gross Profit,204460,172810,164170,176510
Total Operating Expenses,412090,359509,345398,382208
"Selling/General/Admin. Expenses, Total 160071 114099 105507 114780  Research & Development - 28319 27062 26141  Depreciation / Amortization 18037 16926 - -  Interest Expense (Income) - Net Operating -1091 -684 - -  Unusual Expense (Income) - 5599 2791 13364  Other Operating Expenses, Total -16946 -16242 2 1","Selling/General/Admin. Expenses, Total 160071 114099 105507 114780  Research & Development - 28319 27062 26141  Depreciation / Amortization 18037 16926 - -  Interest Expense (Income) - Net Operating -1091 -684 - -  Unusual Expense (Income) - 5599 2791 13364  Other Operating Expenses, Total -16946 -16242 2 1","Selling/General/Admin. Expenses, Total 160071 114099 105507 114780  Research & Development - 28319 27062 26141  Depreciation / Amortization 18037 16926 - -  Interest Expense (Income) - Net Operating -1091 -684 - -  Unusual Expense (Income) - 5599 2791 13364  Other Operating Expenses, Total -16946 -16242 2 1","Selling/General/Admin. Expenses, Total 160071 114099 105507 114780  Research & Development - 28319 27062 26141  Depreciation / Amortization 18037 16926 - -  Interest Expense (Income) - Net Operating -1091 -684 - -  Unusual Expense (Income) - 5599 2791 13364  Other Operating Expenses, Total -16946 -16242 2 1","Selling/General/Admin. Expenses, Total 160071 114099 105507 114780  Research & Development - 28319 27062 26141  Depreciation / Amortization 18037 16926 - -  Interest Expense (Income) - Net Operating -1091 -684 - -  Unusual Expense (Income) - 5599 2791 13364  Other Operating Expenses, Total -16946 -16242 2 1"
"Selling/General/Admin. Expenses, Total",160071,114099,105507,114780
Research & Development,-,28319,27062,26141
Depreciation / Amortization,18037,16926,-,-
Interest Expense (Income) - Net Operating,-1091,-684,-,-
Unusual Expense (Income),-,5599,2791,13364
"Other Operating Expenses, Total",-16946,-16242,2,1
Operating Income,44389,30392,28808,22224
"Interest Income (Expense), Net Non-Operating",-,6238,2849,1203
Gain (Loss) on Sale of Assets,2421,-1807,53,2795
"Other, Net",-7830,2090,-186,-463
Net Income Before Taxes,49798,30109,31524,25759
Provision for Income Taxes,7863,6435,10220,9349
Net Income After Taxes,41935,23674,21304,16410
Minority Interest,7200,6769,-2084,-1722
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,38920,21282,19220,14688
Total Extraordinary Items,-,-,-,-
Net Income,38920,21282,19220,14688
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,38920,21282,19219,14686
Dilution Adjustment,-,-,-,-
Diluted Net Income,38920,21282,19219,14686
Diluted Weighted Average Shares,266.93,266.93,266.93,266.93
Diluted EPS Excluding Extraordinary Items,145.81,79.73,72,55.02
DPS - Common Stock Primary Issue,34,34,34,34
Diluted Normalized EPS,102.52,74.76,81.08,83.08
