Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,31914,31535,33796,33384
"Revenue 31914 31535 33796 33384  Other Revenue, Total - - - -","Revenue 31914 31535 33796 33384  Other Revenue, Total - - - -","Revenue 31914 31535 33796 33384  Other Revenue, Total - - - -","Revenue 31914 31535 33796 33384  Other Revenue, Total - - - -","Revenue 31914 31535 33796 33384  Other Revenue, Total - - - -"
Revenue,31914,31535,33796,33384
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",28665,28323,29739,29602
Gross Profit,3249,3212,4057,3782
Total Operating Expenses,30904,30637,32004,31820
"Selling/General/Admin. Expenses, Total 2239 2279 2166 2115  Research & Development - - 66 61  Depreciation / Amortization 470 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35 32 41  Other Operating Expenses, Total -470 - 1 1","Selling/General/Admin. Expenses, Total 2239 2279 2166 2115  Research & Development - - 66 61  Depreciation / Amortization 470 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35 32 41  Other Operating Expenses, Total -470 - 1 1","Selling/General/Admin. Expenses, Total 2239 2279 2166 2115  Research & Development - - 66 61  Depreciation / Amortization 470 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35 32 41  Other Operating Expenses, Total -470 - 1 1","Selling/General/Admin. Expenses, Total 2239 2279 2166 2115  Research & Development - - 66 61  Depreciation / Amortization 470 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35 32 41  Other Operating Expenses, Total -470 - 1 1","Selling/General/Admin. Expenses, Total 2239 2279 2166 2115  Research & Development - - 66 61  Depreciation / Amortization 470 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35 32 41  Other Operating Expenses, Total -470 - 1 1"
"Selling/General/Admin. Expenses, Total",2239,2279,2166,2115
Research & Development,-,-,66,61
Depreciation / Amortization,470,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,35,32,41
"Other Operating Expenses, Total",-470,-,1,1
Operating Income,1010,898,1792,1564
"Interest Income (Expense), Net Non-Operating",-,2,1,-
Gain (Loss) on Sale of Assets,6,17,8,-6
"Other, Net",53,5,-1,3
Net Income Before Taxes,951,922,1800,1561
Provision for Income Taxes,321,295,599,541
Net Income After Taxes,630,627,1201,1020
Minority Interest,-,-,-11,17
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,630,627,1190,1037
Total Extraordinary Items,-,-,-,-
Net Income,630,627,1190,1037
Total Adjustments to Net Income,-,-,-2,1
Income Available to Common Excluding Extraordinary Items,630,627,1188,1038
Dilution Adjustment,-,-,-,-
Diluted Net Income,630,627,1188,1038
Diluted Weighted Average Shares,9.14,9.13,9.12,9.12
Diluted EPS Excluding Extraordinary Items,68.96,68.69,130.21,113.79
DPS - Common Stock Primary Issue,-,30,28,26
Diluted Normalized EPS,69.03,70.03,131.96,117.16
