Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,152339,203785,196045,189527
"Revenue 152339 203785 196045 189527  Other Revenue, Total - - - -","Revenue 152339 203785 196045 189527  Other Revenue, Total - - - -","Revenue 152339 203785 196045 189527  Other Revenue, Total - - - -","Revenue 152339 203785 196045 189527  Other Revenue, Total - - - -","Revenue 152339 203785 196045 189527  Other Revenue, Total - - - -"
Revenue,152339,203785,196045,189527
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",89870,121451,117094,119109
Gross Profit,62469,82334,78951,70418
Total Operating Expenses,144898,193663,189054,186574
"Selling/General/Admin. Expenses, Total 49907 65381 61299 60146  Research & Development 3217 3172 2673 2663  Depreciation / Amortization 3852 3113 3972 4350  Interest Expense (Income) - Net Operating -23 - - -  Unusual Expense (Income) - 545 4016 305  Other Operating Expenses, Total -1925 1 - 1","Selling/General/Admin. Expenses, Total 49907 65381 61299 60146  Research & Development 3217 3172 2673 2663  Depreciation / Amortization 3852 3113 3972 4350  Interest Expense (Income) - Net Operating -23 - - -  Unusual Expense (Income) - 545 4016 305  Other Operating Expenses, Total -1925 1 - 1","Selling/General/Admin. Expenses, Total 49907 65381 61299 60146  Research & Development 3217 3172 2673 2663  Depreciation / Amortization 3852 3113 3972 4350  Interest Expense (Income) - Net Operating -23 - - -  Unusual Expense (Income) - 545 4016 305  Other Operating Expenses, Total -1925 1 - 1","Selling/General/Admin. Expenses, Total 49907 65381 61299 60146  Research & Development 3217 3172 2673 2663  Depreciation / Amortization 3852 3113 3972 4350  Interest Expense (Income) - Net Operating -23 - - -  Unusual Expense (Income) - 545 4016 305  Other Operating Expenses, Total -1925 1 - 1","Selling/General/Admin. Expenses, Total 49907 65381 61299 60146  Research & Development 3217 3172 2673 2663  Depreciation / Amortization 3852 3113 3972 4350  Interest Expense (Income) - Net Operating -23 - - -  Unusual Expense (Income) - 545 4016 305  Other Operating Expenses, Total -1925 1 - 1"
"Selling/General/Admin. Expenses, Total",49907,65381,61299,60146
Research & Development,3217,3172,2673,2663
Depreciation / Amortization,3852,3113,3972,4350
Interest Expense (Income) - Net Operating,-23,-,-,-
Unusual Expense (Income),-,545,4016,305
"Other Operating Expenses, Total",-1925,1,-,1
Operating Income,7441,10122,6991,2953
"Interest Income (Expense), Net Non-Operating",-,399,124,5
Gain (Loss) on Sale of Assets,31,113,-4,9
"Other, Net",-645,329,167,405
Net Income Before Taxes,8055,10963,7278,3372
Provision for Income Taxes,2416,3536,3425,1811
Net Income After Taxes,5639,7427,3853,1561
Minority Interest,5224,-283,-305,-310
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5303,7144,3548,1251
Total Extraordinary Items,-,-,-,-
Net Income,5303,7144,3548,1251
Total Adjustments to Net Income,-,-2,-1,-1
Income Available to Common Excluding Extraordinary Items,5303,7142,3547,1250
Dilution Adjustment,-,-,-,-
Diluted Net Income,5303,7142,3547,1250
Diluted Weighted Average Shares,22.06,22.06,20.79,20.23
Diluted EPS Excluding Extraordinary Items,240.44,323.72,170.64,61.8
DPS - Common Stock Primary Issue,118,118,115,100
Diluted Normalized EPS,215.18,420.21,410.09,229.45
