Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,279037,266257,249605,241555
"Revenue 279037 266257 249605 241555  Other Revenue, Total - - - -","Revenue 279037 266257 249605 241555  Other Revenue, Total - - - -","Revenue 279037 266257 249605 241555  Other Revenue, Total - - - -","Revenue 279037 266257 249605 241555  Other Revenue, Total - - - -","Revenue 279037 266257 249605 241555  Other Revenue, Total - - - -"
Revenue,279037,266257,249605,241555
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",112950,109671,98221,94831
Gross Profit,166087,156586,151384,146724
Total Operating Expenses,282127,230371,237418,209169
"Selling/General/Admin. Expenses, Total - 82845 79554 73360  Research & Development 28297 25800 24112 23341  Depreciation / Amortization 17249 11965 10650 9898  Interest Expense (Income) - Net Operating -1499 - - -  Unusual Expense (Income) - - 25670 7474  Other Operating Expenses, Total -48358 90 24881 265","Selling/General/Admin. Expenses, Total - 82845 79554 73360  Research & Development 28297 25800 24112 23341  Depreciation / Amortization 17249 11965 10650 9898  Interest Expense (Income) - Net Operating -1499 - - -  Unusual Expense (Income) - - 25670 7474  Other Operating Expenses, Total -48358 90 24881 265","Selling/General/Admin. Expenses, Total - 82845 79554 73360  Research & Development 28297 25800 24112 23341  Depreciation / Amortization 17249 11965 10650 9898  Interest Expense (Income) - Net Operating -1499 - - -  Unusual Expense (Income) - - 25670 7474  Other Operating Expenses, Total -48358 90 24881 265","Selling/General/Admin. Expenses, Total - 82845 79554 73360  Research & Development 28297 25800 24112 23341  Depreciation / Amortization 17249 11965 10650 9898  Interest Expense (Income) - Net Operating -1499 - - -  Unusual Expense (Income) - - 25670 7474  Other Operating Expenses, Total -48358 90 24881 265","Selling/General/Admin. Expenses, Total - 82845 79554 73360  Research & Development 28297 25800 24112 23341  Depreciation / Amortization 17249 11965 10650 9898  Interest Expense (Income) - Net Operating -1499 - - -  Unusual Expense (Income) - - 25670 7474  Other Operating Expenses, Total -48358 90 24881 265"
"Selling/General/Admin. Expenses, Total",-,82845,79554,73360
Research & Development,28297,25800,24112,23341
Depreciation / Amortization,17249,11965,10650,9898
Interest Expense (Income) - Net Operating,-1499,-,-,-
Unusual Expense (Income),-,-,25670,7474
"Other Operating Expenses, Total",-48358,90,24881,265
Operating Income,-3090,35886,12187,32386
"Interest Income (Expense), Net Non-Operating",-,-270,-500,270
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",2709,-,1,-565
Net Income Before Taxes,-5799,35616,11688,32091
Provision for Income Taxes,9184,8427,2562,10377
Net Income After Taxes,-14983,27189,9126,21714
Minority Interest,-683,29,185,1904
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-14948,27218,9311,23618
Total Extraordinary Items,-,-,-,-
Net Income,-14948,27218,9311,23618
Total Adjustments to Net Income,-7,-6,-4,-
Income Available to Common Excluding Extraordinary Items,-14955,27212,9307,23618
Dilution Adjustment,6.41,6,4,2
Diluted Net Income,-14954.41,27218,9311,23620
Diluted Weighted Average Shares,387.42,400.46,400.39,400.25
Diluted EPS Excluding Extraordinary Items,-38.6,67.97,23.25,59.01
DPS - Common Stock Primary Issue,32,32,28,27
Diluted Normalized EPS,-9.26,67.97,23.25,71.65
