Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,25437,15711.29,22909.69,30896.63
"Revenue 25437 15711.29 22909.69 30896.63  Other Revenue, Total - - - -","Revenue 25437 15711.29 22909.69 30896.63  Other Revenue, Total - - - -","Revenue 25437 15711.29 22909.69 30896.63  Other Revenue, Total - - - -","Revenue 25437 15711.29 22909.69 30896.63  Other Revenue, Total - - - -","Revenue 25437 15711.29 22909.69 30896.63  Other Revenue, Total - - - -"
Revenue,25437,15711.29,22909.69,30896.63
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",23008,19995.92,21396.77,22979.36
Gross Profit,2429,-4284.63,1512.92,7917.28
Total Operating Expenses,27595,24482.65,27037.44,28690.79
"Selling/General/Admin. Expenses, Total 4587 4288.84 4969.68 5485.54  Research & Development - - - -  Depreciation / Amortization 522 - - -  Interest Expense (Income) - Net Operating -104 - - -  Unusual Expense (Income) - 197.89 670.98 225.89  Other Operating Expenses, Total -418 - - -","Selling/General/Admin. Expenses, Total 4587 4288.84 4969.68 5485.54  Research & Development - - - -  Depreciation / Amortization 522 - - -  Interest Expense (Income) - Net Operating -104 - - -  Unusual Expense (Income) - 197.89 670.98 225.89  Other Operating Expenses, Total -418 - - -","Selling/General/Admin. Expenses, Total 4587 4288.84 4969.68 5485.54  Research & Development - - - -  Depreciation / Amortization 522 - - -  Interest Expense (Income) - Net Operating -104 - - -  Unusual Expense (Income) - 197.89 670.98 225.89  Other Operating Expenses, Total -418 - - -","Selling/General/Admin. Expenses, Total 4587 4288.84 4969.68 5485.54  Research & Development - - - -  Depreciation / Amortization 522 - - -  Interest Expense (Income) - Net Operating -104 - - -  Unusual Expense (Income) - 197.89 670.98 225.89  Other Operating Expenses, Total -418 - - -","Selling/General/Admin. Expenses, Total 4587 4288.84 4969.68 5485.54  Research & Development - - - -  Depreciation / Amortization 522 - - -  Interest Expense (Income) - Net Operating -104 - - -  Unusual Expense (Income) - 197.89 670.98 225.89  Other Operating Expenses, Total -418 - - -"
"Selling/General/Admin. Expenses, Total",4587,4288.84,4969.68,5485.54
Research & Development,-,-,-,-
Depreciation / Amortization,522,-,-,-
Interest Expense (Income) - Net Operating,-104,-,-,-
Unusual Expense (Income),-,197.89,670.98,225.89
"Other Operating Expenses, Total",-418,-,-,-
Operating Income,-2158,-8771.36,-4127.74,2205.84
"Interest Income (Expense), Net Non-Operating",-,-49.79,-13.72,-30.14
Gain (Loss) on Sale of Assets,8,0.04,-30.68,1.5
"Other, Net",-34,277.13,-43.95,32.17
Net Income Before Taxes,-2132,-8543.99,-4216.09,2209.38
Provision for Income Taxes,46,259.33,118.81,699.88
Net Income After Taxes,-2178,-8803.32,-4334.89,1509.5
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-2178,-8803.32,-4334.89,1509.5
Total Extraordinary Items,-,-,-,-
Net Income,-2178,-8803.32,-4334.89,1509.5
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-2178,-8803.32,-4334.89,1509.5
Dilution Adjustment,-,-,-,-
Diluted Net Income,-2178,-8803.32,-4334.89,1509.5
Diluted Weighted Average Shares,12.88,12.88,12.88,12.87
Diluted EPS Excluding Extraordinary Items,-169.15,-683.68,-336.62,117.28
DPS - Common Stock Primary Issue,-,-,10,23
Diluted Normalized EPS,-98.1,-673.57,-299.74,130.66
