Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,119177,117752,99918,119028
"Revenue 119177 117752 99918 119028  Other Revenue, Total - - - -","Revenue 119177 117752 99918 119028  Other Revenue, Total - - - -","Revenue 119177 117752 99918 119028  Other Revenue, Total - - - -","Revenue 119177 117752 99918 119028  Other Revenue, Total - - - -","Revenue 119177 117752 99918 119028  Other Revenue, Total - - - -"
Revenue,119177,117752,99918,119028
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",80215,79334,65332,78816
Gross Profit,38962,38418,34586,40212
Total Operating Expenses,106508,105724,87547,106595
"Selling/General/Admin. Expenses, Total 25216 23976 20755 24101  Research & Development - - 2047 2220  Depreciation / Amortization 5927 1071 1103 1288  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 1342 -1690 168  Other Operating Expenses, Total -4831 1 - 2","Selling/General/Admin. Expenses, Total 25216 23976 20755 24101  Research & Development - - 2047 2220  Depreciation / Amortization 5927 1071 1103 1288  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 1342 -1690 168  Other Operating Expenses, Total -4831 1 - 2","Selling/General/Admin. Expenses, Total 25216 23976 20755 24101  Research & Development - - 2047 2220  Depreciation / Amortization 5927 1071 1103 1288  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 1342 -1690 168  Other Operating Expenses, Total -4831 1 - 2","Selling/General/Admin. Expenses, Total 25216 23976 20755 24101  Research & Development - - 2047 2220  Depreciation / Amortization 5927 1071 1103 1288  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 1342 -1690 168  Other Operating Expenses, Total -4831 1 - 2","Selling/General/Admin. Expenses, Total 25216 23976 20755 24101  Research & Development - - 2047 2220  Depreciation / Amortization 5927 1071 1103 1288  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 1342 -1690 168  Other Operating Expenses, Total -4831 1 - 2"
"Selling/General/Admin. Expenses, Total",25216,23976,20755,24101
Research & Development,-,-,2047,2220
Depreciation / Amortization,5927,1071,1103,1288
Interest Expense (Income) - Net Operating,-19,-,-,-
Unusual Expense (Income),-,1342,-1690,168
"Other Operating Expenses, Total",-4831,1,-,2
Operating Income,12669,12028,12371,12433
"Interest Income (Expense), Net Non-Operating",-,2646,2325,2321
Gain (Loss) on Sale of Assets,259,-14,-201,-76
"Other, Net",-4217,1185,1967,882
Net Income Before Taxes,16627,15845,16462,15560
Provision for Income Taxes,4465,4403,5078,4143
Net Income After Taxes,12162,11442,11384,11417
Minority Interest,30120,-2394,-1384,-1967
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9973,9048,10000,9450
Total Extraordinary Items,-,-,-,-
Net Income,9973,9048,10000,9450
Total Adjustments to Net Income,-,-2,-1,-1
Income Available to Common Excluding Extraordinary Items,9973,9046,9999,9449
Dilution Adjustment,-,-,-,-
Diluted Net Income,9973,9046,9999,9449
Diluted Weighted Average Shares,115.83,117.6,117.98,119.81
Diluted EPS Excluding Extraordinary Items,86.1,76.92,84.75,78.87
DPS - Common Stock Primary Issue,-,40,26,24
Diluted Normalized EPS,70.8,85.25,76.02,80.36
