Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,78417,72759,60370,42645
"Revenue 78417 72759 60370 42645  Other Revenue, Total - - - -","Revenue 78417 72759 60370 42645  Other Revenue, Total - - - -","Revenue 78417 72759 60370 42645  Other Revenue, Total - - - -","Revenue 78417 72759 60370 42645  Other Revenue, Total - - - -","Revenue 78417 72759 60370 42645  Other Revenue, Total - - - -"
Revenue,78417,72759,60370,42645
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",21317,22156,21298,20088
Gross Profit,57100,50603,39072,22557
Total Operating Expenses,39283,38231,35971,32563
"Selling/General/Admin. Expenses, Total 17966 15316 13502 7428  Research & Development - 759 1171 1026  Depreciation / Amortization 1643 1555 1547 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7578 -323 4020  Other Operating Expenses, Total -1643 -1555 -1547 1","Selling/General/Admin. Expenses, Total 17966 15316 13502 7428  Research & Development - 759 1171 1026  Depreciation / Amortization 1643 1555 1547 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7578 -323 4020  Other Operating Expenses, Total -1643 -1555 -1547 1","Selling/General/Admin. Expenses, Total 17966 15316 13502 7428  Research & Development - 759 1171 1026  Depreciation / Amortization 1643 1555 1547 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7578 -323 4020  Other Operating Expenses, Total -1643 -1555 -1547 1","Selling/General/Admin. Expenses, Total 17966 15316 13502 7428  Research & Development - 759 1171 1026  Depreciation / Amortization 1643 1555 1547 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7578 -323 4020  Other Operating Expenses, Total -1643 -1555 -1547 1","Selling/General/Admin. Expenses, Total 17966 15316 13502 7428  Research & Development - 759 1171 1026  Depreciation / Amortization 1643 1555 1547 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7578 -323 4020  Other Operating Expenses, Total -1643 -1555 -1547 1"
"Selling/General/Admin. Expenses, Total",17966,15316,13502,7428
Research & Development,-,759,1171,1026
Depreciation / Amortization,1643,1555,1547,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,7578,-323,4020
"Other Operating Expenses, Total",-1643,-1555,-1547,1
Operating Income,39134,34528,24399,10082
"Interest Income (Expense), Net Non-Operating",-,21069,13993,8442
Gain (Loss) on Sale of Assets,-14426,14850,7664,1559
"Other, Net",13597,-28960,-22439,164
Net Income Before Taxes,39963,48638,39174,20247
Provision for Income Taxes,9028,13279,9624,4941
Net Income After Taxes,30935,35359,29550,15306
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,30935,35359,29550,15306
Total Extraordinary Items,-,-,-,-
Net Income,30935,35359,29550,15306
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,30935,35359,29550,15306
Dilution Adjustment,558,186,-1.28,-0.394
Diluted Net Income,30377,35173,29551.28,15306.39
Diluted Weighted Average Shares,332.99,335.45,332.56,330.32
Diluted EPS Excluding Extraordinary Items,91.23,104.85,88.86,46.34
DPS - Common Stock Primary Issue,50,54,45,23.46
Diluted Normalized EPS,102.73,76.2,58.52,32.43
