Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,17292,17318,16007,16463.35
"Revenue 17292 17318 16007 16463.35  Other Revenue, Total - - - -","Revenue 17292 17318 16007 16463.35  Other Revenue, Total - - - -","Revenue 17292 17318 16007 16463.35  Other Revenue, Total - - - -","Revenue 17292 17318 16007 16463.35  Other Revenue, Total - - - -","Revenue 17292 17318 16007 16463.35  Other Revenue, Total - - - -"
Revenue,17292,17318,16007,16463.35
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",14308,14279,13338,13925.91
Gross Profit,2984,3039,2669,2537.44
Total Operating Expenses,16397,16487,15464,16270.14
"Selling/General/Admin. Expenses, Total 2089 2208 2126 2228.6  Research & Development - - - -  Depreciation / Amortization 510 547 585 -  Interest Expense (Income) - Net Operating -107 -114 -120 -  Unusual Expense (Income) - 155.55 582.75 115.63  Other Operating Expenses, Total -403 -433 -465 -","Selling/General/Admin. Expenses, Total 2089 2208 2126 2228.6  Research & Development - - - -  Depreciation / Amortization 510 547 585 -  Interest Expense (Income) - Net Operating -107 -114 -120 -  Unusual Expense (Income) - 155.55 582.75 115.63  Other Operating Expenses, Total -403 -433 -465 -","Selling/General/Admin. Expenses, Total 2089 2208 2126 2228.6  Research & Development - - - -  Depreciation / Amortization 510 547 585 -  Interest Expense (Income) - Net Operating -107 -114 -120 -  Unusual Expense (Income) - 155.55 582.75 115.63  Other Operating Expenses, Total -403 -433 -465 -","Selling/General/Admin. Expenses, Total 2089 2208 2126 2228.6  Research & Development - - - -  Depreciation / Amortization 510 547 585 -  Interest Expense (Income) - Net Operating -107 -114 -120 -  Unusual Expense (Income) - 155.55 582.75 115.63  Other Operating Expenses, Total -403 -433 -465 -","Selling/General/Admin. Expenses, Total 2089 2208 2126 2228.6  Research & Development - - - -  Depreciation / Amortization 510 547 585 -  Interest Expense (Income) - Net Operating -107 -114 -120 -  Unusual Expense (Income) - 155.55 582.75 115.63  Other Operating Expenses, Total -403 -433 -465 -"
"Selling/General/Admin. Expenses, Total",2089,2208,2126,2228.6
Research & Development,-,-,-,-
Depreciation / Amortization,510,547,585,-
Interest Expense (Income) - Net Operating,-107,-114,-120,-
Unusual Expense (Income),-,155.55,582.75,115.63
"Other Operating Expenses, Total",-403,-433,-465,-
Operating Income,895,831,543,193.21
"Interest Income (Expense), Net Non-Operating",-,-115.33,-239.03,-243.43
Gain (Loss) on Sale of Assets,-22,-5,3.84,255.3
"Other, Net",339,305,853,-34.69
Net Income Before Taxes,578,531,-310,170.39
Provision for Income Taxes,206,104,87,156.39
Net Income After Taxes,372,427,-397,14
Minority Interest,22,15,8,-2.73
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,365,421,-401,11.28
Total Extraordinary Items,-,-,-,-
Net Income,365,421,-401,11.28
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,365,421,-401,11.28
Dilution Adjustment,-,-,-,-
Diluted Net Income,365,421,-401,11.28
Diluted Weighted Average Shares,10.11,10.1,10.44,10.29
Diluted EPS Excluding Extraordinary Items,36.1,41.67,-38.4,1.1
DPS - Common Stock Primary Issue,10,10,8,8
Diluted Normalized EPS,44.62,42.21,15.96,0.94
