Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,101007,92168,80437,92965
"Revenue 101007 92168 80437 92965  Other Revenue, Total - - - -","Revenue 101007 92168 80437 92965  Other Revenue, Total - - - -","Revenue 101007 92168 80437 92965  Other Revenue, Total - - - -","Revenue 101007 92168 80437 92965  Other Revenue, Total - - - -","Revenue 101007 92168 80437 92965  Other Revenue, Total - - - -"
Revenue,101007,92168,80437,92965
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",83222,73528,69017,78413
Gross Profit,17785,18640,11420,14552
Total Operating Expenses,-,86710,85397,91680
"Selling/General/Admin. Expenses, Total 14163 13077 10110 10166  Research & Development - - 2389 2628  Depreciation / Amortization 5714 - - -  Interest Expense (Income) - Net Operating -253 - - -  Unusual Expense (Income) - 104 3880 472  Other Operating Expenses, Total -5461 1 1 1","Selling/General/Admin. Expenses, Total 14163 13077 10110 10166  Research & Development - - 2389 2628  Depreciation / Amortization 5714 - - -  Interest Expense (Income) - Net Operating -253 - - -  Unusual Expense (Income) - 104 3880 472  Other Operating Expenses, Total -5461 1 1 1","Selling/General/Admin. Expenses, Total 14163 13077 10110 10166  Research & Development - - 2389 2628  Depreciation / Amortization 5714 - - -  Interest Expense (Income) - Net Operating -253 - - -  Unusual Expense (Income) - 104 3880 472  Other Operating Expenses, Total -5461 1 1 1","Selling/General/Admin. Expenses, Total 14163 13077 10110 10166  Research & Development - - 2389 2628  Depreciation / Amortization 5714 - - -  Interest Expense (Income) - Net Operating -253 - - -  Unusual Expense (Income) - 104 3880 472  Other Operating Expenses, Total -5461 1 1 1","Selling/General/Admin. Expenses, Total 14163 13077 10110 10166  Research & Development - - 2389 2628  Depreciation / Amortization 5714 - - -  Interest Expense (Income) - Net Operating -253 - - -  Unusual Expense (Income) - 104 3880 472  Other Operating Expenses, Total -5461 1 1 1"
"Selling/General/Admin. Expenses, Total",14163,13077,10110,10166
Research & Development,-,-,2389,2628
Depreciation / Amortization,5714,-,-,-
Interest Expense (Income) - Net Operating,-253,-,-,-
Unusual Expense (Income),-,104,3880,472
"Other Operating Expenses, Total",-5461,1,1,1
Operating Income,3622,5458,-4960,1285
"Interest Income (Expense), Net Non-Operating",-,1518,580,-44
Gain (Loss) on Sale of Assets,67,64,-366,-
"Other, Net",-517,-219,-330,-116
Net Income Before Taxes,4072,6821,-5076,1125
Provision for Income Taxes,2428,918,484,5281
Net Income After Taxes,-,5903,-5560,-4156
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1644,5903,-5560,-4156
Total Extraordinary Items,-,-,-,-
Net Income,1644,5903,-5560,-4156
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,1644,5902,-5561,-4156
Dilution Adjustment,-,-,-,-
Diluted Net Income,1644,5902,-5561,-4156
Diluted Weighted Average Shares,10.31,10.31,10.3,10.3
Diluted EPS Excluding Extraordinary Items,159.48,572.64,-539.69,-403.46
DPS - Common Stock Primary Issue,130,100,-,62.5
Diluted Normalized EPS,262.22,575.99,-271.85,-373.67
