Period Ending:,202320/03,202220/03,202120/03,202020/03
Total Revenue,44500,45576,43767.11,51464.35
"Revenue 44577 45576 43767.11 51464.35  Other Revenue, Total - - - -","Revenue 44577 45576 43767.11 51464.35  Other Revenue, Total - - - -","Revenue 44577 45576 43767.11 51464.35  Other Revenue, Total - - - -","Revenue 44577 45576 43767.11 51464.35  Other Revenue, Total - - - -","Revenue 44577 45576 43767.11 51464.35  Other Revenue, Total - - - -"
Revenue,44577,45576,43767.11,51464.35
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",39930,39947,38811.14,45803.88
Gross Profit,-,5629,4955.97,5660.47
Total Operating Expenses,42384,41898,40685.23,48024.41
"Selling/General/Admin. Expenses, Total 2454 1914 1841.98 1936.85  Research & Development - 157 - -  Depreciation / Amortization 513 411 32.1 84.47  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - -7.25 0.01 199.21  Other Operating Expenses, Total -437 -514 - -","Selling/General/Admin. Expenses, Total 2454 1914 1841.98 1936.85  Research & Development - 157 - -  Depreciation / Amortization 513 411 32.1 84.47  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - -7.25 0.01 199.21  Other Operating Expenses, Total -437 -514 - -","Selling/General/Admin. Expenses, Total 2454 1914 1841.98 1936.85  Research & Development - 157 - -  Depreciation / Amortization 513 411 32.1 84.47  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - -7.25 0.01 199.21  Other Operating Expenses, Total -437 -514 - -","Selling/General/Admin. Expenses, Total 2454 1914 1841.98 1936.85  Research & Development - 157 - -  Depreciation / Amortization 513 411 32.1 84.47  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - -7.25 0.01 199.21  Other Operating Expenses, Total -437 -514 - -","Selling/General/Admin. Expenses, Total 2454 1914 1841.98 1936.85  Research & Development - 157 - -  Depreciation / Amortization 513 411 32.1 84.47  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - -7.25 0.01 199.21  Other Operating Expenses, Total -437 -514 - -"
"Selling/General/Admin. Expenses, Total",2454,1914,1841.98,1936.85
Research & Development,-,157,-,-
Depreciation / Amortization,513,411,32.1,84.47
Interest Expense (Income) - Net Operating,-17,-17,-,-
Unusual Expense (Income),-,-7.25,0.01,199.21
"Other Operating Expenses, Total",-437,-514,-,-
Operating Income,2421,3678,3081.88,3439.94
"Interest Income (Expense), Net Non-Operating",-,258.6,301.15,204.1
Gain (Loss) on Sale of Assets,588,-115,1.31,2.07
"Other, Net",-1529,-187,53.8,6.68
Net Income Before Taxes,3056,3980,3438.15,3652.8
Provision for Income Taxes,-,1225,1152.48,1254.78
Net Income After Taxes,1857,2755,2285.67,2398.02
Minority Interest,23,32,2.85,0.36
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,2757,2288.51,2398.38
Total Extraordinary Items,-,-,-,-
Net Income,-,2757,2288.51,2398.38
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1866,2757,2288.51,2398.38
Dilution Adjustment,-,-,-,-
Diluted Net Income,1866,2757,2288.51,2398.38
Diluted Weighted Average Shares,25.62,25.66,25.73,25.99
Diluted EPS Excluding Extraordinary Items,80.67,107.46,88.96,92.27
DPS - Common Stock Primary Issue,-,25,15,15
Diluted Normalized EPS,67.99,97.38,90.17,100.5
