Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Revenue,792368,834060,847905,894021
"Revenue 792368 834060 847905 894021  Other Revenue, Total - - - -","Revenue 792368 834060 847905 894021  Other Revenue, Total - - - -","Revenue 792368 834060 847905 894021  Other Revenue, Total - - - -","Revenue 792368 834060 847905 894021  Other Revenue, Total - - - -","Revenue 792368 834060 847905 894021  Other Revenue, Total - - - -"
Revenue,792368,834060,847905,894021
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",578525,595501,616899,650576
Gross Profit,213843,238559,231006,243445
Total Operating Expenses,774505,815841,837897,874320
"Selling/General/Admin. Expenses, Total 185601 210384 210087 212779  Research & Development - - - -  Depreciation / Amortization 10206 10295 8852 7721  Interest Expense (Income) - Net Operating -274 -320 - -  Unusual Expense (Income) - 2151 2058 3242  Other Operating Expenses, Total 447 -19 1 2","Selling/General/Admin. Expenses, Total 185601 210384 210087 212779  Research & Development - - - -  Depreciation / Amortization 10206 10295 8852 7721  Interest Expense (Income) - Net Operating -274 -320 - -  Unusual Expense (Income) - 2151 2058 3242  Other Operating Expenses, Total 447 -19 1 2","Selling/General/Admin. Expenses, Total 185601 210384 210087 212779  Research & Development - - - -  Depreciation / Amortization 10206 10295 8852 7721  Interest Expense (Income) - Net Operating -274 -320 - -  Unusual Expense (Income) - 2151 2058 3242  Other Operating Expenses, Total 447 -19 1 2","Selling/General/Admin. Expenses, Total 185601 210384 210087 212779  Research & Development - - - -  Depreciation / Amortization 10206 10295 8852 7721  Interest Expense (Income) - Net Operating -274 -320 - -  Unusual Expense (Income) - 2151 2058 3242  Other Operating Expenses, Total 447 -19 1 2","Selling/General/Admin. Expenses, Total 185601 210384 210087 212779  Research & Development - - - -  Depreciation / Amortization 10206 10295 8852 7721  Interest Expense (Income) - Net Operating -274 -320 - -  Unusual Expense (Income) - 2151 2058 3242  Other Operating Expenses, Total 447 -19 1 2"
"Selling/General/Admin. Expenses, Total",185601,210384,210087,212779
Research & Development,-,-,-,-
Depreciation / Amortization,10206,10295,8852,7721
Interest Expense (Income) - Net Operating,-274,-320,-,-
Unusual Expense (Income),-,2151,2058,3242
"Other Operating Expenses, Total",447,-19,1,2
Operating Income,17863,18219,10008,19701
"Interest Income (Expense), Net Non-Operating",-,151,18,53
Gain (Loss) on Sale of Assets,-68,-49,8,36
"Other, Net",3283,-1272,2595,2883
Net Income Before Taxes,14648,19540,12629,22673
Provision for Income Taxes,5275,6785,3386,4676
Net Income After Taxes,9373,12755,9243,17997
Minority Interest,37574,35640,-3793,-3948
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5765,8761,5450,14049
Total Extraordinary Items,-,-,-,-
Net Income,5765,8761,5450,14049
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,5765,8761,5450,14047
Dilution Adjustment,-,5,-1,-
Diluted Net Income,5765,8756,5449,14047
Diluted Weighted Average Shares,173.85,176,175.97,177.63
Diluted EPS Excluding Extraordinary Items,33.16,49.75,30.97,79.08
DPS - Common Stock Primary Issue,15,15,13,20
Diluted Normalized EPS,54.04,54.12,41.7,95.43
