Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,158377,143543,134732,143645
"Revenue - 143543 134732 143645  Other Revenue, Total - - - -","Revenue - 143543 134732 143645  Other Revenue, Total - - - -","Revenue - 143543 134732 143645  Other Revenue, Total - - - -","Revenue - 143543 134732 143645  Other Revenue, Total - - - -","Revenue - 143543 134732 143645  Other Revenue, Total - - - -"
Revenue,-,143543,134732,143645
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,84556,79758,86283
Gross Profit,-,58987,54974,57362
Total Operating Expenses,-,124301,117215,125113
"Selling/General/Admin. Expenses, Total - 33289 30570 31797  Research & Development - 2905 3165 3578  Depreciation / Amortization - 6879 6733 3945  Interest Expense (Income) - Net Operating - -68 -71 11  Unusual Expense (Income) - - -469 -122  Other Operating Expenses, Total - -3260 -2940 -379","Selling/General/Admin. Expenses, Total - 33289 30570 31797  Research & Development - 2905 3165 3578  Depreciation / Amortization - 6879 6733 3945  Interest Expense (Income) - Net Operating - -68 -71 11  Unusual Expense (Income) - - -469 -122  Other Operating Expenses, Total - -3260 -2940 -379","Selling/General/Admin. Expenses, Total - 33289 30570 31797  Research & Development - 2905 3165 3578  Depreciation / Amortization - 6879 6733 3945  Interest Expense (Income) - Net Operating - -68 -71 11  Unusual Expense (Income) - - -469 -122  Other Operating Expenses, Total - -3260 -2940 -379","Selling/General/Admin. Expenses, Total - 33289 30570 31797  Research & Development - 2905 3165 3578  Depreciation / Amortization - 6879 6733 3945  Interest Expense (Income) - Net Operating - -68 -71 11  Unusual Expense (Income) - - -469 -122  Other Operating Expenses, Total - -3260 -2940 -379","Selling/General/Admin. Expenses, Total - 33289 30570 31797  Research & Development - 2905 3165 3578  Depreciation / Amortization - 6879 6733 3945  Interest Expense (Income) - Net Operating - -68 -71 11  Unusual Expense (Income) - - -469 -122  Other Operating Expenses, Total - -3260 -2940 -379"
"Selling/General/Admin. Expenses, Total",-,33289,30570,31797
Research & Development,-,2905,3165,3578
Depreciation / Amortization,-,6879,6733,3945
Interest Expense (Income) - Net Operating,-,-68,-71,11
Unusual Expense (Income),-,-,-469,-122
"Other Operating Expenses, Total",-,-3260,-2940,-379
Operating Income,-,19242,17517,18532
"Interest Income (Expense), Net Non-Operating",-,979,277,224
Gain (Loss) on Sale of Assets,-,-145,-43,-
"Other, Net",-,-1033,-604,-
Net Income Before Taxes,-,20420,18164,18756
Provision for Income Taxes,-,6018,5454,5011
Net Income After Taxes,-,14402,12710,13745
Minority Interest,-,39,51,1
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,14415,12695,13746
Total Extraordinary Items,-,-,-,-
Net Income,-,14415,12695,13746
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-,14415,12695,13746
Dilution Adjustment,-,-,-0.708,-
Diluted Net Income,-,14415,12695.71,13746
Diluted Weighted Average Shares,-,113.01,112.92,112.9
Diluted EPS Excluding Extraordinary Items,-,127.55,112.43,121.75
DPS - Common Stock Primary Issue,-,39,35,37
Diluted Normalized EPS,-,113.84,100.64,120.96
