Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,336492,249140,240078,318822
"Revenue - 249140 240078 318822  Other Revenue, Total - - - -","Revenue - 249140 240078 318822  Other Revenue, Total - - - -","Revenue - 249140 240078 318822  Other Revenue, Total - - - -","Revenue - 249140 240078 318822  Other Revenue, Total - - - -","Revenue - 249140 240078 318822  Other Revenue, Total - - - -"
Revenue,-,249140,240078,318822
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,199237,203543,271780
Gross Profit,-,49903,36535,47042
Total Operating Expenses,-,238267,253221,305258
"Selling/General/Admin. Expenses, Total - 30093 27818 27951  Research & Development - - 190 360  Depreciation / Amortization - - 4333 4446  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 8936 17335 719  Other Operating Expenses, Total - 1 2 2","Selling/General/Admin. Expenses, Total - 30093 27818 27951  Research & Development - - 190 360  Depreciation / Amortization - - 4333 4446  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 8936 17335 719  Other Operating Expenses, Total - 1 2 2","Selling/General/Admin. Expenses, Total - 30093 27818 27951  Research & Development - - 190 360  Depreciation / Amortization - - 4333 4446  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 8936 17335 719  Other Operating Expenses, Total - 1 2 2","Selling/General/Admin. Expenses, Total - 30093 27818 27951  Research & Development - - 190 360  Depreciation / Amortization - - 4333 4446  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 8936 17335 719  Other Operating Expenses, Total - 1 2 2","Selling/General/Admin. Expenses, Total - 30093 27818 27951  Research & Development - - 190 360  Depreciation / Amortization - - 4333 4446  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 8936 17335 719  Other Operating Expenses, Total - 1 2 2"
"Selling/General/Admin. Expenses, Total",-,30093,27818,27951
Research & Development,-,-,190,360
Depreciation / Amortization,-,-,4333,4446
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,8936,17335,719
"Other Operating Expenses, Total",-,1,2,2
Operating Income,62088,10873,-13143,13564
"Interest Income (Expense), Net Non-Operating",-,67182,5875,16697
Gain (Loss) on Sale of Assets,-8,-93066,11,-13
"Other, Net",-20986,-3490,-65,1655
Net Income Before Taxes,83082,-18501,-7322,31903
Provision for Income Taxes,15101,9652,-1923,4788
Net Income After Taxes,-,-28153,-5399,27115
Minority Interest,31536,-2835,2673,-299
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,-30988,-2726,26816
Total Extraordinary Items,-,-,-,-
Net Income,-,-30988,-2726,26816
Total Adjustments to Net Income,-,-,1,-1
Income Available to Common Excluding Extraordinary Items,-,-30988,-2725,26815
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,-30988,-2725,26815
Diluted Weighted Average Shares,54.5,56.79,57.11,57.15
Diluted EPS Excluding Extraordinary Items,-,-545.62,-47.72,469.19
DPS - Common Stock Primary Issue,370,50,50,50
Diluted Normalized EPS,959.88,621.78,149.47,480.07
