Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,261156,191892,183647,218712
"Revenue 261156 191892 183647 218712  Other Revenue, Total - - - -","Revenue 261156 191892 183647 218712  Other Revenue, Total - - - -","Revenue 261156 191892 183647 218712  Other Revenue, Total - - - -","Revenue 261156 191892 183647 218712  Other Revenue, Total - - - -","Revenue 261156 191892 183647 218712  Other Revenue, Total - - - -"
Revenue,261156,191892,183647,218712
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",242414,176290,166616,198665
Gross Profit,18742,15602,17031,20047
Total Operating Expenses,259116,190748,181635,214366
"Selling/General/Admin. Expenses, Total 16702 12362 11150 12546  Research & Development - 2096 2253 2878  Depreciation / Amortization 13112 10581 555 534  Interest Expense (Income) - Net Operating -1758 -792 - -  Unusual Expense (Income) - 15 1060 -258  Other Operating Expenses, Total -11354 -9789 1 1","Selling/General/Admin. Expenses, Total 16702 12362 11150 12546  Research & Development - 2096 2253 2878  Depreciation / Amortization 13112 10581 555 534  Interest Expense (Income) - Net Operating -1758 -792 - -  Unusual Expense (Income) - 15 1060 -258  Other Operating Expenses, Total -11354 -9789 1 1","Selling/General/Admin. Expenses, Total 16702 12362 11150 12546  Research & Development - 2096 2253 2878  Depreciation / Amortization 13112 10581 555 534  Interest Expense (Income) - Net Operating -1758 -792 - -  Unusual Expense (Income) - 15 1060 -258  Other Operating Expenses, Total -11354 -9789 1 1","Selling/General/Admin. Expenses, Total 16702 12362 11150 12546  Research & Development - 2096 2253 2878  Depreciation / Amortization 13112 10581 555 534  Interest Expense (Income) - Net Operating -1758 -792 - -  Unusual Expense (Income) - 15 1060 -258  Other Operating Expenses, Total -11354 -9789 1 1","Selling/General/Admin. Expenses, Total 16702 12362 11150 12546  Research & Development - 2096 2253 2878  Depreciation / Amortization 13112 10581 555 534  Interest Expense (Income) - Net Operating -1758 -792 - -  Unusual Expense (Income) - 15 1060 -258  Other Operating Expenses, Total -11354 -9789 1 1"
"Selling/General/Admin. Expenses, Total",16702,12362,11150,12546
Research & Development,-,2096,2253,2878
Depreciation / Amortization,13112,10581,555,534
Interest Expense (Income) - Net Operating,-1758,-792,-,-
Unusual Expense (Income),-,15,1060,-258
"Other Operating Expenses, Total",-11354,-9789,1,1
Operating Income,2040,1144,2012,4346
"Interest Income (Expense), Net Non-Operating",-,-52,-821,-1359
Gain (Loss) on Sale of Assets,1404,70,-5,20
"Other, Net",-2664,-273,138,35
Net Income Before Taxes,3300,1347,1324,3042
Provision for Income Taxes,1643,1068,2309,2112
Net Income After Taxes,1657,279,-985,930
Minority Interest,14717,15472,-180,-601
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1734,209,-1165,329
Total Extraordinary Items,-,-,-,-
Net Income,1734,209,-1165,329
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,1734,209,-1165,328
Dilution Adjustment,-,-,-,-
Diluted Net Income,1734,209,-1165,328
Diluted Weighted Average Shares,18.59,18.58,18.62,18.68
Diluted EPS Excluding Extraordinary Items,93.28,11.25,-62.58,17.56
DPS - Common Stock Primary Issue,20,10,8,20
Diluted Normalized EPS,68.69,39.68,-25.66,7.62
