Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,12070,12606,15297,16535
"Revenue 12070 12605 15297 16535  Other Revenue, Total - 1 - -","Revenue 12070 12605 15297 16535  Other Revenue, Total - 1 - -","Revenue 12070 12605 15297 16535  Other Revenue, Total - 1 - -","Revenue 12070 12605 15297 16535  Other Revenue, Total - 1 - -","Revenue 12070 12605 15297 16535  Other Revenue, Total - 1 - -"
Revenue,12070,12605,15297,16535
"Other Revenue, Total",-,1,-,-
"Cost of Revenue, Total",8981,8660,9715,10807
Gross Profit,3089,3946,5582,5728
Total Operating Expenses,14002,13904,15005,15842
"Selling/General/Admin. Expenses, Total 4607 4878 4992 4714  Research & Development - 1153 - 1018  Depreciation / Amortization 605 593 304 228  Interest Expense (Income) - Net Operating -11 -7 - -  Unusual Expense (Income) - 314 -8 91  Other Operating Expenses, Total -180 -1373 2 2","Selling/General/Admin. Expenses, Total 4607 4878 4992 4714  Research & Development - 1153 - 1018  Depreciation / Amortization 605 593 304 228  Interest Expense (Income) - Net Operating -11 -7 - -  Unusual Expense (Income) - 314 -8 91  Other Operating Expenses, Total -180 -1373 2 2","Selling/General/Admin. Expenses, Total 4607 4878 4992 4714  Research & Development - 1153 - 1018  Depreciation / Amortization 605 593 304 228  Interest Expense (Income) - Net Operating -11 -7 - -  Unusual Expense (Income) - 314 -8 91  Other Operating Expenses, Total -180 -1373 2 2","Selling/General/Admin. Expenses, Total 4607 4878 4992 4714  Research & Development - 1153 - 1018  Depreciation / Amortization 605 593 304 228  Interest Expense (Income) - Net Operating -11 -7 - -  Unusual Expense (Income) - 314 -8 91  Other Operating Expenses, Total -180 -1373 2 2","Selling/General/Admin. Expenses, Total 4607 4878 4992 4714  Research & Development - 1153 - 1018  Depreciation / Amortization 605 593 304 228  Interest Expense (Income) - Net Operating -11 -7 - -  Unusual Expense (Income) - 314 -8 91  Other Operating Expenses, Total -180 -1373 2 2"
"Selling/General/Admin. Expenses, Total",4607,4878,4992,4714
Research & Development,-,1153,-,1018
Depreciation / Amortization,605,593,304,228
Interest Expense (Income) - Net Operating,-11,-7,-,-
Unusual Expense (Income),-,314,-8,91
"Other Operating Expenses, Total",-180,-1373,2,2
Operating Income,-1932,-1298,292,693
"Interest Income (Expense), Net Non-Operating",-,52,2,26
Gain (Loss) on Sale of Assets,97,-26,-227,-
"Other, Net",-195,294,-30,-38
Net Income Before Taxes,-1834,-1566,37,681
Provision for Income Taxes,27,200,116,183
Net Income After Taxes,-1861,-1766,-79,498
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1861,-1766,-79,498
Total Extraordinary Items,-,-,-,-
Net Income,-1861,-1766,-79,498
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,-1861,-1766,-79,497
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1861,-1766,-79,497
Diluted Weighted Average Shares,10.42,10.38,10.78,10.98
Diluted EPS Excluding Extraordinary Items,-178.57,-170.06,-7.33,45.28
DPS - Common Stock Primary Issue,21,21,21,21
Diluted Normalized EPS,-115.81,-73.79,8.29,50.16
