Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,18605,18821,14587.33,12674.22
"Revenue 18605 18821 14587.33 12674.22  Other Revenue, Total - - - -","Revenue 18605 18821 14587.33 12674.22  Other Revenue, Total - - - -","Revenue 18605 18821 14587.33 12674.22  Other Revenue, Total - - - -","Revenue 18605 18821 14587.33 12674.22  Other Revenue, Total - - - -","Revenue 18605 18821 14587.33 12674.22  Other Revenue, Total - - - -"
Revenue,18605,18821,14587.33,12674.22
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11293,11218,8784.55,7151.97
Gross Profit,7312,7603,5802.77,5522.25
Total Operating Expenses,17370,17477,14040.09,11918.3
"Selling/General/Admin. Expenses, Total 6077 6259 5388.76 4339.85  Research & Development - 561 559.72 404.9  Depreciation / Amortization 823 869 - -  Interest Expense (Income) - Net Operating -20 -19 - -  Unusual Expense (Income) - 943.43 -692.93 21.57  Other Operating Expenses, Total -803 -1411 - -","Selling/General/Admin. Expenses, Total 6077 6259 5388.76 4339.85  Research & Development - 561 559.72 404.9  Depreciation / Amortization 823 869 - -  Interest Expense (Income) - Net Operating -20 -19 - -  Unusual Expense (Income) - 943.43 -692.93 21.57  Other Operating Expenses, Total -803 -1411 - -","Selling/General/Admin. Expenses, Total 6077 6259 5388.76 4339.85  Research & Development - 561 559.72 404.9  Depreciation / Amortization 823 869 - -  Interest Expense (Income) - Net Operating -20 -19 - -  Unusual Expense (Income) - 943.43 -692.93 21.57  Other Operating Expenses, Total -803 -1411 - -","Selling/General/Admin. Expenses, Total 6077 6259 5388.76 4339.85  Research & Development - 561 559.72 404.9  Depreciation / Amortization 823 869 - -  Interest Expense (Income) - Net Operating -20 -19 - -  Unusual Expense (Income) - 943.43 -692.93 21.57  Other Operating Expenses, Total -803 -1411 - -","Selling/General/Admin. Expenses, Total 6077 6259 5388.76 4339.85  Research & Development - 561 559.72 404.9  Depreciation / Amortization 823 869 - -  Interest Expense (Income) - Net Operating -20 -19 - -  Unusual Expense (Income) - 943.43 -692.93 21.57  Other Operating Expenses, Total -803 -1411 - -"
"Selling/General/Admin. Expenses, Total",6077,6259,5388.76,4339.85
Research & Development,-,561,559.72,404.9
Depreciation / Amortization,823,869,-,-
Interest Expense (Income) - Net Operating,-20,-19,-,-
Unusual Expense (Income),-,943.43,-692.93,21.57
"Other Operating Expenses, Total",-803,-1411,-,-
Operating Income,1235,1344,547.23,755.92
"Interest Income (Expense), Net Non-Operating",-,-86.09,-22.12,3.11
Gain (Loss) on Sale of Assets,9,-30,402.67,0.05
"Other, Net",337,1037,28.12,-162.01
Net Income Before Taxes,889,337,955.9,597.07
Provision for Income Taxes,244,290,205.33,-11
Net Income After Taxes,645,47,750.57,608.07
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,645,47,750.57,608.07
Total Extraordinary Items,-,-,-,-
Net Income,645,47,750.57,608.07
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,645,47,750.57,608.07
Dilution Adjustment,-,-,-,-
Diluted Net Income,645,47,750.57,608.07
Diluted Weighted Average Shares,71.51,71.38,71.02,69.19
Diluted EPS Excluding Extraordinary Items,9.02,0.658,10.57,8.79
DPS - Common Stock Primary Issue,6,6,6,6
Diluted Normalized EPS,7.89,11.48,0.54,8.99
