Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,6417,4974,3814.07,2728.31
"Revenue 6417 4974 3814.07 2728.31  Other Revenue, Total - - - -","Revenue 6417 4974 3814.07 2728.31  Other Revenue, Total - - - -","Revenue 6417 4974 3814.07 2728.31  Other Revenue, Total - - - -","Revenue 6417 4974 3814.07 2728.31  Other Revenue, Total - - - -","Revenue 6417 4974 3814.07 2728.31  Other Revenue, Total - - - -"
Revenue,6417,4974,3814.07,2728.31
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3688,2868,2272.53,1559.41
Gross Profit,2729,2106,1541.54,1168.9
Total Operating Expenses,5538,4466,3589.58,2634.43
"Selling/General/Admin. Expenses, Total 1850 1598 1317.05 1055.2  Research & Development - - - -  Depreciation / Amortization 59 44 - 19.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -59 -44 - -","Selling/General/Admin. Expenses, Total 1850 1598 1317.05 1055.2  Research & Development - - - -  Depreciation / Amortization 59 44 - 19.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -59 -44 - -","Selling/General/Admin. Expenses, Total 1850 1598 1317.05 1055.2  Research & Development - - - -  Depreciation / Amortization 59 44 - 19.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -59 -44 - -","Selling/General/Admin. Expenses, Total 1850 1598 1317.05 1055.2  Research & Development - - - -  Depreciation / Amortization 59 44 - 19.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -59 -44 - -","Selling/General/Admin. Expenses, Total 1850 1598 1317.05 1055.2  Research & Development - - - -  Depreciation / Amortization 59 44 - 19.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -59 -44 - -"
"Selling/General/Admin. Expenses, Total",1850,1598,1317.05,1055.2
Research & Development,-,-,-,-
Depreciation / Amortization,59,44,-,19.82
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-59,-44,-,-
Operating Income,879,508,224.49,93.88
"Interest Income (Expense), Net Non-Operating",-,-1.72,-0.8,-0.63
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",9,3,-0.43,1.57
Net Income Before Taxes,870,505,223.25,94.81
Provision for Income Taxes,272,179,87.56,38.55
Net Income After Taxes,598,326,135.69,56.26
Minority Interest,1,-0.06,3.78,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,597,326,139.47,56.26
Total Extraordinary Items,-,-,-,-
Net Income,597,326,139.47,56.26
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,597,326,139.47,56.26
Dilution Adjustment,-0.671,-0.277,-0,-
Diluted Net Income,597.67,326.28,139.47,56.26
Diluted Weighted Average Shares,5.99,5.98,5.96,3
Diluted EPS Excluding Extraordinary Items,99.78,54.58,23.4,18.75
DPS - Common Stock Primary Issue,15,10,-,-
Diluted Normalized EPS,90.61,52.8,23.89,18.75
