Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,5706,4854,3765.95,2891.31
"Revenue 5706 4854 3765.95 2891.31  Other Revenue, Total - - - -","Revenue 5706 4854 3765.95 2891.31  Other Revenue, Total - - - -","Revenue 5706 4854 3765.95 2891.31  Other Revenue, Total - - - -","Revenue 5706 4854 3765.95 2891.31  Other Revenue, Total - - - -","Revenue 5706 4854 3765.95 2891.31  Other Revenue, Total - - - -"
Revenue,5706,4854,3765.95,2891.31
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",631,547,541.27,457.73
Gross Profit,5075,4307,3224.68,2433.58
Total Operating Expenses,4515,3020,2339.3,2434.19
"Selling/General/Admin. Expenses, Total 3868 2471 1848.54 1800.78  Research & Development - - - -  Depreciation / Amortization 86 121 74.81 72.43  Interest Expense (Income) - Net Operating -0.609 - - -  Unusual Expense (Income) - 11.84 -125.33 103.26  Other Operating Expenses, Total -70 -119 - -","Selling/General/Admin. Expenses, Total 3868 2471 1848.54 1800.78  Research & Development - - - -  Depreciation / Amortization 86 121 74.81 72.43  Interest Expense (Income) - Net Operating -0.609 - - -  Unusual Expense (Income) - 11.84 -125.33 103.26  Other Operating Expenses, Total -70 -119 - -","Selling/General/Admin. Expenses, Total 3868 2471 1848.54 1800.78  Research & Development - - - -  Depreciation / Amortization 86 121 74.81 72.43  Interest Expense (Income) - Net Operating -0.609 - - -  Unusual Expense (Income) - 11.84 -125.33 103.26  Other Operating Expenses, Total -70 -119 - -","Selling/General/Admin. Expenses, Total 3868 2471 1848.54 1800.78  Research & Development - - - -  Depreciation / Amortization 86 121 74.81 72.43  Interest Expense (Income) - Net Operating -0.609 - - -  Unusual Expense (Income) - 11.84 -125.33 103.26  Other Operating Expenses, Total -70 -119 - -","Selling/General/Admin. Expenses, Total 3868 2471 1848.54 1800.78  Research & Development - - - -  Depreciation / Amortization 86 121 74.81 72.43  Interest Expense (Income) - Net Operating -0.609 - - -  Unusual Expense (Income) - 11.84 -125.33 103.26  Other Operating Expenses, Total -70 -119 - -"
"Selling/General/Admin. Expenses, Total",3868,2471,1848.54,1800.78
Research & Development,-,-,-,-
Depreciation / Amortization,86,121,74.81,72.43
Interest Expense (Income) - Net Operating,-0.609,-,-,-
Unusual Expense (Income),-,11.84,-125.33,103.26
"Other Operating Expenses, Total",-70,-119,-,-
Operating Income,1191,1834,1426.66,457.12
"Interest Income (Expense), Net Non-Operating",-,-2.59,-2.81,-0.81
Gain (Loss) on Sale of Assets,-51,-1,-,0.19
"Other, Net",108,13,0.9,0.45
Net Income Before Taxes,1134,1822,1424.75,456.95
Provision for Income Taxes,357,541,381.35,135.45
Net Income After Taxes,777,1281,1043.39,321.5
Minority Interest,0.549,0.92,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,777,1281,1043.39,321.5
Total Extraordinary Items,-,-,-,-
Net Income,777,1281,1043.39,321.5
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,777,1281,1043.39,321.5
Dilution Adjustment,-0.763,-0.266,-,-
Diluted Net Income,777.76,1281.27,1043.39,321.5
Diluted Weighted Average Shares,13.61,13.65,13.62,13.33
Diluted EPS Excluding Extraordinary Items,57.16,93.9,76.6,24.12
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,54.61,84.01,70.23,31.18
