Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,3657,2956,3134,3128.14
"Revenue 3657 2956 3134 3128.14  Other Revenue, Total - - - -","Revenue 3657 2956 3134 3128.14  Other Revenue, Total - - - -","Revenue 3657 2956 3134 3128.14  Other Revenue, Total - - - -","Revenue 3657 2956 3134 3128.14  Other Revenue, Total - - - -","Revenue 3657 2956 3134 3128.14  Other Revenue, Total - - - -"
Revenue,3657,2956,3134,3128.14
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2496,2036,2053,2104.36
Gross Profit,1161,920,1081,1023.77
Total Operating Expenses,3209,2668,2733,2770.47
"Selling/General/Admin. Expenses, Total 633 570 582 571.7  Research & Development 80 62 98 93.06  Depreciation / Amortization 17 17 29 -  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - 10 - 1.33  Other Operating Expenses, Total -17 -17 -28 -","Selling/General/Admin. Expenses, Total 633 570 582 571.7  Research & Development 80 62 98 93.06  Depreciation / Amortization 17 17 29 -  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - 10 - 1.33  Other Operating Expenses, Total -17 -17 -28 -","Selling/General/Admin. Expenses, Total 633 570 582 571.7  Research & Development 80 62 98 93.06  Depreciation / Amortization 17 17 29 -  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - 10 - 1.33  Other Operating Expenses, Total -17 -17 -28 -","Selling/General/Admin. Expenses, Total 633 570 582 571.7  Research & Development 80 62 98 93.06  Depreciation / Amortization 17 17 29 -  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - 10 - 1.33  Other Operating Expenses, Total -17 -17 -28 -","Selling/General/Admin. Expenses, Total 633 570 582 571.7  Research & Development 80 62 98 93.06  Depreciation / Amortization 17 17 29 -  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - 10 - 1.33  Other Operating Expenses, Total -17 -17 -28 -"
"Selling/General/Admin. Expenses, Total",633,570,582,571.7
Research & Development,80,62,98,93.06
Depreciation / Amortization,17,17,29,-
Interest Expense (Income) - Net Operating,-,-,-1,-
Unusual Expense (Income),-,10,-,1.33
"Other Operating Expenses, Total",-17,-17,-28,-
Operating Income,448,288,401,357.67
"Interest Income (Expense), Net Non-Operating",-,2.51,3.36,3.4
Gain (Loss) on Sale of Assets,-,-3.14,-1.87,-1.85
"Other, Net",-3,3,-2,4.76
Net Income Before Taxes,451,285,403,363.98
Provision for Income Taxes,132,90,108,105.71
Net Income After Taxes,319,195,295,258.27
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,319,195,295,258.27
Total Extraordinary Items,-,-,-,-
Net Income,319,195,295,258.27
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,319,195,295,258.27
Dilution Adjustment,-,-,-,-
Diluted Net Income,319,195,295,258.27
Diluted Weighted Average Shares,1.92,1.92,1.92,1.92
Diluted EPS Excluding Extraordinary Items,166.43,101.73,153.9,134.74
DPS - Common Stock Primary Issue,40,25,25,25
Diluted Normalized EPS,147.06,96.19,131.4,135.92
