Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,16335,20754,18483.99,17614.98
"Revenue 16335 20754 18483.99 17614.98  Other Revenue, Total - - - -","Revenue 16335 20754 18483.99 17614.98  Other Revenue, Total - - - -","Revenue 16335 20754 18483.99 17614.98  Other Revenue, Total - - - -","Revenue 16335 20754 18483.99 17614.98  Other Revenue, Total - - - -","Revenue 16335 20754 18483.99 17614.98  Other Revenue, Total - - - -"
Revenue,16335,20754,18483.99,17614.98
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8935,10140,9581.53,9637.03
Gross Profit,7400,10614,8902.47,7977.95
Total Operating Expenses,16695,20048,17933.63,17213.71
"Selling/General/Admin. Expenses, Total 7760 9908 8307.79 7543.09  Research & Development - - - -  Depreciation / Amortization 253 226 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 173.5 40.55 30.48  Other Operating Expenses, Total -245 -218 3.76 3.1","Selling/General/Admin. Expenses, Total 7760 9908 8307.79 7543.09  Research & Development - - - -  Depreciation / Amortization 253 226 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 173.5 40.55 30.48  Other Operating Expenses, Total -245 -218 3.76 3.1","Selling/General/Admin. Expenses, Total 7760 9908 8307.79 7543.09  Research & Development - - - -  Depreciation / Amortization 253 226 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 173.5 40.55 30.48  Other Operating Expenses, Total -245 -218 3.76 3.1","Selling/General/Admin. Expenses, Total 7760 9908 8307.79 7543.09  Research & Development - - - -  Depreciation / Amortization 253 226 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 173.5 40.55 30.48  Other Operating Expenses, Total -245 -218 3.76 3.1","Selling/General/Admin. Expenses, Total 7760 9908 8307.79 7543.09  Research & Development - - - -  Depreciation / Amortization 253 226 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 173.5 40.55 30.48  Other Operating Expenses, Total -245 -218 3.76 3.1"
"Selling/General/Admin. Expenses, Total",7760,9908,8307.79,7543.09
Research & Development,-,-,-,-
Depreciation / Amortization,253,226,-,-
Interest Expense (Income) - Net Operating,-8,-8,-,-
Unusual Expense (Income),-,173.5,40.55,30.48
"Other Operating Expenses, Total",-245,-218,3.76,3.1
Operating Income,-360,706,550.37,401.27
"Interest Income (Expense), Net Non-Operating",-,5.61,-6.62,-1.59
Gain (Loss) on Sale of Assets,2,6,-,-
"Other, Net",353,143,39.46,7.67
Net Income Before Taxes,-715,557,583.2,407.35
Provision for Income Taxes,192,241,192.61,169.17
Net Income After Taxes,-907,316,390.6,238.18
Minority Interest,-,2,-6.53,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-905,321,384.06,238.18
Total Extraordinary Items,-,-,-,-
Net Income,-905,321,384.06,238.18
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,-905,321,384.06,238.18
Dilution Adjustment,-,-0.291,-,-
Diluted Net Income,-905,321.29,384.06,238.18
Diluted Weighted Average Shares,7.81,7.6,7.39,7.48
Diluted EPS Excluding Extraordinary Items,-115.88,42.28,51.94,31.85
DPS - Common Stock Primary Issue,12,12,12,12
Diluted Normalized EPS,-25.67,60.2,56.39,37.01
