Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,82363,75647,68502,74480
"Revenue 82363 75647 68502 74480  Other Revenue, Total - - - -","Revenue 82363 75647 68502 74480  Other Revenue, Total - - - -","Revenue 82363 75647 68502 74480  Other Revenue, Total - - - -","Revenue 82363 75647 68502 74480  Other Revenue, Total - - - -","Revenue 82363 75647 68502 74480  Other Revenue, Total - - - -"
Revenue,82363,75647,68502,74480
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",67737,59851,52643,56635
Gross Profit,14626,15796,15859,17845
Total Operating Expenses,82257,74030,66525,71479
"Selling/General/Admin. Expenses, Total 14520 14179 13882 14330  Research & Development - 380 451 614  Depreciation / Amortization 2776 2797 2952 -  Interest Expense (Income) - Net Operating -59 -71 -83 -  Unusual Expense (Income) - -131 -84 -101  Other Operating Expenses, Total -2717 -3106 -3320 1","Selling/General/Admin. Expenses, Total 14520 14179 13882 14330  Research & Development - 380 451 614  Depreciation / Amortization 2776 2797 2952 -  Interest Expense (Income) - Net Operating -59 -71 -83 -  Unusual Expense (Income) - -131 -84 -101  Other Operating Expenses, Total -2717 -3106 -3320 1","Selling/General/Admin. Expenses, Total 14520 14179 13882 14330  Research & Development - 380 451 614  Depreciation / Amortization 2776 2797 2952 -  Interest Expense (Income) - Net Operating -59 -71 -83 -  Unusual Expense (Income) - -131 -84 -101  Other Operating Expenses, Total -2717 -3106 -3320 1","Selling/General/Admin. Expenses, Total 14520 14179 13882 14330  Research & Development - 380 451 614  Depreciation / Amortization 2776 2797 2952 -  Interest Expense (Income) - Net Operating -59 -71 -83 -  Unusual Expense (Income) - -131 -84 -101  Other Operating Expenses, Total -2717 -3106 -3320 1","Selling/General/Admin. Expenses, Total 14520 14179 13882 14330  Research & Development - 380 451 614  Depreciation / Amortization 2776 2797 2952 -  Interest Expense (Income) - Net Operating -59 -71 -83 -  Unusual Expense (Income) - -131 -84 -101  Other Operating Expenses, Total -2717 -3106 -3320 1"
"Selling/General/Admin. Expenses, Total",14520,14179,13882,14330
Research & Development,-,380,451,614
Depreciation / Amortization,2776,2797,2952,-
Interest Expense (Income) - Net Operating,-59,-71,-83,-
Unusual Expense (Income),-,-131,-84,-101
"Other Operating Expenses, Total",-2717,-3106,-3320,1
Operating Income,106,1617,1977,3001
"Interest Income (Expense), Net Non-Operating",-,-113,-65,6
Gain (Loss) on Sale of Assets,347,-12,-9,-
"Other, Net",-889,-125,-153,97
Net Income Before Taxes,648,1754,2139,3104
Provision for Income Taxes,163,543,681,1046
Net Income After Taxes,485,1211,1458,2058
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,1211,1458,2058
Total Extraordinary Items,-,-,-,-
Net Income,485,1211,1458,2058
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,485,1211,1458,2058
Dilution Adjustment,-,-,-,-
Diluted Net Income,485,1211,1458,2058
Diluted Weighted Average Shares,16.26,16.3,16.48,16.48
Diluted EPS Excluding Extraordinary Items,29.82,74.27,88.5,124.91
DPS - Common Stock Primary Issue,17,17,20,31
Diluted Normalized EPS,6.49,62.18,77.77,120.85
