Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,14179,14206,12299.9,13015.89
"Revenue 14143 14172 12299.9 13015.89  Other Revenue, Total 36 34 - -","Revenue 14143 14172 12299.9 13015.89  Other Revenue, Total 36 34 - -","Revenue 14143 14172 12299.9 13015.89  Other Revenue, Total 36 34 - -","Revenue 14143 14172 12299.9 13015.89  Other Revenue, Total 36 34 - -","Revenue 14143 14172 12299.9 13015.89  Other Revenue, Total 36 34 - -"
Revenue,14143,14172,12299.9,13015.89
"Other Revenue, Total",36,34,-,-
"Cost of Revenue, Total",1232,1035,1194.84,1038.41
Gross Profit,12947,13171,11105.05,11977.48
Total Operating Expenses,13784,13788,11990.48,12052.34
"Selling/General/Admin. Expenses, Total 12069 12306 10570.4 10839.62  Research & Development - - - -  Depreciation / Amortization 325 250 182.78 120.68  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 24.51 42.45 53.62  Other Operating Expenses, Total 159 197 0.01 0.01","Selling/General/Admin. Expenses, Total 12069 12306 10570.4 10839.62  Research & Development - - - -  Depreciation / Amortization 325 250 182.78 120.68  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 24.51 42.45 53.62  Other Operating Expenses, Total 159 197 0.01 0.01","Selling/General/Admin. Expenses, Total 12069 12306 10570.4 10839.62  Research & Development - - - -  Depreciation / Amortization 325 250 182.78 120.68  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 24.51 42.45 53.62  Other Operating Expenses, Total 159 197 0.01 0.01","Selling/General/Admin. Expenses, Total 12069 12306 10570.4 10839.62  Research & Development - - - -  Depreciation / Amortization 325 250 182.78 120.68  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 24.51 42.45 53.62  Other Operating Expenses, Total 159 197 0.01 0.01","Selling/General/Admin. Expenses, Total 12069 12306 10570.4 10839.62  Research & Development - - - -  Depreciation / Amortization 325 250 182.78 120.68  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 24.51 42.45 53.62  Other Operating Expenses, Total 159 197 0.01 0.01"
"Selling/General/Admin. Expenses, Total",12069,12306,10570.4,10839.62
Research & Development,-,-,-,-
Depreciation / Amortization,325,250,182.78,120.68
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,24.51,42.45,53.62
"Other Operating Expenses, Total",159,197,0.01,0.01
Operating Income,395,418,309.42,963.55
"Interest Income (Expense), Net Non-Operating",-,173.42,202.19,160.61
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-186,-171,22.3,5.28
Net Income Before Taxes,581,589,533.91,1129.45
Provision for Income Taxes,254,217,221.66,455.83
Net Income After Taxes,327,372,312.26,673.62
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,327,372,312.26,673.62
Total Extraordinary Items,-,-,-,-
Net Income,327,372,312.26,673.62
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,327,372,312.26,673.62
Dilution Adjustment,-0.386,-0.955,-,-
Diluted Net Income,327.39,372.96,312.26,673.62
Diluted Weighted Average Shares,7.77,7.78,7.8,7.79
Diluted EPS Excluding Extraordinary Items,42.13,47.93,40.04,86.52
DPS - Common Stock Primary Issue,16,15,18,36
Diluted Normalized EPS,49.79,49.24,45.02,91.38
