Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3566,3475,3252.41,3465.39
"Revenue 3566 3475 3252.41 3465.39  Other Revenue, Total - - - -","Revenue 3566 3475 3252.41 3465.39  Other Revenue, Total - - - -","Revenue 3566 3475 3252.41 3465.39  Other Revenue, Total - - - -","Revenue 3566 3475 3252.41 3465.39  Other Revenue, Total - - - -","Revenue 3566 3475 3252.41 3465.39  Other Revenue, Total - - - -"
Revenue,3566,3475,3252.41,3465.39
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2261,2189,2038.52,2059.21
Gross Profit,1305,1286,1213.89,1406.17
Total Operating Expenses,3198,3104,2944.85,2976.72
"Selling/General/Admin. Expenses, Total 937 915 870.17 930.97  Research & Development - 20 20.87 26.01  Depreciation / Amortization 140 111 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.21 15.29 -39.47  Other Operating Expenses, Total -140 -131 - -","Selling/General/Admin. Expenses, Total 937 915 870.17 930.97  Research & Development - 20 20.87 26.01  Depreciation / Amortization 140 111 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.21 15.29 -39.47  Other Operating Expenses, Total -140 -131 - -","Selling/General/Admin. Expenses, Total 937 915 870.17 930.97  Research & Development - 20 20.87 26.01  Depreciation / Amortization 140 111 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.21 15.29 -39.47  Other Operating Expenses, Total -140 -131 - -","Selling/General/Admin. Expenses, Total 937 915 870.17 930.97  Research & Development - 20 20.87 26.01  Depreciation / Amortization 140 111 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.21 15.29 -39.47  Other Operating Expenses, Total -140 -131 - -","Selling/General/Admin. Expenses, Total 937 915 870.17 930.97  Research & Development - 20 20.87 26.01  Depreciation / Amortization 140 111 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.21 15.29 -39.47  Other Operating Expenses, Total -140 -131 - -"
"Selling/General/Admin. Expenses, Total",937,915,870.17,930.97
Research & Development,-,20,20.87,26.01
Depreciation / Amortization,140,111,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,4.21,15.29,-39.47
"Other Operating Expenses, Total",-140,-131,-,-
Operating Income,368,371,307.56,488.67
"Interest Income (Expense), Net Non-Operating",-,38.91,15.45,19.67
Gain (Loss) on Sale of Assets,-3,6,0.4,-
"Other, Net",-19,-22,11.41,7.77
Net Income Before Taxes,390,387,334.82,516.11
Provision for Income Taxes,134,108,120.51,155.64
Net Income After Taxes,256,279,214.31,360.47
Minority Interest,19,18,-2.55,0.35
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,256,279,211.76,360.81
Total Extraordinary Items,-,-,-,-
Net Income,256,279,211.76,360.81
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,256,279,211.76,360.81
Dilution Adjustment,-,-,-,-
Diluted Net Income,256,279,211.76,360.81
Diluted Weighted Average Shares,2.63,2.63,2.63,2.63
Diluted EPS Excluding Extraordinary Items,97.17,105.9,80.38,136.95
DPS - Common Stock Primary Issue,-,32,30,27.5
Diluted Normalized EPS,90.86,90.15,89.83,132.32
